Localidade;Ano;PopulacaoEstimada0-4;PopulacaoEstimada5-9;PopulacaoEstimada10-14;PopulacaoEstimada15-19;PopulacaoEstimada20-29;PopulacaoEstimada30-39;PopulacaoEstimada40-49;PopulacaoEstimada50-59;PopulacaoEstimada60-69;PopulacaoEstimada70-79;PopulacaoEstimada80
Aporé;2018;;;;;;;;;;;
Aporé;2019;;;;;;;;;;;
Araçu;1992;;;;;;;;;;;
Araçu;1993;;;;;;;;;;;
Araçu;1994;;;;;;;;;;;
Araçu;1995;;;;;;;;;;;
Araçu;1997;;;;;;;;;;;
Araçu;1998;;;;;;;;;;;
Araçu;1999;;;;;;;;;;;
Araçu;2001;339;373;436;386;719;634;472;366;291;120;44
Araçu;2002;341;377;441;390;727;640;476;370;294;121;44
Araçu;2003;344;380;446;393;734;646;481;373;296;121;44
Araçu;2004;348;384;450;398;741;652;486;377;299;123;45
Araçu;2005;356;392;460;407;758;668;497;386;306;126;46
Araçu;2006;360;397;465;411;766;674;502;390;309;128;46
Araçu;2008;291;304;300;339;657;597;544;401;287;183;63
Araçu;2009;282;303;293;322;657;595;548;405;287;191;67
Araçu;2011;;;;;;;;;;;
Araçu;2012;;;;;;;;;;;
Araçu;2013;;;;;;;;;;;
Araçu;2014;;;;;;;;;;;
Araçu;2015;;;;;;;;;;;
Araçu;2016;;;;;;;;;;;
Araçu;2017;;;;;;;;;;;
Araçu;2018;;;;;;;;;;;
Araçu;2019;;;;;;;;;;;
Aragarças;1992;;;;;;;;;;;
Aragarças;1993;;;;;;;;;;;
Aragarças;1994;;;;;;;;;;;
Aragarças;1995;;;;;;;;;;;
Aragarças;1997;;;;;;;;;;;
Aragarças;1998;;;;;;;;;;;
Aragarças;1999;;;;;;;;;;;
Aragarças;2001;1580;1663;1692;1776;3373;2607;1856;1114;720;349;180
Aragarças;2002;1607;1691;1718;1807;3430;2650;1886;1133;731;355;183
Aragarças;2003;1633;1718;1747;1835;3485;2693;1917;1151;743;361;186
Aragarças;2004;1660;1746;1775;1864;3540;2736;1947;1169;756;366;189
Aragarças;2005;1718;1807;1838;1932;3666;2833;2016;1210;782;380;196
Aragarças;2006;1749;1840;1870;1963;3730;2883;2051;1231;795;386;199
Aragarças;2008;1451;1531;1542;1578;3307;2949;2232;1515;930;511;231
Aragarças;2009;1401;1540;1511;1574;3256;3008;2278;1587;953;531;245
Aragarças;2011;;;;;;;;;;;
Aragarças;2012;;;;;;;;;;;
Aragarças;2013;;;;;;;;;;;
Aragarças;2014;;;;;;;;;;;
Aragarças;2015;;;;;;;;;;;
Aragarças;2016;;;;;;;;;;;
Aragarças;2017;;;;;;;;;;;
Aragarças;2018;;;;;;;;;;;
Aragarças;2019;;;;;;;;;;;
Aragoiânia;1992;;;;;;;;;;;
Aragoiânia;1993;;;;;;;;;;;
Aragoiânia;1994;;;;;;;;;;;
Aragoiânia;1995;;;;;;;;;;;
Aragoiânia;1997;;;;;;;;;;;
Aragoiânia;1998;;;;;;;;;;;
Aragoiânia;1999;;;;;;;;;;;
Aragoiânia;2001;619;658;662;604;1176;1018;783;542;338;187;56
Aragoiânia;2002;632;672;678;617;1202;1042;801;554;346;191;57
Aragoiânia;2003;648;689;693;632;1232;1068;821;568;355;196;59
Aragoiânia;2004;664;706;710;648;1262;1093;842;582;363;201;60
Aragoiânia;2005;699;744;748;683;1331;1153;887;614;383;211;63
Aragoiânia;2006;718;764;769;701;1366;1183;911;630;393;217;65
Aragoiânia;2008;618;631;649;672;1262;1176;998;745;471;257;110
Aragoiânia;2009;609;638;637;674;1277;1188;1027;776;492;269;120
Aragoiânia;2011;;;;;;;;;;;
Aragoiânia;2012;;;;;;;;;;;
Aragoiânia;2013;;;;;;;;;;;
Aragoiânia;2014;;;;;;;;;;;
Aragoiânia;2015;;;;;;;;;;;
Aragoiânia;2016;;;;;;;;;;;
Aragoiânia;2017;;;;;;;;;;;
Aragoiânia;2018;;;;;;;;;;;
Aragoiânia;2019;;;;;;;;;;;
Araguapaz;1992;;;;;;;;;;;
Araguapaz;1993;;;;;;;;;;;
Araguapaz;1994;;;;;;;;;;;
Araguapaz;1995;;;;;;;;;;;
Araguapaz;1997;;;;;;;;;;;
Araguapaz;1998;;;;;;;;;;;
Araguapaz;1999;;;;;;;;;;;
Araguapaz;2001;655;717;802;802;1335;1104;774;537;313;125;51
Araguapaz;2002;665;727;812;812;1350;1116;782;543;317;127;52
Araguapaz;2003;665;727;811;812;1348;1116;782;542;317;127;52
Araguapaz;2004;665;725;808;807;1348;1114;782;542;316;127;52
Araguapaz;2005;660;722;807;807;1344;1112;780;541;315;127;52
Araguapaz;2006;660;722;807;807;1344;1111;779;540;315;126;52
Araguapaz;2008;629;632;624;678;1424;1231;1069;733;439;209;74
Araguapaz;2009;611;636;605;650;1421;1241;1103;757;450;222;79
Araguapaz;2011;;;;;;;;;;;
Araguapaz;2012;;;;;;;;;;;
Araguapaz;2013;;;;;;;;;;;
Araguapaz;2014;;;;;;;;;;;
Araguapaz;2015;;;;;;;;;;;
Araguapaz;2016;;;;;;;;;;;
Araguapaz;2017;;;;;;;;;;;
Araguapaz;2018;;;;;;;;;;;
Araguapaz;2019;;;;;;;;;;;
Arenópolis;1992;;;;;;;;;;;
Arenópolis;1993;;;;;;;;;;;
Arenópolis;1994;;;;;;;;;;;
Arenópolis;1995;;;;;;;;;;;
Arenópolis;1997;;;;;;;;;;;
Arenópolis;1998;;;;;;;;;;;
Arenópolis;1999;;;;;;;;;;;
Arenópolis;2001;311;386;378;335;694;649;492;371;228;107;30
Arenópolis;2002;309;383;374;333;693;648;491;370;228;107;30
Arenópolis;2003;306;383;374;330;690;645;489;369;227;105;30
Arenópolis;2004;306;383;374;330;687;643;488;367;227;105;30
Arenópolis;2005;304;378;369;328;682;638;484;364;225;105;29
Arenópolis;2006;303;378;369;325;679;636;482;362;223;104;29
Arenópolis;2008;220;224;263;297;525;588;556;415;262;133;49
Arenópolis;2009;208;222;242;287;522;567;559;428;265;134;52
Arenópolis;2011;;;;;;;;;;;
Arenópolis;2012;;;;;;;;;;;
Arenópolis;2013;;;;;;;;;;;
Arenópolis;2014;;;;;;;;;;;
Arenópolis;2015;;;;;;;;;;;
Arenópolis;2016;;;;;;;;;;;
Arenópolis;2017;;;;;;;;;;;
Arenópolis;2018;;;;;;;;;;;
Arenópolis;2019;;;;;;;;;;;
Aruanã;1992;;;;;;;;;;;
Aruanã;1993;;;;;;;;;;;
Aruanã;1994;;;;;;;;;;;
Aruanã;1995;;;;;;;;;;;
Aruanã;1997;;;;;;;;;;;
Aruanã;1998;;;;;;;;;;;
Aruanã;1999;;;;;;;;;;;
Aruanã;2001;560;550;510;578;930;749;532;291;192;89;37
Aruanã;2002;573;564;523;593;951;766;544;297;196;91;38
Aruanã;2003;573;564;523;593;954;769;546;299;196;92;38
Aruanã;2004;577;569;526;598;958;771;548;299;197;93;39
Aruanã;2005;581;573;529;602;965;777;552;302;198;93;39
Aruanã;2006;583;574;533;603;969;780;554;303;199;93;39
Aruanã;2008;689;649;618;608;1321;1107;798;536;304;178;71
Aruanã;2009;684;666;617;620;1339;1144;843;565;319;182;77
Aruanã;2011;;;;;;;;;;;
Aruanã;2012;;;;;;;;;;;
Aruanã;2013;;;;;;;;;;;
Aruanã;2014;;;;;;;;;;;
Aruanã;2015;;;;;;;;;;;
Aruanã;2016;;;;;;;;;;;
Aruanã;2017;;;;;;;;;;;
Aruanã;2018;;;;;;;;;;;
Aruanã;2019;;;;;;;;;;;
Aurilândia;1992;;;;;;;;;;;
Aurilândia;1993;;;;;;;;;;;
Aurilândia;1994;;;;;;;;;;;
Aurilândia;1995;;;;;;;;;;;
Aurilândia;1997;;;;;;;;;;;
Aurilândia;1998;;;;;;;;;;;
Aurilândia;1999;;;;;;;;;;;
Aurilândia;2001;258;368;433;408;637;659;529;421;280;166;71
Aurilândia;2002;258;368;433;408;638;660;530;421;280;166;71
Aurilândia;2003;258;368;433;408;637;659;528;421;280;166;71
Aurilândia;2004;258;368;433;408;637;659;528;419;280;166;71
Aurilândia;2005;258;368;433;408;636;658;528;419;278;166;71
Aurilândia;2006;258;368;432;407;636;657;527;419;278;165;71
Aurilândia;2008;207;220;262;312;614;497;570;437;347;193;102
Aurilândia;2009;197;218;241;291;603;496;561;443;351;197;106
Aurilândia;2011;;;;;;;;;;;
Aurilândia;2012;;;;;;;;;;;
Aurilândia;2013;;;;;;;;;;;
Aurilândia;2014;;;;;;;;;;;
Aurilândia;2015;;;;;;;;;;;
Aurilândia;2016;;;;;;;;;;;
Aurilândia;2017;;;;;;;;;;;
Aurilândia;2018;;;;;;;;;;;
Aurilândia;2019;;;;;;;;;;;
Avelinópolis;1992;;;;;;;;;;;
Avelinópolis;1993;;;;;;;;;;;
Avelinópolis;1994;;;;;;;;;;;
Avelinópolis;1995;;;;;;;;;;;
Avelinópolis;1997;;;;;;;;;;;
Avelinópolis;1998;;;;;;;;;;;
Avelinópolis;1999;;;;;;;;;;;
Avelinópolis;2001;188;211;261;276;427;393;304;218;158;68;14
Avelinópolis;2002;192;216;266;281;430;397;306;219;158;69;14
Avelinópolis;2003;193;216;266;281;433;399;309;221;160;70;14
Avelinópolis;2004;193;216;268;284;435;401;311;222;160;70;14
Avelinópolis;2005;196;221;272;287;442;407;315;225;162;71;15
Avelinópolis;2006;198;221;274;291;446;411;317;226;164;71;15
Avelinópolis;2008;172;177;174;197;461;361;353;258;153;95;30
Avelinópolis;2009;163;175;170;185;457;366;353;262;160;95;32
Avelinópolis;2011;;;;;;;;;;;
Avelinópolis;2012;;;;;;;;;;;
Avelinópolis;2013;;;;;;;;;;;
Avelinópolis;2014;;;;;;;;;;;
Avelinópolis;2015;;;;;;;;;;;
Avelinópolis;2016;;;;;;;;;;;
Avelinópolis;2017;;;;;;;;;;;
Avelinópolis;2018;;;;;;;;;;;
Avelinópolis;2019;;;;;;;;;;;
Baliza;1992;;;;;;;;;;;
Baliza;1993;;;;;;;;;;;
Baliza;1994;;;;;;;;;;;
Baliza;1995;;;;;;;;;;;
Baliza;1997;;;;;;;;;;;
Baliza;1998;;;;;;;;;;;
Baliza;1999;;;;;;;;;;;
Baliza;2001;170;203;220;186;314;294;234;197;141;61;20
Baliza;2002;157;188;203;171;289;270;216;181;130;56;18
Baliza;2003;141;169;183;154;261;244;195;164;118;51;16
Baliza;2004;126;151;164;138;234;218;175;147;104;45;15
Baliza;2005;92;110;119;102;170;159;128;107;77;33;11
Baliza;2006;75;90;98;82;138;129;103;86;62;27;9
Baliza;2008;274;247;248;293;560;488;432;414;328;200;67
Baliza;2009;275;252;234;287;584;490;455;435;355;217;79
Baliza;2011;;;;;;;;;;;
Baliza;2012;;;;;;;;;;;
Baliza;2013;;;;;;;;;;;
Baliza;2014;;;;;;;;;;;
Baliza;2015;;;;;;;;;;;
Baliza;2016;;;;;;;;;;;
Baliza;2017;;;;;;;;;;;
Baliza;2018;;;;;;;;;;;
Baliza;2019;;;;;;;;;;;
Barro Alto;1992;;;;;;;;;;;
Barro Alto;1993;;;;;;;;;;;
Barro Alto;1994;;;;;;;;;;;
Barro Alto;1995;;;;;;;;;;;
Barro Alto;1997;;;;;;;;;;;
Barro Alto;1998;;;;;;;;;;;
Barro Alto;1999;;;;;;;;;;;
Barro Alto;2001;564;606;644;652;993;899;621;449;331;158;58
Barro Alto;2002;571;613;650;659;1005;909;628;454;334;160;59
Barro Alto;2003;561;603;640;649;989;893;618;447;329;157;58
Barro Alto;2004;551;593;630;639;973;879;608;440;324;155;57
Barro Alto;2005;531;571;605;614;936;846;585;422;311;148;55
Barro Alto;2006;521;560;593;602;917;829;574;415;305;145;54
Barro Alto;2008;571;590;569;572;1154;941;872;625;425;253;104
Barro Alto;2009;554;593;558;559;1150;947;900;637;434;268;110
Barro Alto;2011;;;;;;;;;;;
Barro Alto;2012;;;;;;;;;;;
Barro Alto;2013;;;;;;;;;;;
Barro Alto;2014;;;;;;;;;;;
Barro Alto;2015;;;;;;;;;;;
Barro Alto;2016;;;;;;;;;;;
Barro Alto;2017;;;;;;;;;;;
Barro Alto;2018;;;;;;;;;;;
Barro Alto;2019;;;;;;;;;;;
Bela Vista de Goiás;1992;;;;;;;;;;;
Bela Vista de Goiás;1993;;;;;;;;;;;
Bela Vista de Goiás;1994;;;;;;;;;;;
Bela Vista de Goiás;1995;;;;;;;;;;;
Bela Vista de Goiás;1997;;;;;;;;;;;
Bela Vista de Goiás;1998;;;;;;;;;;;
Bela Vista de Goiás;1999;;;;;;;;;;;
Bela Vista de Goiás;2001;1655;1840;1899;1943;3497;3121;2262;1608;1063;536;220
Bela Vista de Goiás;2002;1686;1875;1937;1978;3564;3180;2305;1638;1083;547;224
Bela Vista de Goiás;2003;1718;1911;1972;2016;3630;3240;2347;1669;1103;557;228
Bela Vista de Goiás;2004;1749;1946;2008;2051;3696;3299;2391;1699;1123;568;232
Bela Vista de Goiás;2005;1821;2025;2090;2136;3847;3433;2488;1768;1168;590;242
Bela Vista de Goiás;2006;1857;2067;2133;2178;3924;3502;2538;1804;1192;603;247
Bela Vista de Goiás;2008;1605;1644;1724;1848;3865;3336;2990;2023;1346;757;328
Bela Vista de Goiás;2009;1568;1664;1677;1833;3855;3413;3046;2108;1389;778;346
Bela Vista de Goiás;2011;;;;;;;;;;;
Bela Vista de Goiás;2012;;;;;;;;;;;
Bela Vista de Goiás;2013;;;;;;;;;;;
Bela Vista de Goiás;2014;;;;;;;;;;;
Bela Vista de Goiás;2015;;;;;;;;;;;
Bela Vista de Goiás;2016;;;;;;;;;;;
Bela Vista de Goiás;2017;;;;;;;;;;;
Bela Vista de Goiás;2018;;;;;;;;;;;
Bela Vista de Goiás;2019;;;;;;;;;;;
Bom Jardim de Goiás;1992;;;;;;;;;;;
Bom Jardim de Goiás;1993;;;;;;;;;;;
Bom Jardim de Goiás;1994;;;;;;;;;;;
Bom Jardim de Goiás;1995;;;;;;;;;;;
Bom Jardim de Goiás;1997;;;;;;;;;;;
Bom Jardim de Goiás;1998;;;;;;;;;;;
Bom Jardim de Goiás;1999;;;;;;;;;;;
Bom Jardim de Goiás;2001;680;757;723;766;1486;1200;980;691;461;248;87
Bom Jardim de Goiás;2002;680;757;723;766;1485;1200;980;691;461;248;87
Bom Jardim de Goiás;2003;681;759;724;766;1486;1202;981;691;462;249;87
Bom Jardim de Goiás;2004;684;762;728;771;1488;1203;982;692;462;249;87
Bom Jardim de Goiás;2005;685;762;728;771;1491;1206;984;693;463;249;88
Bom Jardim de Goiás;2006;685;762;728;771;1493;1207;986;694;463;250;88
Bom Jardim de Goiás;2008;619;653;678;689;1404;1393;1116;936;647;380;164
Bom Jardim de Goiás;2009;598;654;652;689;1377;1412;1146;949;678;398;181
Bom Jardim de Goiás;2011;;;;;;;;;;;
Bom Jardim de Goiás;2012;;;;;;;;;;;
Bom Jardim de Goiás;2013;;;;;;;;;;;
Bom Jardim de Goiás;2014;;;;;;;;;;;
Bom Jardim de Goiás;2015;;;;;;;;;;;
Bom Jardim de Goiás;2016;;;;;;;;;;;
Bom Jardim de Goiás;2017;;;;;;;;;;;
Bom Jardim de Goiás;2018;;;;;;;;;;;
Bom Jardim de Goiás;2019;;;;;;;;;;;
Bom Jesus de Goiás;1992;;;;;;;;;;;
Bom Jesus de Goiás;1993;;;;;;;;;;;
Bom Jesus de Goiás;1994;;;;;;;;;;;
Bom Jesus de Goiás;1995;;;;;;;;;;;
Bom Jesus de Goiás;1997;;;;;;;;;;;
Bom Jesus de Goiás;1998;;;;;;;;;;;
Bom Jesus de Goiás;1999;;;;;;;;;;;
Bom Jesus de Goiás;2001;1564;1681;1586;1517;3070;2788;1931;1183;761;356;119
Bom Jesus de Goiás;2002;1585;1703;1605;1536;3109;2823;1955;1199;770;361;121
Bom Jesus de Goiás;2003;1605;1727;1627;1557;3152;2863;1983;1215;781;366;122
Bom Jesus de Goiás;2004;1627;1750;1650;1579;3196;2902;2009;1232;792;371;124
Bom Jesus de Goiás;2005;1677;1805;1701;1626;3294;2991;2071;1269;816;383;128
Bom Jesus de Goiás;2006;1704;1831;1726;1652;3345;3037;2103;1290;828;388;130
Bom Jesus de Goiás;2008;1629;1722;1838;1876;3538;3452;2831;1829;1112;607;234
Bom Jesus de Goiás;2009;1610;1740;1816;1921;3588;3506;2940;1924;1166;643;251
Bom Jesus de Goiás;2011;;;;;;;;;;;
Bom Jesus de Goiás;2012;;;;;;;;;;;
Bom Jesus de Goiás;2013;;;;;;;;;;;
Bom Jesus de Goiás;2014;;;;;;;;;;;
Bom Jesus de Goiás;2015;;;;;;;;;;;
Bom Jesus de Goiás;2016;;;;;;;;;;;
Bom Jesus de Goiás;2017;;;;;;;;;;;
Bom Jesus de Goiás;2018;;;;;;;;;;;
Bom Jesus de Goiás;2019;;;;;;;;;;;
Bonfinópolis;1992;;;;;;;;;;;
Bonfinópolis;1993;;;;;;;;;;;
Bonfinópolis;1994;;;;;;;;;;;
Bonfinópolis;1995;;;;;;;;;;;
Bonfinópolis;1997;;;;;;;;;;;
Bonfinópolis;1998;;;;;;;;;;;
Bonfinópolis;1999;;;;;;;;;;;
Bonfinópolis;2001;559;551;578;604;1057;857;577;390;230;133;47
Bonfinópolis;2002;578;570;599;625;1093;887;597;404;239;138;49
Bonfinópolis;2003;597;591;618;646;1131;918;618;418;247;143;50
Bonfinópolis;2004;616;610;639;668;1169;948;638;432;255;148;52
Bonfinópolis;2005;662;655;686;716;1253;1017;684;463;274;159;56
Bonfinópolis;2006;685;677;708;741;1297;1052;708;479;283;164;58
Bonfinópolis;2008;658;681;644;652;1371;1145;897;538;329;162;80
Bonfinópolis;2009;653;699;656;656;1384;1192;931;575;337;167;84
Bonfinópolis;2011;;;;;;;;;;;
Bonfinópolis;2012;;;;;;;;;;;
Bonfinópolis;2013;;;;;;;;;;;
Bonfinópolis;2014;;;;;;;;;;;
Bonfinópolis;2015;;;;;;;;;;;
Bonfinópolis;2016;;;;;;;;;;;
Bonfinópolis;2017;;;;;;;;;;;
Bonfinópolis;2018;;;;;;;;;;;
Bonfinópolis;2019;;;;;;;;;;;
Bonópolis;1992;;;;;;;;;;;
Bonópolis;1993;;;;;;;;;;;
Bonópolis;1994;;;;;;;;;;;
Bonópolis;1995;;;;;;;;;;;
Bonópolis;1997;;;;;;;;;;;
Bonópolis;1998;;;;;;;;;;;
Bonópolis;1999;;;;;;;;;;;
Bonópolis;2001;272;310;259;268;494;329;274;189;123;55;25
Bonópolis;2002;272;310;259;268;492;329;274;189;123;55;25
Bonópolis;2003;272;310;259;268;492;327;272;189;123;55;25
Bonópolis;2004;272;310;259;268;492;327;272;188;123;55;25
Bonópolis;2005;271;306;258;268;490;327;272;187;122;55;25
Bonópolis;2006;268;306;256;264;489;325;272;187;121;55;25
Bonópolis;2008;313;302;322;323;592;525;365;300;165;94;39
Bonópolis;2009;311;304;312;338;593;548;381;311;175;99;40
Bonópolis;2011;;;;;;;;;;;
Bonópolis;2012;;;;;;;;;;;
Bonópolis;2013;;;;;;;;;;;
Bonópolis;2014;;;;;;;;;;;
Bonópolis;2015;;;;;;;;;;;
Bonópolis;2016;;;;;;;;;;;
Bonópolis;2017;;;;;;;;;;;
Bonópolis;2018;;;;;;;;;;;
Bonópolis;2019;;;;;;;;;;;
Brazabrantes;1992;;;;;;;;;;;
Brazabrantes;1993;;;;;;;;;;;
Brazabrantes;1994;;;;;;;;;;;
Brazabrantes;1995;;;;;;;;;;;
Brazabrantes;1997;;;;;;;;;;;
Brazabrantes;1998;;;;;;;;;;;
Brazabrantes;1999;;;;;;;;;;;
Brazabrantes;2001;212;302;325;245;474;484;297;245;132;90;21
Brazabrantes;2002;214;307;330;248;479;491;301;248;133;91;22
Brazabrantes;2003;218;311;335;252;487;498;305;252;136;92;22
Brazabrantes;2004;220;315;341;255;494;506;309;256;138;93;22
Brazabrantes;2005;227;326;352;264;510;522;319;264;142;97;23
Brazabrantes;2006;231;331;357;268;519;530;325;268;145;98;23
Brazabrantes;2008;221;206;273;343;570;507;491;297;227;104;55
Brazabrantes;2009;221;212;249;334;590;507;521;305;236;108;58
Brazabrantes;2011;;;;;;;;;;;
Brazabrantes;2012;;;;;;;;;;;
Brazabrantes;2013;;;;;;;;;;;
Brazabrantes;2014;;;;;;;;;;;
Brazabrantes;2015;;;;;;;;;;;
Brazabrantes;2016;;;;;;;;;;;
Brazabrantes;2017;;;;;;;;;;;
Brazabrantes;2018;;;;;;;;;;;
Brazabrantes;2019;;;;;;;;;;;
Britânia;1992;;;;;;;;;;;
Britânia;1993;;;;;;;;;;;
Britânia;1994;;;;;;;;;;;
Britânia;1995;;;;;;;;;;;
Britânia;1997;;;;;;;;;;;
Britânia;1998;;;;;;;;;;;
Britânia;1999;;;;;;;;;;;
Britânia;2001;477;524;565;593;964;828;572;399;250;121;48
Britânia;2002;482;532;572;600;975;837;578;405;253;122;48
Britânia;2003;489;537;577;606;985;847;585;409;256;124;49
Britânia;2004;494;542;585;612;996;855;591;413;258;124;49
Britânia;2005;504;555;599;627;1019;875;605;423;264;127;50
Britânia;2006;511;562;605;635;1031;886;612;428;268;129;51
Britânia;2008;413;422;422;451;967;831;701;463;306;161;66
Britânia;2009;398;420;406;435;952;837;714;477;315;167;70
Britânia;2011;;;;;;;;;;;
Britânia;2012;;;;;;;;;;;
Britânia;2013;;;;;;;;;;;
Britânia;2014;;;;;;;;;;;
Britânia;2015;;;;;;;;;;;
Britânia;2016;;;;;;;;;;;
Britânia;2017;;;;;;;;;;;
Britânia;2018;;;;;;;;;;;
Britânia;2019;;;;;;;;;;;
Buriti Alegre;1992;;;;;;;;;;;
Buriti Alegre;1993;;;;;;;;;;;
Buriti Alegre;1994;;;;;;;;;;;
Buriti Alegre;1995;;;;;;;;;;;
Buriti Alegre;1997;;;;;;;;;;;
Buriti Alegre;1998;;;;;;;;;;;
Buriti Alegre;1999;;;;;;;;;;;
Buriti Alegre;2001;704;744;787;695;1382;1340;1004;856;689;380;137
Buriti Alegre;2002;704;744;787;695;1382;1340;1004;856;689;380;137
Buriti Alegre;2003;704;744;787;695;1380;1339;1004;856;689;380;137
Buriti Alegre;2004;704;744;787;695;1380;1338;1002;855;689;380;137
Buriti Alegre;2005;704;744;787;695;1380;1338;1002;854;688;380;137
Buriti Alegre;2006;704;744;787;695;1380;1338;1002;854;687;380;137
Buriti Alegre;2008;584;625;634;667;1247;1268;1181;898;708;457;216
Buriti Alegre;2009;568;620;623;651;1254;1238;1201;905;712;476;223
Buriti Alegre;2011;;;;;;;;;;;
Buriti Alegre;2012;;;;;;;;;;;
Buriti Alegre;2013;;;;;;;;;;;
Buriti Alegre;2014;;;;;;;;;;;
Buriti Alegre;2015;;;;;;;;;;;
Buriti Alegre;2016;;;;;;;;;;;
Buriti Alegre;2017;;;;;;;;;;;
Buriti Alegre;2018;;;;;;;;;;;
Buriti Alegre;2019;;;;;;;;;;;
Buriti de Goiás;1992;;;;;;;;;;;
Buriti de Goiás;1993;;;;;;;;;;;
Buriti de Goiás;1994;;;;;;;;;;;
Buriti de Goiás;1995;;;;;;;;;;;
Buriti de Goiás;1997;;;;;;;;;;;
Buriti de Goiás;1998;;;;;;;;;;;
Buriti de Goiás;1999;;;;;;;;;;;
Buriti de Goiás;2001;218;249;285;310;426;478;302;226;148;67;30
Buriti de Goiás;2002;222;254;289;315;434;487;307;230;151;68;30
Buriti de Goiás;2003;226;259;294;322;443;497;314;235;154;70;31
Buriti de Goiás;2004;232;264;302;329;452;506;320;239;157;71;32
Buriti de Goiás;2005;242;277;316;344;473;530;335;251;165;74;33
Buriti de Goiás;2006;247;283;322;352;483;542;343;256;169;76;34
Buriti de Goiás;2008;154;161;167;177;405;329;351;212;160;95;37
Buriti de Goiás;2009;147;157;158;165;392;311;352;212;167;96;38
Buriti de Goiás;2011;;;;;;;;;;;
Buriti de Goiás;2012;;;;;;;;;;;
Buriti de Goiás;2013;;;;;;;;;;;
Buriti de Goiás;2014;;;;;;;;;;;
Buriti de Goiás;2015;;;;;;;;;;;
Buriti de Goiás;2016;;;;;;;;;;;
Buriti de Goiás;2017;;;;;;;;;;;
Buriti de Goiás;2018;;;;;;;;;;;
Buriti de Goiás;2019;;;;;;;;;;;
Buritinópolis;1992;;;;;;;;;;;
Buritinópolis;1993;;;;;;;;;;;
Buritinópolis;1994;;;;;;;;;;;
Buritinópolis;1995;;;;;;;;;;;
Buritinópolis;1997;;;;;;;;;;;
Buritinópolis;1998;;;;;;;;;;;
Buritinópolis;1999;;;;;;;;;;;
Buritinópolis;2001;341;423;447;470;526;429;315;236;140;62;31
Buritinópolis;2002;342;428;452;475;532;433;317;239;141;64;32
Buritinópolis;2003;347;431;457;480;537;437;320;241;142;64;32
Buritinópolis;2004;348;434;459;483;542;442;324;243;144;64;32
Buritinópolis;2005;357;443;469;493;553;451;330;248;147;66;33
Buritinópolis;2006;360;448;473;498;558;456;333;251;147;66;33
Buritinópolis;2008;371;351;353;359;686;455;408;250;201;84;40
Buritinópolis;2009;362;360;335;349;693;465;415;258;193;93;41
Buritinópolis;2011;;;;;;;;;;;
Buritinópolis;2012;;;;;;;;;;;
Buritinópolis;2013;;;;;;;;;;;
Buritinópolis;2014;;;;;;;;;;;
Buritinópolis;2015;;;;;;;;;;;
Buritinópolis;2016;;;;;;;;;;;
Buritinópolis;2017;;;;;;;;;;;
Buritinópolis;2018;;;;;;;;;;;
Buritinópolis;2019;;;;;;;;;;;
Cabeceiras;1992;;;;;;;;;;;
Cabeceiras;1993;;;;;;;;;;;
Cabeceiras;1994;;;;;;;;;;;
Cabeceiras;1995;;;;;;;;;;;
Cabeceiras;1997;;;;;;;;;;;
Cabeceiras;1998;;;;;;;;;;;
Cabeceiras;1999;;;;;;;;;;;
Cabeceiras;2001;760;713;774;777;1235;925;704;463;268;122;57
Cabeceiras;2002;760;713;776;777;1239;928;707;465;268;123;58
Cabeceiras;2003;765;718;779;782;1245;933;709;467;269;124;58
Cabeceiras;2004;770;720;783;786;1249;937;713;470;271;124;58
Cabeceiras;2005;775;728;790;792;1261;945;720;474;273;125;59
Cabeceiras;2006;780;730;795;796;1268;950;722;476;274;126;59
Cabeceiras;2008;689;696;624;610;1264;979;812;559;335;160;68
Cabeceiras;2009;662;693;616;585;1243;1003;821;575;344;165;71
Cabeceiras;2011;;;;;;;;;;;
Cabeceiras;2012;;;;;;;;;;;
Cabeceiras;2013;;;;;;;;;;;
Cabeceiras;2014;;;;;;;;;;;
Cabeceiras;2015;;;;;;;;;;;
Cabeceiras;2016;;;;;;;;;;;
Cabeceiras;2017;;;;;;;;;;;
Cabeceiras;2018;;;;;;;;;;;
Cabeceiras;2019;;;;;;;;;;;
Cachoeira Alta;1992;;;;;;;;;;;
Cachoeira Alta;1993;;;;;;;;;;;
Cachoeira Alta;1994;;;;;;;;;;;
Cachoeira Alta;1995;;;;;;;;;;;
Cachoeira Alta;1997;;;;;;;;;;;
Cachoeira Alta;1998;;;;;;;;;;;
Cachoeira Alta;1999;;;;;;;;;;;
Cachoeira Alta;2001;738;741;806;841;1445;1348;1017;771;552;268;119
Cachoeira Alta;2002;738;741;806;841;1447;1350;1018;771;552;268;119
Cachoeira Alta;2003;738;741;806;841;1447;1350;1019;773;552;268;119
Cachoeira Alta;2004;738;741;806;841;1447;1350;1019;773;553;268;119
Cachoeira Alta;2005;738;741;807;842;1449;1352;1020;773;554;268;119
Cachoeira Alta;2006;742;745;811;846;1450;1353;1021;773;554;269;119
Cachoeira Alta;2008;602;658;635;652;1391;1249;1118;846;614;356;159
Cachoeira Alta;2009;571;649;627;628;1377;1231;1138;853;621;370;163
Cachoeira Alta;2011;;;;;;;;;;;
Cachoeira Alta;2012;;;;;;;;;;;
Cachoeira Alta;2013;;;;;;;;;;;
