Localidade;Ano;LigacoesAgua;PercentualPopulacaoAtendidaAgua
Goianésia;2001;10619;
Goianésia;2002;11384;
Goianésia;2003;11709;
Goianésia;2004;12098;
Goianésia;2005;12427;86,39
Goianésia;2006;12840;87,68
Goianésia;2007;13314;76,77
Goianésia;2008;13990;77,26
Goianésia;2009;14637;79,9
Goianésia;2010;15366;81,6
Goianésia;2011;15826;82,91
Goianésia;2012;16283;84,29
Goianésia;2013;17184;84,32
Goianésia;2014;17681;85,9
Goianésia;2015;18233;88,1
Goianésia;2016;19321;92,1
Goianésia;2017;20088;94,8
Goianésia;2018;20666;97,8
Goiânia;2000;220525;
Goiânia;2001;234239;
Goiânia;2002;248764;
Goiânia;2003;259997;
Goiânia;2004;271494;
Goiânia;2005;283508;91,86
Goiânia;2006;298353;92,77
Goiânia;2007;321109;99,3
Goiânia;2008;342641;100
Goiânia;2009;364638;100
Goiânia;2010;389278;100
Goiânia;2011;411985;100
Goiânia;2012;436354;100
Goiânia;2013;461086;100
Goiânia;2014;487489;100
Goiânia;2015;508551;100
Goiânia;2016;525667;100
Goiânia;2017;538941;100
Goiânia;2018;551704;100
Goianira;2000;3425;
Goianira;2001;3475;
Goianira;2002;3877;
Goianira;2003;4067;
Goianira;2004;4139;
Goianira;2005;4301;62,6
Goianira;2006;4449;61,54
Goianira;2007;4809;61,5
Goianira;2008;5102;60,56
Goianira;2009;7102;83,1
Goianira;2010;7806;73,4
Goianira;2011;8488;74,66
Goianira;2012;9710;84,8
Goianira;2013;10697;86,7
Goianira;2014;12227;98,3
Goianira;2015;13175;100
Goianira;2016;13888;100
Goianira;2017;14734;100
Goianira;2018;14971;100
Goiás;2000;6628;
Goiás;2001;6967;
Goiás;2002;7131;
Goiás;2003;7363;
Goiás;2004;7485;
Goiás;2005;7450;97,7
Goiás;2006;7517;98,09
Goiás;2007;7698;99,31
Goiás;2008;7856;99,36
Goiás;2009;7972;99,4
Goiás;2010;8106;99,4
Goiás;2011;8296;100
Goiás;2012;8466;100
Goiás;2013;8681;100
Goiás;2014;8927;100
Goiás;2015;9178;100
Goiás;2016;9360;100
Goiás;2017;9544;100
Goiás;2018;9657;100
Goiatuba;2000;6557;
Goiatuba;2001;6963;
Goiatuba;2002;7230;
Goiatuba;2003;7429;
Goiatuba;2004;7684;
Goiatuba;2005;7790;89,36
Goiatuba;2006;7946;90,18
Goiatuba;2007;8189;82,12
Goiatuba;2008;8508;82,27
Goiatuba;2009;8777;84,5
Goiatuba;2010;9118;86,4
Goiatuba;2011;9441;87,32
Goiatuba;2012;9854;90,21
Goiatuba;2013;10600;92,95
Goiatuba;2014;11195;97,5
Goiatuba;2015;11698;99,3
Goiatuba;2016;12155;99,8
Goiatuba;2017;12598;99,8
Goiatuba;2018;12894;99,9
Gouvelândia;2000;841;
Gouvelândia;2001;882;
Gouvelândia;2002;885;
Gouvelândia;2003;948;
Gouvelândia;2004;951;
Gouvelândia;2005;1029;92,85
Gouvelândia;2006;1048;92,11
Gouvelândia;2007;1099;85,19
Gouvelândia;2008;1151;85,23
Gouvelândia;2009;1184;87,2
Gouvelândia;2010;1207;83,1
Gouvelândia;2011;1236;81,47
Gouvelândia;2012;1293;83,8
Gouvelândia;2013;1331;81,4
Gouvelândia;2014;1440;87,7
Gouvelândia;2015;1455;87,2
Gouvelândia;2016;1472;87,5
Gouvelândia;2017;1492;87,4
Gouvelândia;2018;1543;89
Guapó;2000;2795;
Guapó;2001;2967;
Guapó;2002;3068;
Guapó;2003;3078;
Guapó;2004;3108;
Guapó;2005;3125;80,03
Guapó;2006;3307;81,98
Guapó;2007;3486;88,09
Guapó;2008;3632;89,82
Guapó;2009;3760;92,1
Guapó;2010;3917;89,7
Guapó;2011;4139;96,84
Guapó;2012;4550;98,45
Guapó;2013;4827;99,35
Guapó;2014;5127;100
Guapó;2015;5447;100
Guapó;2016;5777;100
Guapó;2017;6284;100
Guapó;2018;6752;100
Guaraíta;2000;497;
Guaraíta;2001;513;
Guaraíta;2002;536;
Guaraíta;2003;545;
Guaraíta;2004;533;
Guaraíta;2005;526;92,36
Guaraíta;2006;527;92,65
Guaraíta;2007;535;94,05
Guaraíta;2008;546;97,35
Guaraíta;2009;561;100
Guaraíta;2010;575;100
Guaraíta;2011;593;100
Guaraíta;2012;617;100
Guaraíta;2013;640;100
Guaraíta;2014;658;100
Guaraíta;2015;674;100
Guaraíta;2016;785;100
Guaraíta;2017;798;100
Guaraíta;2018;809;100
Guarani de Goiás;2000;;
Guarani de Goiás;2001;;
Guarani de Goiás;2002;;
Guarani de Goiás;2003;;
Guarani de Goiás;2004;;
Guarani de Goiás;2005;;
Guarani de Goiás;2006;;
Guarani de Goiás;2007;;
Guarani de Goiás;2008;;
Guarani de Goiás;2009;;
Guarani de Goiás;2010;;
Guarani de Goiás;2011;;
Guarani de Goiás;2012;;
Guarani de Goiás;2013;733;100
Guarani de Goiás;2014;763;100
Guarani de Goiás;2015;773;100
Guarani de Goiás;2016;783;100
Guarani de Goiás;2017;797;100
Guarani de Goiás;2018;796;100
Guarinos;2000;;
Guarinos;2001;;
Guarinos;2002;;
Guarinos;2003;;
Guarinos;2004;;
Guarinos;2005;;
Guarinos;2006;;
Guarinos;2007;;
Guarinos;2008;;
Guarinos;2009;;
Guarinos;2010;;
Guarinos;2011;;
Guarinos;2012;;
Guarinos;2013;;
Guarinos;2014;;
Guarinos;2015;;
Guarinos;2016;;
Guarinos;2017;;
Guarinos;2018;;
Heitoraí;2000;797;
Heitoraí;2001;820;
Heitoraí;2002;835;
Heitoraí;2003;875;
Heitoraí;2004;949;
Heitoraí;2005;960;89,36
Heitoraí;2006;984;88,26
Heitoraí;2007;995;100
Heitoraí;2008;1019;100
Heitoraí;2009;1026;100
Heitoraí;2010;1051;100
Heitoraí;2011;1084;100
Heitoraí;2012;1110;100
Heitoraí;2013;1154;100
Heitoraí;2014;1202;100
Heitoraí;2015;1260;100
Heitoraí;2016;1279;100
Heitoraí;2017;1299;100
Heitoraí;2018;1314;100
Hidrolândia;2000;2031;
Hidrolândia;2001;2148;
Hidrolândia;2002;2253;
Hidrolândia;2003;2471;
Hidrolândia;2004;2526;
Hidrolândia;2005;2544;75,28
Hidrolândia;2006;2604;72,56
Hidrolândia;2007;2739;68,1
Hidrolândia;2008;3071;73,75
Hidrolândia;2009;3247;76,6
Hidrolândia;2010;3421;77
Hidrolândia;2011;3544;83,45
Hidrolândia;2012;4122;83,69
Hidrolândia;2013;4253;83,91
Hidrolândia;2014;4521;84
Hidrolândia;2015;4702;84
Hidrolândia;2016;4870;84,2
Hidrolândia;2017;5057;84,3
Hidrolândia;2018;5229;84,3
Hidrolina;2000;884;
Hidrolina;2001;897;
Hidrolina;2002;920;
Hidrolina;2003;1025;
Hidrolina;2004;1068;
Hidrolina;2005;1074;97,06
Hidrolina;2006;1088;97,36
Hidrolina;2007;1104;100
Hidrolina;2008;1139;100
Hidrolina;2009;1162;100
Hidrolina;2010;1183;100
Hidrolina;2011;1195;100
Hidrolina;2012;1210;100
Hidrolina;2013;1223;100
Hidrolina;2014;1231;100
Hidrolina;2015;1258;100
Hidrolina;2016;1274;100
Hidrolina;2017;1290;100
Hidrolina;2018;1300;100
Iaciara;2000;1996;
Iaciara;2001;2072;
Iaciara;2002;2255;
Iaciara;2003;2283;
Iaciara;2004;2394;
Iaciara;2005;2494;89,44
Iaciara;2006;2578;89,36
Iaciara;2007;2718;100
Iaciara;2008;2851;100
Iaciara;2009;2961;100
Iaciara;2010;3062;100
Iaciara;2011;3142;100
Iaciara;2012;3233;100
Iaciara;2013;3332;100
Iaciara;2014;3407;100
Iaciara;2015;3464;100
Iaciara;2016;3539;100
Iaciara;2017;3608;100
Iaciara;2018;3666;100
Inaciolândia;2000;1123;
Inaciolândia;2001;1131;
Inaciolândia;2002;1147;
Inaciolândia;2003;1141;
Inaciolândia;2004;1046;
Inaciolândia;2005;947;69,82
Inaciolândia;2006;951;69,16
Inaciolândia;2007;1003;61,63
Inaciolândia;2008;1060;62,81
Inaciolândia;2009;1190;70,1
Inaciolândia;2010;1308;77,7
Inaciolândia;2011;1405;79,64
Inaciolândia;2012;1510;85,4
Inaciolândia;2013;1631;88,2
Inaciolândia;2014;1756;95,4
Inaciolândia;2015;1836;98,3
Inaciolândia;2016;1904;100
Inaciolândia;2017;1958;100
Inaciolândia;2018;2037;100
Indiara;2000;2783;
Indiara;2001;2903;
Indiara;2002;3056;
Indiara;2003;3152;
Indiara;2004;3241;
Indiara;2005;3305;88,84
Indiara;2006;3456;87,86
Indiara;2007;3638;99,01
Indiara;2008;3893;98,95
Indiara;2009;4009;99,6
Indiara;2010;4163;99,8
Indiara;2011;4359;99,86
Indiara;2012;4561;100
Indiara;2013;4778;99,87
Indiara;2014;5072;99,9
Indiara;2015;5262;99,9
Indiara;2016;5376;100
Indiara;2017;5449;99,9
Indiara;2018;5529;100
Inhumas;2000;9592;
Inhumas;2001;10040;
Inhumas;2002;10287;
Inhumas;2003;10612;
Inhumas;2004;11009;
Inhumas;2005;11305;88,58
Inhumas;2006;11648;88,22
Inhumas;2007;12212;88,73
Inhumas;2008;12847;90,04
Inhumas;2009;13450;92,8
Inhumas;2010;14205;94
Inhumas;2011;14820;94,55
Inhumas;2012;15399;96,7
Inhumas;2013;16079;95,6
Inhumas;2014;16713;99,4
Inhumas;2015;17393;100
Inhumas;2016;18287;100
Inhumas;2017;18738;100
Inhumas;2018;19193;100
Ipameri;2000;6390;
Ipameri;2001;6577;
Ipameri;2002;6686;
Ipameri;2003;6380;
Ipameri;2004;7152;
Ipameri;2005;7244;93,93
Ipameri;2006;7436;94,58
Ipameri;2007;7627;98,74
Ipameri;2008;8029;98,97
Ipameri;2009;8196;99,5
Ipameri;2010;8461;100
Ipameri;2011;8710;99,42
Ipameri;2012;8954;100
Ipameri;2013;9251;100
Ipameri;2014;9510;100
Ipameri;2015;9673;100
Ipameri;2016;9945;100
Ipameri;2017;10124;100
Ipameri;2018;10320;100
Ipiranga de Goiás;2000;;
Ipiranga de Goiás;2001;253;
Ipiranga de Goiás;2002;278;
Ipiranga de Goiás;2003;343;
Ipiranga de Goiás;2004;362;
Ipiranga de Goiás;2005;387;94,23
Ipiranga de Goiás;2006;420;90,46
Ipiranga de Goiás;2007;447;100
Ipiranga de Goiás;2008;485;100
Ipiranga de Goiás;2009;501;100
Ipiranga de Goiás;2010;653;90,6
Ipiranga de Goiás;2011;677;96,33
Ipiranga de Goiás;2012;695;96,86
Ipiranga de Goiás;2013;724;96,38
Ipiranga de Goiás;2014;767;99,2
Ipiranga de Goiás;2015;803;99,8
Ipiranga de Goiás;2016;856;100
Ipiranga de Goiás;2017;889;100
Ipiranga de Goiás;2018;910;100
Iporá;2000;9237;
Iporá;2001;9494;
Iporá;2002;9806;
Iporá;2003;10085;
Iporá;2004;10283;
Iporá;2005;10464;97,33
Iporá;2006;10587;98,41
Iporá;2007;10906;100
Iporá;2008;11201;100
Iporá;2009;11411;100
Iporá;2010;11682;100
Iporá;2011;12036;100
Iporá;2012;12485;100
Iporá;2013;12894;100
Iporá;2014;13410;100
Iporá;2015;13828;100
Iporá;2016;14293;100
Iporá;2017;14773;100
Iporá;2018;15296;100
Israelândia;2000;744;
Israelândia;2001;744;
Israelândia;2002;801;
Israelândia;2003;813;
Israelândia;2004;833;
Israelândia;2005;817;92,28
Israelândia;2006;813;91,4
Israelândia;2007;837;100
Israelândia;2008;873;100
Israelândia;2009;905;100
Israelândia;2010;921;100
Israelândia;2011;947;100
Israelândia;2012;984;100
Israelândia;2013;1000;100
Israelândia;2014;1016;100
Israelândia;2015;1027;100
Israelândia;2016;1039;100
Israelândia;2017;1045;100
Israelândia;2018;1055;100
Itaberaí;2000;5523;
Itaberaí;2001;5649;
Itaberaí;2002;5861;
Itaberaí;2003;6044;
Itaberaí;2004;6381;
Itaberaí;2005;6642;100
Itaberaí;2006;6948;91,26
Itaberaí;2007;7438;91,27
Itaberaí;2008;7975;93,09
Itaberaí;2009;8369;96,7
Itaberaí;2010;8824;90,9
Itaberaí;2011;9457;92,19
Itaberaí;2012;10007;96,3
Itaberaí;2013;10672;95,6
Itaberaí;2014;11515;100
Itaberaí;2015;11922;100
Itaberaí;2016;12911;100
Itaberaí;2017;13241;100
Itaberaí;2018;13488;100
Itaguari;2000;1012;
Itaguari;2001;1055;
Itaguari;2002;1088;
Itaguari;2003;1135;
Itaguari;2004;1172;
Itaguari;2005;1176;98,09
Itaguari;2006;1227;92,07
Itaguari;2007;1264;91,4
Itaguari;2008;1335;94,8
Itaguari;2009;1383;98,1
Itaguari;2010;1423;96,3
Itaguari;2011;1523;99,8
Itaguari;2012;1590;100
Itaguari;2013;1702;100
Itaguari;2014;1766;100
Itaguari;2015;1903;100
Itaguari;2016;1971;100
Itaguari;2017;2022;100
Itaguari;2018;2074;100
Itaguaru;2000;1392;
Itaguaru;2001;1435;
Itaguaru;2002;1459;
Itaguaru;2003;1518;
Itaguaru;2004;1553;
Itaguaru;2005;1576;94,82
Itaguaru;2006;1603;94,88
Itaguaru;2007;1640;100
Itaguaru;2008;1682;100
Itaguaru;2009;1709;100
