Localidade;Ano;Produtos Minerais não Metálicos;Metalúrgica;Mecânica;Materiais Elétricos e de Comunicação;Materiais de Transporte;Madeira e do Mobiliário;Papel Papelão Editorial e Gráfica;Borracha, Fumo, Couros, Peles, Produtos Similares e Indústria Diversa;Química, Produtos Farmacêuticos, Veterinários, Perfumaria, Sabões, Velas, e Matérias Plásticas;Têxtil do Vestuário e Artefatos de Tecidos;Calçados;Produtos Alimentícios de Bebida e Álcool Etílico
Formoso;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Formoso;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;8
Formoso;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Formoso;2002;;;;;;;;;;;;2
Formoso;2003;;;;;;;;;;;;5
Formoso;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Formoso;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;7
Formoso;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Formoso;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Formoso;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;5
Formoso;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Formoso;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Formoso;2011;;;;;;;;;;;;2
Formoso;2012;;;;;;;;;;;;3
Formoso;2013;;;;;;;;;;;;2
Formoso;2014;;;;;;;;;;;;3
Formoso;2015;;;;;;1;;;;;;3
Formoso;2016;;;;;;1;;;;;;1
Formoso;2017;;;;;;1;;;;;;1
Formoso;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;44
Gameleira de Goiás;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gameleira de Goiás;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gameleira de Goiás;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;3
Gameleira de Goiás;2002;;;;;;;;;;;;7
Gameleira de Goiás;2003;;;;;;;;;;;;10
Gameleira de Goiás;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;2
Gameleira de Goiás;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gameleira de Goiás;2006;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;6
Gameleira de Goiás;2007;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;16
Gameleira de Goiás;2008;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;17
Gameleira de Goiás;2009;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;14
Gameleira de Goiás;2010;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;13
Gameleira de Goiás;2011;;;;;;;;;;;;15
Gameleira de Goiás;2012;;;;;;;;;;;;8
Gameleira de Goiás;2013;;;;;;;;;;10;;5
Gameleira de Goiás;2014;;;;;;;;;;;;33
Gameleira de Goiás;2015;;;;;;;;;;;;41
Gameleira de Goiás;2016;;;;;;;;;;;;44
Gameleira de Goiás;2017;;;;;;;;;;1;;40
Gameleira de Goiás;2018;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;1
Goianápolis;1999;37;2;  ;  ;  ;4;  ;  ;  ;14;  ;34
Goianápolis;2000;39;1;  ;  ;  ;4;  ;  ;  ;25;  ;66
Goianápolis;2001;51;1;  ;  ;  ;2;  ;  ;  ;45;  ;113
Goianápolis;2002;39;;;;;16;1;7;;11;;94
Goianápolis;2003;22;;;;;17;;18;;;;68
Goianápolis;2004;33;  ;  ;  ;  ;  ;1;23;  ;8;  ;76
Goianápolis;2005;17;  ;  ;  ;  ;  ;1;20;5;7;  ;59
Goianápolis;2006;60;  ;  ;  ;  ;37;1;  ;5;10;  ;40
Goianápolis;2007;54;  ;  ;  ;  ;47;1;  ;3;18;  ;22
Goianápolis;2008;19;  ;  ;  ;  ;35;1;  ;9;23;  ;28
Goianápolis;2009;3;  ;  ;  ;  ;38;  ;3;2;28;  ;2
Goianápolis;2010;5;6;3;  ;  ;57;  ;3;10;29;  ;18
Goianápolis;2011;14;8;18;;;55;;;9;17;;17
Goianápolis;2012;24;6;7;;;61;;9;20;28;;7
Goianápolis;2013;28;3;8;;;43;;8;1;30;;38
Goianápolis;2014;31;14;11;;;62;;9;12;39;;6
Goianápolis;2015;25;12;7;;;73;;9;7;38;;6
Goianápolis;2016;12;8;6;;;44;;8;9;38;;6
Goianápolis;2017;42;6;26;;;45;;6;3;48;;46
Goianápolis;2018;12;7;14;  ;  ;65;  ;7;7;44;  ;53
Goiandira;1999;15;  ;  ;  ;  ;  ;  ;  ;  ;1;  ;8
Goiandira;2000;13;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;12
Goiandira;2001;15;1;  ;  ;  ;  ;  ;  ;  ;14;  ;10
Goiandira;2002;14;;;;;;8;;;18;;19
Goiandira;2003;8;;;;;9;16;;;19;;45
Goiandira;2004;17;  ;  ;  ;  ;8;8;  ;3;19;  ;37
Goiandira;2005;14;  ;  ;  ;  ;  ;  ;  ;  ;18;  ;56
Goiandira;2006;17;  ;  ;  ;  ;  ;  ;  ;  ;21;  ;39
Goiandira;2007;20;  ;  ;  ;  ;  ;  ;  ;  ;19;  ;33
Goiandira;2008;20;  ;  ;  ;  ;  ;  ;  ;  ;23;  ;17
Goiandira;2009;24;  ;  ;  ;  ;  ;  ;  ;  ;26;  ;39
Goiandira;2010;19;  ;  ;  ;  ;  ;  ;  ;  ;26;  ;32
Goiandira;2011;21;;;;;;;;;25;;41
Goiandira;2012;24;;;;;;;;1;26;;30
Goiandira;2013;21;;;;;1;;;12;30;;32
Goiandira;2014;26;;;;;1;;;1;25;;24
Goiandira;2015;21;;;;;;;;;24;;47
Goiandira;2016;18;;;;;;;;;20;;51
Goiandira;2017;18;;;;;;;;;17;;55
Goiandira;2018;5;  ;  ;  ;  ;  ;  ;  ;  ;12;  ;63
Goianésia;1999;35;8;  ;  ;  ;68;7;24;  ;63;40;452
Goianésia;2000;35;8;  ;  ;8;46;7;25;  ;57;5;475
Goianésia;2001;53;21;  ;  ;8;61;11;46;15;53;2;1686
Goianésia;2002;38;17;;14;8;24;11;41;10;66;7;1598
Goianésia;2003;43;31;;4;8;20;4;87;2;82;10;1598
Goianésia;2004;34;38;  ;  ;8;13;14;103;2;70;7;2079
Goianésia;2005;43;17;  ;  ;8;15;14;84;8;13;3;2802
Goianésia;2006;52;45;6;  ;6;18;7;42;4;89;1;2882
Goianésia;2007;55;56;7;  ;5;30;5;35;8;262;  ;2950
Goianésia;2008;58;66;13;  ;6;29;12;27;6;257;11;2767
Goianésia;2009;68;79;22;  ;6;47;15;23;9;312;7;2661
Goianésia;2010;90;75;55;  ;8;51;14;24;231;410;7;1239
Goianésia;2011;86;62;52;2;6;42;17;57;609;542;8;2574
Goianésia;2012;52;68;16;2;10;44;18;26;854;580;6;2576
Goianésia;2013;50;90;25;1;25;48;21;67;727;595;5;2717
Goianésia;2014;51;98;23;4;11;67;22;31;725;756;5;2725
Goianésia;2015;50;104;26;4;2;65;22;31;863;1069;5;2470
Goianésia;2016;44;168;47;3;2;50;24;37;846;1117;5;2209
Goianésia;2017;58;191;57;3;3;49;30;42;907;1003;6;2372
Goianésia;2018;69;166;108;5;3;51;28;29;923;833;12;2459
Goiânia;1999;1203;1869;389;244;688;1500;2875;1271;2987;8265;582;11525
Goiânia;2000;1312;2130;396;365;781;1673;2730;1555;3499;9906;856;12125
Goiânia;2001;1147;2011;423;367;811;1640;2885;1516;4028;10145;858;10290
Goiânia;2002;1223;1964;426;389;750;1530;3239;1750;4965;10839;767;10148
Goiânia;2003;1138;1956;513;392;739;1697;3202;1947;4881;10908;742;10780
Goiânia;2004;1206;1925;439;454;716;1828;3326;2093;5204;12032;895;11073
Goiânia;2005;1319;1955;524;452;756;1962;3450;2136;5825;12089;881;10972
Goiânia;2006;1413;2238;828;484;763;2523;3477;2436;6163;12247;1040;10903
Goiânia;2007;1484;2391;905;406;894;2473;3361;2640;6469;12352;955;10841
Goiânia;2008;1637;2716;1133;458;971;2396;3327;2374;6383;11981;990;11193
Goiânia;2009;1574;2722;1018;464;1053;2889;3218;2158;6631;12069;1071;12211
Goiânia;2010;2001;3120;1188;605;1333;2823;3368;2645;8376;12545;1179;11961
Goiânia;2011;2057;3287;1516;750;1373;3254;3290;2819;8246;11972;1332;12251
Goiânia;2012;1910;3542;1659;889;1588;3547;3354;2605;6741;12532;1623;13485
Goiânia;2013;2230;3733;1741;812;1645;2938;3548;2577;6832;11800;1291;13927
Goiânia;2014;2310;3489;1892;1033;1549;3011;3327;2309;6539;11426;1093;13655
Goiânia;2015;1890;3325;1912;864;1469;2796;3134;2100;6037;10010;801;13645
Goiânia;2016;1688;2798;1806;703;1258;2577;2896;2052;5563;9152;638;12792
Goiânia;2017;1536;2635;1626;580;1275;2450;2923;1820;5482;8700;546;12321
Goiânia;2018;1608;2967;1764;702;1328;2384;2401;1857;5376;8450;516;13118
Goianira;1999;  ;49;  ;  ;  ;  ;  ;3;6;  ;  ;368
Goianira;2000;  ;150;  ;  ;  ;  ;1;5;15;  ;  ;352
Goianira;2001;  ;148;  ;  ;  ;  ;1;4;5;  ;  ;325
Goianira;2002;6;18;;;;;8;54;21;40;7;475
Goianira;2003;2;82;;;;;9;8;22;51;59;131
Goianira;2004;2;69;1;  ;  ;  ;10;64;31;41;166;109
Goianira;2005;  ;84;  ;  ;  ;16;5;67;31;30;218;280
Goianira;2006;  ;118;  ;1;  ;  ;5;82;10;31;343;694
Goianira;2007;9;95;3;  ;  ;  ;2;71;69;58;383;741
Goianira;2008;28;136;  ;  ;  ;4;3;84;102;49;296;310
Goianira;2009;22;105;  ;  ;  ;229;5;94;94;55;195;337
Goianira;2010;31;148;6;  ;  ;506;4;120;104;68;184;855
Goianira;2011;31;165;2;1;;428;;20;98;80;372;420
Goianira;2012;50;196;8;5;6;596;4;162;68;103;183;436
Goianira;2013;44;198;25;8;5;470;3;122;77;120;76;946
Goianira;2014;44;208;16;9;1;400;3;169;69;105;108;914
Goianira;2015;37;170;24;7;;228;2;91;103;91;178;1109
Goianira;2016;23;151;33;17;;189;3;89;101;102;175;1208
Goianira;2017;26;112;22;10;;159;2;87;104;104;182;1302
Goianira;2018;29;131;25;8;  ;123;4;74;116;92;146;924
Goiás;1999;36;2;  ;  ;  ;  ;  ;  ;  ;5;2;301
Goiás;2000;80;2;  ;  ;  ;1;4;  ;  ;6;  ;286
Goiás;2001;37;2;  ;  ;55;1;1;  ;  ;3;2;313
Goiás;2002;14;2;;;;3;5;;;3;;289
Goiás;2003;22;2;;;;;2;;;;;86
Goiás;2004;32;  ;  ;  ;1;6;2;1;  ;3;  ;78
Goiás;2005;37;  ;  ;  ;1;  ;2;  ;  ;19;  ;35
Goiás;2006;47;1;2;12;1;4;4;3;5;14;  ;221
Goiás;2007;29;  ;  ;10;2;  ;5;2;4;5;  ;275
Goiás;2008;31;  ;2;5;2;2;9;2;5;6;  ;46
Goiás;2009;47;3;25;  ;2;5;2;2;74;7;2;196
Goiás;2010;36;2;4;  ;2;28;2;  ;61;28;2;49
Goiás;2011;38;;1;;1;1;;;9;44;;236
Goiás;2012;46;;6;1;2;;1;;57;63;1;303
Goiás;2013;44;1;;1;5;1;1;1;;47;;326
Goiás;2014;36;2;5;;4;;3;;10;36;;54
Goiás;2015;48;1;4;;4;4;4;;3;32;;58
Goiás;2016;47;1;6;1;3;3;4;;6;24;;75
Goiás;2017;50;2;4;;4;2;4;;;19;;85
Goiás;2018;42;2;7;  ;4;4;4;  ;  ;18;  ;82
Goiatuba;1999;22;4;10;  ;9;  ;24;42;40;217;11;448
Goiatuba;2000;22;4;12;  ;6;  ;25;36;46;207;1;501
Goiatuba;2001;24;5;12;  ;  ;2;10;34;52;166;  ;566
Goiatuba;2002;24;3;18;;8;;1;47;50;182;;1133
Goiatuba;2003;25;4;11;;;;4;33;50;150;;1337
Goiatuba;2004;27;1;11;  ;  ;  ;5;41;71;96;  ;1477
Goiatuba;2005;20;7;13;  ;  ;  ;12;21;70;26;5;1779
Goiatuba;2006;23;2;8;  ;  ;  ;10;18;65;29;3;2029
Goiatuba;2007;27;1;11;  ;  ;  ;11;20;53;76;  ;2818
Goiatuba;2008;27;2;12;  ;  ;  ;9;18;56;61;5;2788
Goiatuba;2009;30;5;12;  ;  ;  ;3;16;57;38;6;671
Goiatuba;2010;35;2;15;  ;  ;  ;5;18;227;24;2;435
Goiatuba;2011;28;2;11;;;8;8;23;2550;39;;440
Goiatuba;2012;31;2;17;;;9;9;19;445;48;;441
Goiatuba;2013;33;2;12;;;6;4;15;499;51;;468
Goiatuba;2014;37;2;13;;;10;5;10;601;31;;531
Goiatuba;2015;45;2;15;1;;8;3;10;669;17;;490
Goiatuba;2016;32;2;11;;;6;4;8;632;10;;481
Goiatuba;2017;21;2;20;;;7;3;11;811;7;;457
Goiatuba;2018;23;10;19;  ;  ;18;1;13;809;8;  ;448
Gouvelândia;1999;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gouvelândia;2000;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gouvelândia;2001;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gouvelândia;2002;;;;;;;;;;;;
Gouvelândia;2003;;;;;;;;;;;;
Gouvelândia;2004;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gouvelândia;2005;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gouvelândia;2006;6;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gouvelândia;2007;4;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gouvelândia;2008;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gouvelândia;2009;3;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
Gouvelândia;2010;11;  ;  ;  ;  ;  ;  ;  ;  ;  ;  ;  
