Localidade	Ano	Cursos Presenciais/Federal	Cursos Presenciais/Estadual	Cursos Presenciais/Municipal	Cursos Presenciais/Particular	Cursos Presenciais/Comunitária, Confessional ou Filantrópica	Educação Profissional/Estadual	Educação Profissional/Federal	Educação Profissional/Municipal	Educação Profissional/Particular	Ensino Médio/Estadual	Ensino Médio/Federal	Ensino Médio/Municipal	Ensino Médio/Particular	EJA/Municipal	EJA/Estadual	EJA/Federal	EJA/Particular
Porteirão	2005										130							
Porteirão	2006										113							
Porteirão	2007										103							
Porteirão	2008										73							
Porteirão	2009										108							
Porteirão	2010						 	 	 	 	105	 	 	 	 	 	 	 
Porteirão	2011										146							
Porteirão	2012										101							
Porteirão	2013										97							
Porteirão	2014										120							
Porteirão	2015										116							
Porteirão	2016										119							
Porteirão	2017										92					26		
Porteirão	2018						0	0	0	0	128	0	0	0	0	26	0	0
Portelândia	2002										113				40			
Portelândia	2003										115				35			
Portelândia	2004										101				25			
Portelândia	2005										133				24			
Portelândia	2006										170				44			
Portelândia	2007										176				57			
Portelândia	2008										135				92			
Portelândia	2009										153				59			
Portelândia	2010						 	 	 	 	151	 	 	 	25	 	 	 
Portelândia	2011										120							
Portelândia	2012										141							
Portelândia	2013										144							
Portelândia	2014										182							
Portelândia	2015										169							
Portelândia	2016										157					23		
Portelândia	2017										128				36	36		
Portelândia	2018						0	0	0	0	122	0	0	0	23	40	0	0
Posse	2002		768								1451		72			669		110
Posse	2003		986								1188		90		171	1083		54
Posse	2004		947								993		65	52	125	1281		63
Posse	2005		907								1108		76	66	144	868		51
Posse	2006		434								1163		81	76	124	708		
Posse	2007		570								1160		78	85	67	575		
Posse	2008		582								1158		89	103		335		
Posse	2009		449								1194		97	95		208		
Posse	2010		478				 	 	 	 	1187	 	113	100	 	229	 	 
Posse	2011		606								1194		93	94		247		
Posse	2012		622								1178		135	89		210		
Posse	2013		479								1197		173	57		186		
Posse	2014										1178		192	47		196		
Posse	2015							142			1229		212	56		205		
Posse	2016							157			1181	37	229	54		229		
Posse	2017							146			1016	61	237	59		299		
Posse	2018						0	275	0	0	1115	90	218	68	0	359	0	0
Professor Jamil	2002										236				45			
Professor Jamil	2003										282				30			
Professor Jamil	2004										208				31	103		
Professor Jamil	2005										190				20	134		
Professor Jamil	2006										178				22	117		
Professor Jamil	2007										151				16	39		
Professor Jamil	2008										163				23	32		
Professor Jamil	2009										158				22	41		
Professor Jamil	2010						 	 	 	 	162	 	 	 	16	36	 	 
Professor Jamil	2011										179				13	46		
Professor Jamil	2012										158				17	45		
Professor Jamil	2013										151				16	52		
Professor Jamil	2014										150				16	47		
Professor Jamil	2015										165				16	45		
Professor Jamil	2016										156				37	59		
Professor Jamil	2017										111				39	32		
Professor Jamil	2018						0	0	0	0	121	0	0	0	38	29	0	0
Quirinópolis	2002		1218								1775			217	103	1388		
Quirinópolis	2003		1369								1723			196	131	996		
Quirinópolis	2004		1275							176	1679			194	157	894		
Quirinópolis	2005		1147		133					68	1481			175	156	770		
Quirinópolis	2006		1233		151					92	1608			169	164	739		
Quirinópolis	2007		1118		349					64	1601			149	189	636		
Quirinópolis	2008		1108		546					248	1482			176	123	446		
Quirinópolis	2009		933		617					173	1454			383	120	321		
Quirinópolis	2010		903		755		 	 	 	275	1655	 	 	222	107	401	 	 
Quirinópolis	2011		847		880					296	1461			234	97	349		
Quirinópolis	2012		797		926						1366			295	125	240		
Quirinópolis	2013		698		977					148	1360			320	150	220		
Quirinópolis	2014									691	1235			244	231	190		10
Quirinópolis	2015									858	1185			219	257	208		
Quirinópolis	2016						20			288	1203			165	215	228		
Quirinópolis	2017									314	1265			187	307	236		
Quirinópolis	2018						0	0	0	348	1296	0	0	178	253	311	0	0
Rialma	2002	113									290					459		
Rialma	2003	106									299					360		
Rialma	2004	98									305					357		
Rialma	2005	97									332					303		
Rialma	2006	67									378				33	229		
Rialma	2007	47									359				31	129		
Rialma	2008	23									364					114		
Rialma	2009										359					135		
Rialma	2010						 	 	 	 	353	 	 	 	 	98	 	 
Rialma	2011										348					96		
Rialma	2012										348					54		
Rialma	2013										334					50		
Rialma	2014										290					44		
Rialma	2015										297					63		
Rialma	2016										258					90		
Rialma	2017										399					118		
Rialma	2018						115	0	0	0	420	0	0	0	0	305	0	0
Rianápolis	2002										192							
Rianápolis	2003										226							
Rianápolis	2004										202							
Rianápolis	2005										205					33		
Rianápolis	2006										204					26		
Rianápolis	2007										190					6		
Rianápolis	2008										190					16		
Rianápolis	2009										177							
Rianápolis	2010						 	 	 	 	222	 	 	 	 	 	 	 
Rianápolis	2011										215							
Rianápolis	2012										230							
Rianápolis	2013										207				12			
Rianápolis	2014										209				10			
Rianápolis	2015										217				6			
Rianápolis	2016										182							
Rianápolis	2017										160					18		
Rianápolis	2018						0	0	0	0	165	0	0	0	0	26	0	0
Rio Quente	2002												73		316			
Rio Quente	2003										101				31	187		
Rio Quente	2004										118				205			
Rio Quente	2005										128				182			
Rio Quente	2006										117				160			
Rio Quente	2007										115				100			
Rio Quente	2008										114				74			
Rio Quente	2009										126				53			
Rio Quente	2010						 	 	 	 	129	 	 	 	74	 	 	 
Rio Quente	2011										116				63			
Rio Quente	2012										98				55			
Rio Quente	2013										110				79			
Rio Quente	2014										134		5		54			
Rio Quente	2015										139		24		54			
Rio Quente	2016										114		66		34			
Rio Quente	2017										97		59		39			
Rio Quente	2018						0	0	0	0	128	0	51	0	34	0	0	0
Rio Verde	2002				3933						4523	51		822	3236	1601		618
Rio Verde	2003	37			5112						4175			838	1953	1425		549
Rio Verde	2004	71			1454	4839		898		188	5020			812	1392	1548		615
Rio Verde	2005	75			2175	5664		1041		246	4852			811	2038	1529		565
Rio Verde	2006	149			2041	4896		996		189	5763			885	1507	1343		320
Rio Verde	2007	260		4685	2349			1475		145	6172			934	1220	934	35	40
Rio Verde	2008	497		4674	2654			1369		484	6263			940	1012	1030	136	159
Rio Verde	2009	678		5290	1986			795		471	6092			925	1257	1008	136	135
Rio Verde	2010	874		4919	2077		 	810	 	663	6272	 	 	978	1286	822	98	840
Rio Verde	2011	1091		5062	2222			826		816	6097			1014	1338	673	86	1229
Rio Verde	2012	1193		5388	2446			818			6053			1091	1234	583	119	728
Rio Verde	2013	1253		5612	2380			904		1082	6153			1074	1045	454	158	237
Rio Verde	2014							881		1316	6067			1470	951	493	134	169
Rio Verde	2015							2361		1349	6424			1083	958	483	99	214
Rio Verde	2016						48	2477		1202	6164			1104	889	527	152	29
Rio Verde	2017							883		1119	5238			980	925	1107	126	230
Rio Verde	2018						37	856	0	1045	5336	0	0	1065	933	1354	66	180
Rubiataba	2002				449						1008				249	537		9
Rubiataba	2003				673						961			15	178	595		
Rubiataba	2004				776						1008			44	90	577		
Rubiataba	2005				812						970			53	122	376		
Rubiataba	2006				836						881			59	123	467		
Rubiataba	2007				906						817			67	149	279		
Rubiataba	2008				708						852			61	141	160		
Rubiataba	2009				531						911			53	108	176		
Rubiataba	2010				484		 	 	 	 	961	 	 	47	125	124	 	 
Rubiataba	2011				510						828			50	122	80		
Rubiataba	2012				528						749			62	73	89		
Rubiataba	2013				568						794			52	53	96		
Rubiataba	2014										742				46	83		
Rubiataba	2015										729				29	95		
Rubiataba	2016										726				41	133		
Rubiataba	2017										666					165		
Rubiataba	2018						34	0	0	0	723	0	0	0	0	181	0	0
Sanclerlândia	2002		162								432					46		
Sanclerlândia	2003		207								408							
Sanclerlândia	2004		263								421							
Sanclerlândia	2005		345								395							
Sanclerlândia	2006		277								417					30		
Sanclerlândia	2007		262								391					25		
Sanclerlândia	2008		246								337					13		
Sanclerlândia	2009		233								336					31		
Sanclerlândia	2010		221				 	 	 	 	371	 	 	 	 	40	 	 
Sanclerlândia	2011		263								354					86		
Sanclerlândia	2012		247								330					47		
Sanclerlândia	2013		262								295					56		
Sanclerlândia	2014										300					62		
Sanclerlândia	2015										259					45		
Sanclerlândia	2016										236					67		
Sanclerlândia	2017										210					105		
Sanclerlândia	2018						0	0	0	0	224	0	0	0	0	90	0	0
Santa Bárbara de Goiás	2002										181				15			
Santa Bárbara de Goiás	2003										219							
Santa Bárbara de Goiás	2004										267							
Santa Bárbara de Goiás	2005										259							
Santa Bárbara de Goiás	2006										310							
Santa Bárbara de Goiás	2007										266							
Santa Bárbara de Goiás	2008										253				61			
Santa Bárbara de Goiás	2009										282				51			
Santa Bárbara de Goiás	2010						 	 	 	 	256	 	 	 	106	 	 	 
Santa Bárbara de Goiás	2011										253				68			
Santa Bárbara de Goiás	2012										259				65			
Santa Bárbara de Goiás	2013										272				60	29		
Santa Bárbara de Goiás	2014										284				30	21		
Santa Bárbara de Goiás	2015										277				16	16		
Santa Bárbara de Goiás	2016										249				48	28		
Santa Bárbara de Goiás	2017										194				58	27		
Santa Bárbara de Goiás	2018						0	0	0	0	175	0	0	0	77	17	0	0
Santa Cruz de Goiás	2002										111							
Santa Cruz de Goiás	2003										114				17			
Santa Cruz de Goiás	2004										125				12			
Santa Cruz de Goiás	2005										113				13			
Santa Cruz de Goiás	2006										123				8	45		
Santa Cruz de Goiás	2007										134					39		
Santa Cruz de Goiás	2008										113					10		
Santa Cruz de Goiás	2009										110					20		
Santa Cruz de Goiás	2010						 	 	 	 	96	 	 	 	 	26	 	 
Santa Cruz de Goiás	2011										88				9	14		
Santa Cruz de Goiás	2012										94				3			
Santa Cruz de Goiás	2013										91					9		
Santa Cruz de Goiás	2014										81					2		
Santa Cruz de Goiás	2015										79							
Santa Cruz de Goiás	2016										77							
Santa Cruz de Goiás	2017										77					14		
Santa Cruz de Goiás	2018						0	0	0	0	76	0	0	0	0	15	0	0
Santa Fé de Goiás	2002										215				37			
Santa Fé de Goiás	2003										222				36			
Santa Fé de Goiás	2004										208				8			
Santa Fé de Goiás	2005										235				27			
Santa Fé de Goiás	2006										266				17			
Santa Fé de Goiás	2007										272				16			
Santa Fé de Goiás	2008										282				18			
Santa Fé de Goiás	2009										312				27			
Santa Fé de Goiás	2010						 	 	 	 	275	 	 	 	27	 	 	 
Santa Fé de Goiás	2011										230				15			
Santa Fé de Goiás	2012										204							
Santa Fé de Goiás	2013										186							
Santa Fé de Goiás	2014										210							
Santa Fé de Goiás	2015										209							
Santa Fé de Goiás	2016										192							
Santa Fé de Goiás	2017										169					30		
Santa Fé de Goiás	2018						0	0	0	0	171	0	0	0	0	17	0	0
Santa Helena de Goiás	2002		748								1476					1087		329
Santa Helena de Goiás	2003		750								1461			8		1053		152
Santa Helena de Goiás	2004		874								1261			194		895		110
Santa Helena de Goiás	2005		582								1254			204		857		56
Santa Helena de Goiás	2006		545								1305			238		841		
Santa Helena de Goiás	2007		658								1425			226		540		
Santa Helena de Goiás	2008		614								1335			254		581		
Santa Helena de Goiás	2009		477								1168			231		622		
Santa Helena de Goiás	2010		515				 	 	 	 	1255	 	 	240	 	603	 	 
Santa Helena de Goiás	2011		498								1135			232		433		
Santa Helena de Goiás	2012		457								1144			248		311		
Santa Helena de Goiás	2013		385								1120			258		292		
Santa Helena de Goiás	2014										1117			265		379		
Santa Helena de Goiás	2015										1123			229		269		
Santa Helena de Goiás	2016										1124			209		375		
Santa Helena de Goiás	2017										1052			213		371		
Santa Helena de Goiás	2018						0	0	0	0	876	0	0	251	0	532	0	0
Santa Isabel	2002										140							
Santa Isabel	2003										153				42			
Santa Isabel	2004										170				17			
Santa Isabel	2005										163				32			
Santa Isabel	2006										156				29			
Santa Isabel	2007										150				19			
Santa Isabel	2008										154				24			
Santa Isabel	2009										158				9			
Santa Isabel	2010						 	 	 	 	117	 	 	 	10	 	 	 
Santa Isabel	2011										111				6			
Santa Isabel	2012										107				5			
Santa Isabel	2013										108							
Santa Isabel	2014										97							
Santa Isabel	2015										118					8		
Santa Isabel	2016										98					8		
Santa Isabel	2017										86					25		
Santa Isabel	2018						0	0	0	0	74	0	0	0	0	28	0	0
Santa Rita do Araguaia	2002										284				90	93		
Santa Rita do Araguaia	2003										240				59	112		
Santa Rita do Araguaia	2004										327				52	124		
Santa Rita do Araguaia	2005										351				46	128		
Santa Rita do Araguaia	2006										357				47	149		
Santa Rita do Araguaia	2007										396				35	133		
Santa Rita do Araguaia	2008										353				23	132		
Santa Rita do Araguaia	2009										291				23	58		
Santa Rita do Araguaia	2010						 	 	 	 	301	 	 	 	28	90	 	 
Santa Rita do Araguaia	2011										292				23	30		
Santa Rita do Araguaia	2012										293				33	53		
Santa Rita do Araguaia	2013										279				22	34		
Santa Rita do Araguaia	2014										303				15	12		
Santa Rita do Araguaia	2015										253				14	10		
Santa Rita do Araguaia	2016										243				7	15		
Santa Rita do Araguaia	2017										270				12	44		
Santa Rita do Araguaia	2018						0	0	0	0	372	0	0	0	10	76	0	0
Santa Rita do Novo Destino	2002										127				89			
Santa Rita do Novo Destino	2003										105				50			
Santa Rita do Novo Destino	2004										136				60			
Santa Rita do Novo Destino	2005										133				47			
Santa Rita do Novo Destino	2006										155				40			
Santa Rita do Novo Destino	2007										120				18			
Santa Rita do Novo Destino	2008										128				13			
Santa Rita do Novo Destino	2009										121				28			
Santa Rita do Novo Destino	2010						 	 	 	 	125	 	 	 	13	 	 	 
Santa Rita do Novo Destino	2011										118							
Santa Rita do Novo Destino	2012										124							
Santa Rita do Novo Destino	2013										93							
Santa Rita do Novo Destino	2014										125							
Santa Rita do Novo Destino	2015										127							
Santa Rita do Novo Destino	2016										121							
Santa Rita do Novo Destino	2017										54					36		
Santa Rita do Novo Destino	2018						0	0	0	0	66	0	0	0	0	32	0	0
Santa Rosa de Goiás	2002										180				81			
Santa Rosa de Goiás	2003										171				72			
Santa Rosa de Goiás	2004										216				82			
Santa Rosa de Goiás	2005										220				55			
Santa Rosa de Goiás	2006										187							
Santa Rosa de Goiás	2007										189							
Santa Rosa de Goiás	2008										167							
Santa Rosa de Goiás	2009										153							
Santa Rosa de Goiás	2010						 	 	 	 	157	 	 	 	 	 	 	 
Santa Rosa de Goiás	2011										131							
Santa Rosa de Goiás	2012										121							
Santa Rosa de Goiás	2013										109							
Santa Rosa de Goiás	2014										110							
Santa Rosa de Goiás	2015										98							
Santa Rosa de Goiás	2016										92							
Santa Rosa de Goiás	2017										99							
Santa Rosa de Goiás	2018						0	0	0	0	102	0	0	0	0	0	0	0
Santa Tereza de Goiás	2002										191					168		
Santa Tereza de Goiás	2003										160				68	125		
Santa Tereza de Goiás	2004										172					107		
Santa Tereza de Goiás	2005										170				29	108		
Santa Tereza de Goiás	2006										167				29	103		
Santa Tereza de Goiás	2007										143				48	40		
Santa Tereza de Goiás	2008										151				35	22		
Santa Tereza de Goiás	2009										153				39	8		
Santa Tereza de Goiás	2010						 	 	 	 	184	 	 	 	15	 	 	 
Santa Tereza de Goiás	2011										178				15			
Santa Tereza de Goiás	2012										163				17			
Santa Tereza de Goiás	2013										145				30			
Santa Tereza de Goiás	2014										134							
Santa Tereza de Goiás	2015										134							
Santa Tereza de Goiás	2016										136							
Santa Tereza de Goiás	2017										139					8		
Santa Tereza de Goiás	2018						0	0	0	0	126	0	0	0	0	23	0	0
Santa Terezinha de Goiás	2002		132								710			17	150			111
Santa Terezinha de Goiás	2003		132								611			14	170			192
Santa Terezinha de Goiás	2004		49								670			6	195	75		114
Santa Terezinha de Goiás	2005										621			16	166	97		52
Santa Terezinha de Goiás	2006										599			7	153	90		
Santa Terezinha de Goiás	2007										579					80		
Santa Terezinha de Goiás	2008										442			15		118		
Santa Terezinha de Goiás	2009										549			27		99		
Santa Terezinha de Goiás	2010						 	 	 	 	522	 	 	12	 	84	 	 
Santa Terezinha de Goiás	2011										433			19		85		
Santa Terezinha de Goiás	2012										413			20		85		
Santa Terezinha de Goiás	2013									29	447			10		55		
Santa Terezinha de Goiás	2014										417					51		
Santa Terezinha de Goiás	2015						17				379					83		
Santa Terezinha de Goiás	2016						13				325					117		
Santa Terezinha de Goiás	2017										309					101		
Santa Terezinha de Goiás	2018						0	0	0	0	316	0	0	0	0	92	0	0
Santo Antônio da Barra	2002										196							
Santo Antônio da Barra	2003										176				122			
Santo Antônio da Barra	2004										210				87			
Santo Antônio da Barra	2005										247				85			
Santo Antônio da Barra	2006										261				34			
Santo Antônio da Barra	2007										264				24			
Santo Antônio da Barra	2008										230							
Santo Antônio da Barra	2009										239							
Santo Antônio da Barra	2010						 	 	 	 	228	 	 	 	 	 	 	 
Santo Antônio da Barra	2011										204				2			
Santo Antônio da Barra	2012										192							
Santo Antônio da Barra	2013										183							
Santo Antônio da Barra	2014										165							
Santo Antônio da Barra	2015										206							
Santo Antônio da Barra	2016										198							
Santo Antônio da Barra	2017										168					10		
Santo Antônio da Barra	2018						0	0	0	0	195	0	0	0	0	15	0	0
Santo Antônio de Goiás	2002										192				183			
Santo Antônio de Goiás	2003										204				170			
Santo Antônio de Goiás	2004										224				166			
Santo Antônio de Goiás	2005										222				78			
Santo Antônio de Goiás	2006										176				74			
Santo Antônio de Goiás	2007										191				58			
Santo Antônio de Goiás	2008										187				78			
Santo Antônio de Goiás	2009										166				97			
Santo Antônio de Goiás	2010						 	 	 	 	197	 	 	 	96	 	 	 
Santo Antônio de Goiás	2011										203				115			
Santo Antônio de Goiás	2012										208				157			
Santo Antônio de Goiás	2013										222				123			
Santo Antônio de Goiás	2014										231				163			
Santo Antônio de Goiás	2015										224				161			
Santo Antônio de Goiás	2016										220				77			
Santo Antônio de Goiás	2017										171				93	30		
Santo Antônio de Goiás	2018						0	0	0	0	226	0	0	0	0	25	0	0
Santo Antônio do Descoberto	2002		645								2903			38	2106			
Santo Antônio do Descoberto	2003		610								2956			31	1849			59
Santo Antônio do Descoberto	2004		318								3211			79	1586			
Santo Antônio do Descoberto	2005		176								2981			61	1662			
Santo Antônio do Descoberto	2006		46		43						3420			66	1718	98		32
Santo Antônio do Descoberto	2007		152		197						1885			58	1223	190		
Santo Antônio do Descoberto	2008		173		405						2397			57	1103	365		
Santo Antônio do Descoberto	2009		114		133						2240			66	1172	473		
Santo Antônio do Descoberto	2010				781		 	 	 	 	2404	 	 	53	1376	431	 	 
Santo Antônio do Descoberto	2011				604						2298			55	829	468		
Santo Antônio do Descoberto	2012				309						2415			63	805	284		
Santo Antônio do Descoberto	2013				181						2350			96	1036	166		
Santo Antônio do Descoberto	2014										2456			109	1029	242		
Santo Antônio do Descoberto	2015										2199			102	1051	314		
Santo Antônio do Descoberto	2016										2182			116	1032	325		
Santo Antônio do Descoberto	2017										1974			124	1027	559		
Santo Antônio do Descoberto	2018						0	0	0	0	2142	0	0	135	970	657	0	0
São Domingos	2002										415				30	108		
São Domingos	2003										381				66	256		
São Domingos	2004										375				80	225		
São Domingos	2005										390				126	215		
São Domingos	2006										388				123	155		
São Domingos	2007										291				62	102		
São Domingos	2008										269				95	76		
São Domingos	2009										269				91	59		
São Domingos	2010						 	 	 	 	294	 	 	 	14	26	 	 
São Domingos	2011										298				15	14		
São Domingos	2012										322					32		
São Domingos	2013										342					37		
São Domingos	2014										352					34		
São Domingos	2015										372					37		
São Domingos	2016										397					17		
São Domingos	2017										361				23	75		
São Domingos	2018						0	0	0	0	362	0	0	0	23	101	0	0
São Francisco de Goiás	2002										287					58		
São Francisco de Goiás	2003										292					98		
São Francisco de Goiás	2004										308					183		
São Francisco de Goiás	2005										327					141		
São Francisco de Goiás	2006										268					105		
São Francisco de Goiás	2007										259					59		
São Francisco de Goiás	2008										272					57		
São Francisco de Goiás	2009										262					18		
São Francisco de Goiás	2010						 	 	 	 	275	 	 	 	 	 	 	 
São Francisco de Goiás	2011										260							
São Francisco de Goiás	2012										262							
São Francisco de Goiás	2013										266							
São Francisco de Goiás	2014										283							
São Francisco de Goiás	2015										293							
São Francisco de Goiás	2016										272							
São Francisco de Goiás	2017										214					16		
São Francisco de Goiás	2018						0	0	0	0	220	0	0	0	0	19	0	0
São João d'Aliança	2002										346							
São João d'Aliança	2003										389							
São João d'Aliança	2004										470					82		
São João d'Aliança	2005										400					133		
São João d'Aliança	2006										445			8		126		
São João d'Aliança	2007										409			8	42	226		
São João d'Aliança	2008										418			10	35	192		
São João d'Aliança	2009										394			11		104		
São João d'Aliança	2010						 	 	 	 	414	 	 	 	 	146	 	 
São João d'Aliança	2011										434					69		
São João d'Aliança	2012										437			6		59		
São João d'Aliança	2013										430				27	78		
São João d'Aliança	2014										428				42	96		
São João d'Aliança	2015										446				31	82		
São João d'Aliança	2016										474				42	82		
São João d'Aliança	2017										418				23	146		
São João d'Aliança	2018						0	0	0	0	410	0	0	0	19	156	0	0
São João da Paraúna	2002										113							
São João da Paraúna	2003										99							
São João da Paraúna	2004										72							
São João da Paraúna	2005										75							
São João da Paraúna	2006										81							
São João da Paraúna	2007										67							
São João da Paraúna	2008										70							
São João da Paraúna	2009										88							
São João da Paraúna	2010						 	 	 	 	79	 	 	 	 	 	 	 
São João da Paraúna	2011										92							
São João da Paraúna	2012										75							
São João da Paraúna	2013										72							
São João da Paraúna	2014										54							
São João da Paraúna	2015										56							
São João da Paraúna	2016										63							
São João da Paraúna	2017										59							
São João da Paraúna	2018						0	0	0	0	56	0	0	0	0	0	0	0
São Luis de Montes Belos	2002		653								1464			295	108	16		
São Luis de Montes Belos	2003		763		193						1460			295	227	86		
São Luis de Montes Belos	2004		781		653						1675			287	175	147		
São Luis de Montes Belos	2005		744		998						1556			220	94	206		
São Luis de Montes Belos	2006		865		1448						1482			306	124	255		
São Luis de Montes Belos	2007		798		2083		149				1180			243	91	271		
São Luis de Montes Belos	2008		792		2670		136				1382			294	62	342		
São Luis de Montes Belos	2009		692		2948					110	1203			323	80	333		
São Luis de Montes Belos	2010		683		2892		 	 	 	251	1238	 	 	262	52	344	 	 
São Luis de Montes Belos	2011		649		2974					289	1178			270	60	277		
São Luis de Montes Belos	2012		599		2940						1098			287	64	242		
São Luis de Montes Belos	2013		545		2714					299	1010			260	43	263		
São Luis de Montes Belos	2014									296	1002			224	55	281		
São Luis de Montes Belos	2015						8			199	960			212	52	316		
São Luis de Montes Belos	2016						5			218	1011			194	44	298		
São Luis de Montes Belos	2017									97	898			177	68	309		
São Luis de Montes Belos	2018						0	0	0	69	842	0	0	198	43	318	0	0
São Luiz do Norte	2002										240				43	137		
São Luiz do Norte	2003										210				50	80		
São Luiz do Norte	2004										216				30	118		
São Luiz do Norte	2005										208				30	131		
São Luiz do Norte	2006										204				27	105		
São Luiz do Norte	2007										194				24	72		
São Luiz do Norte	2008										177				19	39		
São Luiz do Norte	2009										171				32	39		
São Luiz do Norte	2010						 	 	 	 	184	 	 	 	39	45	 	 
São Luiz do Norte	2011										170				25	52		
São Luiz do Norte	2012										140				18	32		
São Luiz do Norte	2013										147				18	23		
São Luiz do Norte	2014										143				37	31		
São Luiz do Norte	2015										176				16	52		
São Luiz do Norte	2016										160				14	35		
São Luiz do Norte	2017										140					68		
São Luiz do Norte	2018						0	0	0	0	152	0	0	0	0	57	0	0
São Miguel do Araguaia	2002		497								1174			29	140	311		88
São Miguel do Araguaia	2003		599								1055			59	175	591		106
São Miguel do Araguaia	2004		466								1036			82	128	572		153
São Miguel do Araguaia	2005		455								1062			76	67	423		106
São Miguel do Araguaia	2006		313								1076			54	92	387		63
São Miguel do Araguaia	2007		451								1017			24	111	294		
São Miguel do Araguaia	2008		462								1040			32	128	226		4
São Miguel do Araguaia	2009		428								1022			47	80	192		
São Miguel do Araguaia	2010		363				 	 	 	 	948	 	 	49	82	227	 	 
São Miguel do Araguaia	2011		337								1055			18	48	236		
São Miguel do Araguaia	2012		302								942			47	60	195		
São Miguel do Araguaia	2013		286							55	899			35	84	185		
São Miguel do Araguaia	2014									117	823			45	41	163		
São Miguel do Araguaia	2015									42	779			43	43	121		
São Miguel do Araguaia	2016										735			36	24	141		
São Miguel do Araguaia	2017										751			21	40	182		
São Miguel do Araguaia	2018						0	0	0	0	855	0	0	0	50	196	0	0
São Miguel do Passa Quatro	2002										235				110			
São Miguel do Passa Quatro	2003										239				65			
São Miguel do Passa Quatro	2004										233				23			
São Miguel do Passa Quatro	2005										187				41			
São Miguel do Passa Quatro	2006										205		19		6			
São Miguel do Passa Quatro	2007										189							
São Miguel do Passa Quatro	2008										206							
São Miguel do Passa Quatro	2009										202							
São Miguel do Passa Quatro	2010						 	 	 	 	206	 	 	 	 	 	 	 
São Miguel do Passa Quatro	2011										142							
São Miguel do Passa Quatro	2012										129							
São Miguel do Passa Quatro	2013										130							
São Miguel do Passa Quatro	2014										134							
São Miguel do Passa Quatro	2015										129							
São Miguel do Passa Quatro	2016										143							
São Miguel do Passa Quatro	2017										123					16		
São Miguel do Passa Quatro	2018						0	0	0	0	118	0	0	0	0	20	0	0
São Patrício	2002										111				14	50		
São Patrício	2003										127				12	57		
São Patrício	2004										140					65		
São Patrício	2005										134					95		
São Patrício	2006										120				12	32		
São Patrício	2007										98				7	23		
São Patrício	2008										92					13		
São Patrício	2009										118					17		
São Patrício	2010						 	 	 	 	124	 	 	 	 	17	 	 
São Patrício	2011										120					12		
São Patrício	2012										89							
São Patrício	2013										96							
São Patrício	2014										70							
São Patrício	2015										84							
São Patrício	2016										79							
São Patrício	2017										51					32		
São Patrício	2018						0	0	0	0	52	0	0	0	0	35	0	0
São Simão	2002										375		102	17	228	715		
São Simão	2003										421		163		118	569		
São Simão	2004										433		150		73	486		
São Simão	2005										405		140			534		
São Simão	2006										460		133			439		
São Simão	2007										331		165	7		382		
São Simão	2008										378		207	15	43	221		
São Simão	2009										360		177	28		224		
São Simão	2010						 	 	 	 	409	 	163	31	 	208	 	 
São Simão	2011										365		183	20	31	181		
São Simão	2012										449		206	23	48	215		
São Simão	2013										433		210	20	25	162		
São Simão	2014										460		245	9	38	243		
São Simão	2015										372		233	13	45	187		
São Simão	2016										218		269		64	231		
São Simão	2017										255		241		82	258		
São Simão	2018						0	0	0	0	214	0	264	0	64	294	0	0
Senador Canedo	2002										2010				162			
Senador Canedo	2003										2324				674	257		
Senador Canedo	2004										2615				1204	369		
Senador Canedo	2005										3211				3159	590		
Senador Canedo	2006										3634				1742	1575		
Senador Canedo	2007		163								3530				1091	986		
Senador Canedo	2008		23								3664			9	1031	725		
Senador Canedo	2009		22								3428			96	887	591		48
Senador Canedo	2010		26				 	 	 	 	3277	 	 	102	795	609	 	63
Senador Canedo	2011		20								3170			124	768	670		47
Senador Canedo	2012		56								3074			150	1109	494		39
Senador Canedo	2013		89							37	3425			154	1022	448		
Senador Canedo	2014										3748			179	942	551		
Senador Canedo	2015							181			3762	61		320	909	584	60	
Senador Canedo	2016							204			3782	98		139	845	537	48	
Senador Canedo	2017							272		80	3423	146		85	1077	837	65	
Senador Canedo	2018						0	259	0	59	3727	175	0	55	1335	965	73	0
Serranópolis	2002										177				53	32		
Serranópolis	2003										190				100	71		
Serranópolis	2004										213				132	63		
Serranópolis	2005										249				87	26		
Serranópolis	2006										255		13		18			
Serranópolis	2007										269		11					
Serranópolis	2008										271							
Serranópolis	2009										285					20		
Serranópolis	2010						 	 	 	 	260	 	 	 	 	13	 	 
Serranópolis	2011										216					21		
Serranópolis	2012										229					15		
Serranópolis	2013										218					4		
Serranópolis	2014										224							
Serranópolis	2015										252							
Serranópolis	2016										231							
Serranópolis	2017										198					21		
Serranópolis	2018						0	0	0	0	252	0	0	0	0	30	0	0
Silvânia	2002		209								812					274		
Silvânia	2003		350								608			298	26	444		
Silvânia	2004		429								588			318	36	470		
Silvânia	2005		311								482			319	12	315		
Silvânia	2006		369								439			292	20	271		
Silvânia	2007		409								405			320	10	194		
Silvânia	2008		388								383			365	27	235		
Silvânia	2009		331								380			374		189		
Silvânia	2010		298				 	 	 	44	403	 	 	368	41	190	 	 
Silvânia	2011		309							43	407			342	41	147		
Silvânia	2012		262								367			374	34	120		
Silvânia	2013		213							51	416			421	23	99		
Silvânia	2014									47	389			414	25	123		
Silvânia	2015										388			360	9	115		
