Localidade;Ano;Instituições de Crédito, Seguro e de Capitalização;Administradoras de Imóveis, Valores Mobiliários, Serviços Técnicos, Profissionais, Auxiliar de Atividade Econômica;Transporte e Comunicações;Serviços de Alojamento, Alimentação, Reparo, Manutenção, Radiodifusão e Televisão;Serviços Médicos, Odontológicos e Veterinários;Ensino
Catalão;2010;262;1002;1045;1245;720;675
Catalão;2011;281;1059;1387;1408;781;803
Catalão;2012;308;1073;1320;1376;852;768
Catalão;2013;384;1288;1513;1730;923;840
Catalão;2014;414;1183;1516;1688;1003;946
Catalão;2015;398;1665;1330;1919;1066;925
Catalão;2016;385;1269;1057;1821;1171;981
Catalão;2017;409;1245;1185;1847;1267;997
Catalão;2018;396;1311;1452;1662;1278;1103
Caturaí;1999;  ;  ;1;1;  ;  
Caturaí;2000;  ;  ;1;3;  ;  
Caturaí;2001;  ;  ;1;13;  ;  
Caturaí;2002;;1;3;10;;
Caturaí;2003;;;3;12;;
Caturaí;2004;  ;1;3;14;  ;  
Caturaí;2005;  ;  ;3;14;1;  
Caturaí;2006;  ;  ;4;15;  ;  
Caturaí;2007;  ;1;3;16;  ;  
Caturaí;2008;  ;1;5;8;  ;  
Caturaí;2009;  ;1;3;7;  ;1
Caturaí;2010;  ;1;2;4;  ;  
Caturaí;2011;;1;3;3;;
Caturaí;2012;;1;2;4;;
Caturaí;2013;;;2;5;1;
Caturaí;2014;;;3;7;1;
Caturaí;2015;;20;5;8;1;
Caturaí;2016;;152;4;4;1;
Caturaí;2017;;43;60;5;1;
Caturaí;2018;  ;4;53;4;1;3
Cavalcante;1999;2;  ;2;1;  ;  
Cavalcante;2000;3;  ;2;1;  ;  
Cavalcante;2001;1;  ;2;3;  ;  
Cavalcante;2002;2;;2;4;;
Cavalcante;2003;3;;3;5;3;
Cavalcante;2004;4;  ;4;9;5;  
Cavalcante;2005;5;  ;3;14;5;  
Cavalcante;2006;15;1;3;22;4;  
Cavalcante;2007;18;  ;4;22;  ;  
Cavalcante;2008;19;3;4;12;  ;  
Cavalcante;2009;17;6;4;15;  ;  
Cavalcante;2010;19;6;4;24;  ;  
Cavalcante;2011;19;4;4;25;;
Cavalcante;2012;7;5;4;27;;
Cavalcante;2013;7;4;4;36;1;
Cavalcante;2014;6;6;5;37;1;1
Cavalcante;2015;6;7;5;43;;1
Cavalcante;2016;5;9;4;55;1;
Cavalcante;2017;8;6;4;60;2;
Cavalcante;2018;6;5;4;81;2;  
Ceres;1999;50;51;108;155;182;121
Ceres;2000;62;147;71;200;190;145
Ceres;2001;67;147;52;248;201;267
Ceres;2002;72;264;76;261;213;145
Ceres;2003;66;109;43;273;181;110
Ceres;2004;52;252;37;286;197;120
Ceres;2005;54;135;50;303;216;115
Ceres;2006;53;112;53;198;328;221
Ceres;2007;50;122;49;206;395;253
Ceres;2008;64;162;47;218;379;214
Ceres;2009;62;164;38;235;404;325
Ceres;2010;73;128;39;186;444;404
Ceres;2011;67;152;40;230;462;437
Ceres;2012;77;161;46;232;540;466
Ceres;2013;74;247;39;308;572;511
Ceres;2014;71;272;36;362;693;541
Ceres;2015;81;210;34;392;739;517
Ceres;2016;83;199;48;354;768;529
Ceres;2017;82;198;47;279;699;507
Ceres;2018;83;237;36;361;782;563
Cezarina;1999;5;8;1;4;11;6
Cezarina;2000;5;59;33;6;4;6
Cezarina;2001;5;39;98;25;1;9
Cezarina;2002;8;46;111;12;2;8
Cezarina;2003;6;36;50;72;4;8
Cezarina;2004;4;30;47;63;3;10
Cezarina;2005;3;66;31;181;2;13
Cezarina;2006;3;44;39;58;3;14
Cezarina;2007;3;60;49;62;2;19
Cezarina;2008;3;77;49;99;  ;18
Cezarina;2009;3;137;148;83;  ;12
Cezarina;2010;3;204;87;89;  ;14
Cezarina;2011;4;213;47;80;;15
Cezarina;2012;4;183;70;86;;13
Cezarina;2013;5;112;81;47;;15
Cezarina;2014;4;104;61;29;;13
Cezarina;2015;3;63;29;40;;18
Cezarina;2016;4;62;18;107;;18
Cezarina;2017;2;17;27;93;1;15
Cezarina;2018;2;20;20;141;3;15
Chapadão do Céu;1999;7;8;36;16;8;  
Chapadão do Céu;2000;8;10;44;15;9;  
Chapadão do Céu;2001;6;12;54;15;7;18
Chapadão do Céu;2002;7;13;63;28;7;16
Chapadão do Céu;2003;9;10;75;36;9;
Chapadão do Céu;2004;10;20;59;51;7;  
Chapadão do Céu;2005;11;36;59;70;5;23
Chapadão do Céu;2006;5;24;59;28;3;33
Chapadão do Céu;2007;8;22;55;63;3;28
Chapadão do Céu;2008;9;23;66;53;1;30
Chapadão do Céu;2009;10;19;65;72;1;34
Chapadão do Céu;2010;17;35;88;80;2;40
Chapadão do Céu;2011;18;45;130;87;1;41
Chapadão do Céu;2012;23;43;168;64;8;29
Chapadão do Céu;2013;25;44;215;84;16;47
Chapadão do Céu;2014;29;39;177;79;18;48
Chapadão do Céu;2015;28;46;188;73;22;48
Chapadão do Céu;2016;30;68;189;112;22;48
Chapadão do Céu;2017;30;83;180;90;13;62
Chapadão do Céu;2018;33;71;179;101;9;56
Cidade Ocidental;1999;15;15;204;59;12;112
Cidade Ocidental;2000;12;19;183;48;12;118
Cidade Ocidental;2001;10;16;276;82;11;140
Cidade Ocidental;2002;6;14;207;90;15;153
Cidade Ocidental;2003;7;24;338;87;17;137
Cidade Ocidental;2004;5;46;341;121;17;113
Cidade Ocidental;2005;5;70;350;113;15;165
Cidade Ocidental;2006;5;66;355;111;14;142
Cidade Ocidental;2007;5;82;390;91;11;158
Cidade Ocidental;2008;8;104;388;80;25;133
Cidade Ocidental;2009;10;270;370;102;32;167
Cidade Ocidental;2010;11;358;343;111;9;203
Cidade Ocidental;2011;12;379;388;177;27;230
Cidade Ocidental;2012;28;276;415;119;12;198
Cidade Ocidental;2013;27;254;457;180;8;241
Cidade Ocidental;2014;31;300;171;190;15;243
Cidade Ocidental;2015;24;360;218;231;26;245
Cidade Ocidental;2016;29;356;484;276;28;290
Cidade Ocidental;2017;34;314;493;343;31;281
Cidade Ocidental;2018;26;484;390;384;45;248
Cocalzinho de Goiás;1999;6;32;5;26;1;3
Cocalzinho de Goiás;2000;5;49;3;24;1;2
Cocalzinho de Goiás;2001;4;58;7;34;1;2
Cocalzinho de Goiás;2002;5;10;5;34;1;2
Cocalzinho de Goiás;2003;5;7;9;44;1;3
Cocalzinho de Goiás;2004;4;13;10;52;2;7
Cocalzinho de Goiás;2005;2;17;7;59;1;8
Cocalzinho de Goiás;2006;2;27;112;41;1;6
Cocalzinho de Goiás;2007;2;35;143;34;3;1
Cocalzinho de Goiás;2008;12;15;64;41;3;11
Cocalzinho de Goiás;2009;5;6;42;35;6;8
Cocalzinho de Goiás;2010;7;7;49;46;8;10
Cocalzinho de Goiás;2011;6;10;47;38;9;18
Cocalzinho de Goiás;2012;7;12;55;48;8;16
Cocalzinho de Goiás;2013;14;13;65;50;6;17
Cocalzinho de Goiás;2014;14;18;61;62;10;19
Cocalzinho de Goiás;2015;16;18;72;64;4;16
Cocalzinho de Goiás;2016;16;22;41;60;6;9
Cocalzinho de Goiás;2017;15;29;37;50;5;3
Cocalzinho de Goiás;2018;16;41;39;67;7;10
Colinas do Sul;1999;1;  ;  ;  ;  ;  
Colinas do Sul;2000;  ;  ;  ;  ;  ;  
Colinas do Sul;2001;  ;  ;  ;3;  ;  
Colinas do Sul;2002;;;3;5;;
Colinas do Sul;2003;;1;4;4;;
Colinas do Sul;2004;  ;1;4;  ;  ;  
Colinas do Sul;2005;  ;1;5;2;  ;  
Colinas do Sul;2006;  ;  ;6;1;  ;  
Colinas do Sul;2007;  ;  ;7;1;  ;  
Colinas do Sul;2008;  ;4;8;6;  ;  
Colinas do Sul;2009;  ;  ;6;3;  ;  
Colinas do Sul;2010;  ;  ;7;5;  ;  
Colinas do Sul;2011;;;4;7;;
Colinas do Sul;2012;;2;7;8;;
Colinas do Sul;2013;;1;7;6;;
Colinas do Sul;2014;;1;3;7;;
Colinas do Sul;2015;;1;3;8;;
Colinas do Sul;2016;;1;2;4;;
Colinas do Sul;2017;;1;2;4;;
Colinas do Sul;2018;  ;1;2;7;1;  
Córrego do Ouro;1999;3;  ;1;  ;  ;  
Córrego do Ouro;2000;3;  ;1;  ;  ;  
Córrego do Ouro;2001;2;  ;1;  ;  ;  
Córrego do Ouro;2002;;;1;1;;
Córrego do Ouro;2003;;;2;1;1;
Córrego do Ouro;2004;  ;  ;1;2;  ;  
Córrego do Ouro;2005;  ;  ;2;  ;  ;  
Córrego do Ouro;2006;  ;  ;2;1;  ;  
Córrego do Ouro;2007;  ;  ;2;1;  ;  
Córrego do Ouro;2008;  ;1;2;1;  ;  
Córrego do Ouro;2009;  ;1;2;2;  ;  
Córrego do Ouro;2010;  ;4;2;2;  ;  
Córrego do Ouro;2011;;3;3;4;;
Córrego do Ouro;2012;;3;2;2;;
Córrego do Ouro;2013;;3;2;2;;
Córrego do Ouro;2014;;2;2;2;;
Córrego do Ouro;2015;;14;2;1;;
Córrego do Ouro;2016;;10;2;2;;
Córrego do Ouro;2017;;10;1;28;45;
Córrego do Ouro;2018;  ;8;1;7;  ;  
Corumbá de Goiás;1999;11;2;4;23;18;  
Corumbá de Goiás;2000;12;1;4;40;13;  
Corumbá de Goiás;2001;12;1;3;45;9;  
Corumbá de Goiás;2002;9;;4;53;10;
Corumbá de Goiás;2003;7;;5;51;10;
Corumbá de Goiás;2004;8;3;8;43;11;  
Corumbá de Goiás;2005;9;8;6;75;11;  
Corumbá de Goiás;2006;9;  ;4;88;12;  
Corumbá de Goiás;2007;8;  ;5;78;14;  
Corumbá de Goiás;2008;8;1;4;78;22;  
Corumbá de Goiás;2009;8;12;5;79;15;  
Corumbá de Goiás;2010;21;20;5;79;18;  
Corumbá de Goiás;2011;10;26;8;102;16;
Corumbá de Goiás;2012;13;21;46;88;11;1
Corumbá de Goiás;2013;17;7;69;96;12;16
Corumbá de Goiás;2014;16;10;76;96;10;17
Corumbá de Goiás;2015;16;10;87;92;7;14
Corumbá de Goiás;2016;16;12;108;98;13;12
Corumbá de Goiás;2017;16;14;108;96;11;9
Corumbá de Goiás;2018;16;13;30;94;15;8
Corumbaíba;1999;11;1;1;17;  ;  
Corumbaíba;2000;9;3;3;20;  ;  
Corumbaíba;2001;8;3;3;23;  ;  
Corumbaíba;2002;11;5;4;24;1;
Corumbaíba;2003;8;;6;19;;
Corumbaíba;2004;6;4;11;25;1;  
Corumbaíba;2005;7;26;14;28;  ;  
Corumbaíba;2006;7;4;15;18;  ;  
Corumbaíba;2007;7;4;13;37;1;  
Corumbaíba;2008;8;3;11;14;  ;1
Corumbaíba;2009;8;13;49;27;  ;1
Corumbaíba;2010;11;17;56;32;1;  
Corumbaíba;2011;11;8;58;31;2;9
Corumbaíba;2012;23;18;54;37;;5
Corumbaíba;2013;26;21;79;31;;
Corumbaíba;2014;26;12;104;36;;
Corumbaíba;2015;24;16;36;37;;
Corumbaíba;2016;28;15;64;42;;
Corumbaíba;2017;24;23;53;44;4;
Corumbaíba;2018;31;30;53;116;7;10
Cristalina;1999;46;34;69;129;19;53
Cristalina;2000;53;77;46;115;17;35
Cristalina;2001;46;71;53;166;18;66
Cristalina;2002;51;187;50;214;17;57
Cristalina;2003;52;151;51;245;20;73
Cristalina;2004;49;150;59;186;21;65
Cristalina;2005;58;106;86;230;29;101
Cristalina;2006;51;85;92;204;23;93
Cristalina;2007;56;99;93;236;25;98
Cristalina;2008;62;101;105;224;31;119
Cristalina;2009;81;109;283;259;29;115
Cristalina;2010;80;169;296;288;26;176
Cristalina;2011;96;212;135;451;42;164
Cristalina;2012;92;282;134;350;48;177
Cristalina;2013;93;291;164;374;54;189
Cristalina;2014;105;334;199;416;51;200
Cristalina;2015;124;314;248;507;58;200
Cristalina;2016;113;340;248;532;42;218
Cristalina;2017;109;424;228;852;57;212
Cristalina;2018;116;388;276;783;60;181
Cristianópolis;1999;7;1;1;2;  ;  
Cristianópolis;2000;6;1;2;1;1;  
Cristianópolis;2001;5;12;4;  ;1;  
Cristianópolis;2002;6;18;3;3;1;
Cristianópolis;2003;3;9;5;4;;
Cristianópolis;2004;  ;78;5;5;  ;  
Cristianópolis;2005;  ;3;5;7;  ;  
Cristianópolis;2006;  ;1;4;16;  ;  
Cristianópolis;2007;  ;  ;6;9;  ;5
Cristianópolis;2008;  ;  ;4;14;  ;  
Cristianópolis;2009;  ;1;5;24;  ;  
Cristianópolis;2010;  ;  ;3;38;  ;  
Cristianópolis;2011;4;9;9;27;;
Cristianópolis;2012;4;14;6;30;;
Cristianópolis;2013;5;13;16;68;;
Cristianópolis;2014;5;9;4;33;;
Cristianópolis;2015;5;74;5;36;1;1
Cristianópolis;2016;5;52;8;24;;2
Cristianópolis;2017;6;53;5;37;1;1
Cristianópolis;2018;6;15;4;46;  ;  
Crixás;1999;21;58;13;95;1;29
Crixás;2000;21;44;33;93;1;27
Crixás;2001;15;63;22;106;1;37
Crixás;2002;24;64;23;105;1;33
Crixás;2003;18;302;6;88;6;38
Crixás;2004;20;236;6;65;3;35
Crixás;2005;23;368;6;75;6;41
Crixás;2006;25;392;8;79;15;43
Crixás;2007;28;514;10;81;18;44
Crixás;2008;32;584;7;79;31;44
Crixás;2009;34;590;7;90;37;50
Crixás;2010;40;852;10;55;41;62
Crixás;2011;40;878;5;73;39;66
Crixás;2012;36;1070;7;82;44;64
Crixás;2013;44;618;11;142;49;65
Crixás;2014;44;584;10;171;48;32
Crixás;2015;39;542;16;227;55;31
Crixás;2016;40;545;21;165;49;33
Crixás;2017;37;455;20;156;53;33
Crixás;2018;36;31;20;148;65;34
Cromínia;1999;  ;1;1;2;  ;  
Cromínia;2000;  ;1;1;3;  ;  
Cromínia;2001;  ;4;1;3;  ;  
Cromínia;2002;;5;5;3;;
Cromínia;2003;;4;12;2;;
Cromínia;2004;  ;41;11;1;  ;  
Cromínia;2005;  ;22;8;3;  ;  
Cromínia;2006;  ;  ;9;4;  ;  
Cromínia;2007;  ;14;4;4;  ;  
Cromínia;2008;  ;4;3;9;  ;  
Cromínia;2009;  ;15;2;2;  ;  
Cromínia;2010;  ;13;2;12;1;  
Cromínia;2011;;15;3;2;;
Cromínia;2012;;3;4;6;;
Cromínia;2013;;14;3;7;;
Cromínia;2014;3;24;6;8;1;
Cromínia;2015;3;7;5;17;3;
Cromínia;2016;3;6;6;16;2;
Cromínia;2017;4;7;8;26;10;
Cromínia;2018;4;10;6;22;12;  
Cumari;1999;4;2;1;2;  ;  
Cumari;2000;4;1;1;3;  ;  
Cumari;2001;3;1;1;3;  ;  
Cumari;2002;3;;1;7;;
Cumari;2003;4;1;1;7;;
Cumari;2004;  ;1;2;8;  ;  
Cumari;2005;  ;1;2;8;1;  
Cumari;2006;  ;1;2;6;  ;  
Cumari;2007;  ;  ;4;7;  ;  
Cumari;2008;  ;2;2;7;  ;  
Cumari;2009;  ;2;1;7;  ;  
Cumari;2010;  ;2;2;9;  ;  
Cumari;2011;;1;4;8;;
Cumari;2012;;2;4;10;;
Cumari;2013;;2;3;9;;
Cumari;2014;;2;3;12;;
Cumari;2015;;2;5;12;;
Cumari;2016;;4;2;13;;
Cumari;2017;;3;1;13;;
Cumari;2018;  ;3;1;3;  ;  
Damianópolis;1999;  ;  ;2;  ;  ;  
Damianópolis;2000;  ;  ;1;  ;  ;  
Damianópolis;2001;  ;  ;1;  ;  ;  
Damianópolis;2002;;;1;;;
Damianópolis;2003;;;1;;;
Damianópolis;2004;  ;  ;2;  ;  ;  
Damianópolis;2005;  ;  ;2;  ;  ;  
Damianópolis;2006;  ;2;2;  ;  ;  
Damianópolis;2007;  ;2;4;3;  ;  
Damianópolis;2008;  ;  ;3;1;  ;  
Damianópolis;2009;  ;  ;3;5;  ;  
Damianópolis;2010;  ;2;3;2;  ;  
Damianópolis;2011;;;4;3;;
Damianópolis;2012;;2;4;2;;
Damianópolis;2013;;6;4;3;;
Damianópolis;2014;;1;7;3;;
Damianópolis;2015;;1;9;11;;
Damianópolis;2016;;1;3;13;;
Damianópolis;2017;;1;3;12;;
Damianópolis;2018;  ;1;2;12;  ;  
Damolândia;1999;12;4;2;  ;  ;  
Damolândia;2000;12;  ;2;1;  ;  
Damolândia;2001;9;1;1;1;  ;  
Damolândia;2002;9;5;2;1;;
Damolândia;2003;6;4;1;1;;
Damolândia;2004;1;  ;1;1;  ;  
Damolândia;2005;2;  ;1;2;  ;  
Damolândia;2006;2;  ;1;2;  ;  
Damolândia;2007;1;1;1;2;  ;  
Damolândia;2008;2;2;1;3;  ;  
Damolândia;2009;2;7;1;3;  ;  
Damolândia;2010;2;19;1;1;  ;  
Damolândia;2011;1;11;1;3;;
Damolândia;2012;1;12;6;3;34;
Damolândia;2013;2;1;4;5;1;
Damolândia;2014;2;12;8;13;1;
Damolândia;2015;1;13;7;14;1;
Damolândia;2016;1;10;1;10;1;
Damolândia;2017;;9;2;9;2;
Damolândia;2018;  ;10;2;8;2;  
Davinópolis;1999;  ;  ;2;  ;  ;  
Davinópolis;2000;  ;  ;1;  ;  ;  
Davinópolis;2001;  ;  ;1;  ;  ;  
Davinópolis;2002;;;4;;;
Davinópolis;2003;;;2;;;
Davinópolis;2004;  ;  ;1;  ;  ;  
Davinópolis;2005;  ;  ;1;  ;  ;  
Davinópolis;2006;  ;  ;2;  ;  ;  
Davinópolis;2007;  ;  ;4;1;  ;  
Davinópolis;2008;  ;2;2;3;  ;  
Davinópolis;2009;  ;3;2;5;  ;  
Davinópolis;2010;  ;5;1;2;  ;  
Davinópolis;2011;;;1;;;
Davinópolis;2012;;3;1;;;
Davinópolis;2013;;2;1;3;;
Davinópolis;2014;;2;2;;;
Davinópolis;2015;;;3;;;
Davinópolis;2016;;2;2;;;
Davinópolis;2017;;3;2;;;
Davinópolis;2018;  ;3;2;9;  ;  
Diorama;1999;  ;  ;1;  ;  ;  
Diorama;2000;  ;  ;1;  ;  ;  
Diorama;2001;  ;  ;1;2;  ;  
Diorama;2002;;1;2;2;;
Diorama;2003;;1;1;2;;
Diorama;2004;  ;1;1;1;  ;  
Diorama;2005;  ;1;1;1;  ;  
Diorama;2006;  ;2;1;1;  ;  
Diorama;2007;  ;2;3;1;  ;  
Diorama;2008;  ;1;2;1;  ;  
Diorama;2009;  ;2;1;1;  ;  
Diorama;2010;  ;2;1;1;  ;  
Diorama;2011;;2;1;1;;
Diorama;2012;;2;2;;;
Diorama;2013;;2;2;;;
Diorama;2014;;2;1;11;60;10
Diorama;2015;;2;2;1;;
Diorama;2016;;2;2;2;;
Diorama;2017;;2;2;2;;
Diorama;2018;  ;2;1;2;  ;  
Divinópolis de Goiás;1999;  ;  ;1;  ;  ;  
Divinópolis de Goiás;2000;  ;  ;2;  ;  ;  
Divinópolis de Goiás;2001;  ;  ;2;1;  ;  
Divinópolis de Goiás;2002;2;;2;;;
Divinópolis de Goiás;2003;2;;3;1;;
Divinópolis de Goiás;2004;2;  ;4;2;  ;  
Divinópolis de Goiás;2005;4;  ;4;2;  ;  
Divinópolis de Goiás;2006;5;  ;4;2;  ;  
Divinópolis de Goiás;2007;4;  ;5;1;  ;  
Divinópolis de Goiás;2008;5;  ;  ;  ;  ;  
Divinópolis de Goiás;2009;4;  ;3;1;  ;  
Divinópolis de Goiás;2010;5;  ;3;1;  ;  
Divinópolis de Goiás;2011;5;;3;17;;
Divinópolis de Goiás;2012;5;;4;3;;
Divinópolis de Goiás;2013;4;;3;13;1;
Divinópolis de Goiás;2014;4;;3;14;;
Divinópolis de Goiás;2015;4;1;3;6;;
Divinópolis de Goiás;2016;5;1;2;7;;
Divinópolis de Goiás;2017;4;1;2;10;;
Divinópolis de Goiás;2018;10;5;40;19;1;2
Doverlândia;1999;5;1;4;7;10;  
Doverlândia;2000;7;  ;4;6;9;  
Doverlândia;2001;6;  ;3;6;  ;  
Doverlândia;2002;6;1;3;7;;
Doverlândia;2003;6;3;10;12;;
Doverlândia;2004;7;2;8;12;  ;3
Doverlândia;2005;9;2;8;8;  ;3
Doverlândia;2006;7;1;14;12;  ;3
Doverlândia;2007;8;5;19;17;  ;2
Doverlândia;2008;8;3;19;14;  ;3
Doverlândia;2009;8;3;20;12;  ;2
Doverlândia;2010;9;5;21;15;1;2
Doverlândia;2011;9;5;23;17;;2
Doverlândia;2012;8;5;28;17;;2
Doverlândia;2013;9;4;26;21;;2
Doverlândia;2014;7;6;29;22;;2
Doverlândia;2015;9;2;27;23;;2
Doverlândia;2016;8;4;27;24;;2
Doverlândia;2017;7;5;34;21;;2
Doverlândia;2018;3;1;12;6;  ;1
Edealina;1999;  ;  ;1;1;1;  
Edealina;2000;  ;1;1;2;  ;  
Edealina;2001;  ;  ;1;1;  ;  
Edealina;2002;;;1;1;;
Edealina;2003;;;2;1;;
Edealina;2004;  ;2;2;1;  ;  
Edealina;2005;  ;1;2;1;  ;  
Edealina;2006;  ;1;9;  ;  ;  
Edealina;2007;  ;2;14;1;  ;  
Edealina;2008;  ;1;12;1;  ;  
Edealina;2009;  ;1;11;3;1;  
Edealina;2010;  ;1;4;2;  ;  
Edealina;2011;;2;9;4;;
Edealina;2012;;;11;2;;
Edealina;2013;2;1;12;11;;
Edealina;2014;2;;13;25;;
Edealina;2015;3;;13;20;;
Edealina;2016;3;60;14;26;;
Edealina;2017;3;2;14;2;;
Edealina;2018;26;52;143;74;29;45
Edéia;1999;22;12;23;12;8;27
Edéia;2000;18;19;21;18;11;22
Edéia;2001;17;19;37;10;11;21
Edéia;2002;16;3;33;7;12;19
Edéia;2003;14;4;32;13;14;23
Edéia;2004;16;4;32;12;15;28
Edéia;2005;17;6;30;41;12;  
Edéia;2006;14;7;28;32;14;34
Edéia;2007;12;13;32;33;15;36
Edéia;2008;12;22;27;37;14;35
Edéia;2009;11;25;48;31;15;37
Edéia;2010;17;28;36;35;175;38
Edéia;2011;19;24;67;39;55;42
Edéia;2012;26;33;81;50;36;41
Edéia;2013;23;25;135;53;9;45
Edéia;2014;23;33;192;60;32;43
Edéia;2015;25;37;137;72;28;50
Edéia;2016;26;44;106;69;20;47
Edéia;2017;28;56;108;80;22;50
Edéia;2018;  ;2;2;8;  ;  
Estrela do Norte;1999;4;2;2;1;  ;  
Estrela do Norte;2000;3;1;1;2;  ;  
Estrela do Norte;2001;3;  ;1;2;  ;  
Estrela do Norte;2002;5;;1;4;;
Estrela do Norte;2003;4;;1;3;;
Estrela do Norte;2004;  ;  ;1;2;  ;  
Estrela do Norte;2005;  ;  ;1;5;  ;  
Estrela do Norte;2006;  ;  ;2;4;  ;  
Estrela do Norte;2007;  ;  ;2;5;  ;  
Estrela do Norte;2008;  ;  ;2;8;  ;  
Estrela do Norte;2009;  ;1;5;5;  ;  
Estrela do Norte;2010;  ;2;3;15;  ;  
Estrela do Norte;2011;;1;3;17;;
Estrela do Norte;2012;;;3;7;;
Estrela do Norte;2013;;1;3;6;;
Estrela do Norte;2014;;5;3;6;;1
Estrela do Norte;2015;;2;3;9;;1
Estrela do Norte;2016;;2;3;9;;1
Estrela do Norte;2017;;;2;8;;1
Estrela do Norte;2018;7;4;18;48;  ;  
Faina;1999;  ;  ;1;16;  ;  
Faina;2000;  ;  ;1;12;  ;  
Faina;2001;  ;  ;1;18;  ;  
Faina;2002;;;3;20;;
Faina;2003;;;1;17;;
Faina;2004;  ;  ;3;15;  ;  
Faina;2005;  ;  ;1;17;1;  
Faina;2006;  ;  ;6;18;  ;  
Faina;2007;  ;3;9;6;  ;  
Faina;2008;  ;  ;5;9;  ;1
Faina;2009;  ;  ;3;44;  ;  
Faina;2010;  ;1;2;55;  ;  
Faina;2011;;3;9;80;96;1
Faina;2012;;2;9;18;80;
Faina;2013;;2;9;25;;
Faina;2014;;8;10;35;1;1
Faina;2015;6;3;11;46;1;1
Faina;2016;6;13;16;33;;1
Faina;2017;6;4;17;26;;
Faina;2018;9;20;9;10;5;2
Fazenda Nova;1999;5;4;3;10;  ;  
Fazenda Nova;2000;7;3;4;5;  ;  
Fazenda Nova;2001;6;4;3;11;  ;  
Fazenda Nova;2002;12;2;3;6;;
Fazenda Nova;2003;10;4;3;6;;
Fazenda Nova;2004;11;8;3;11;  ;  
Fazenda Nova;2005;11;9;5;9;  ;  
Fazenda Nova;2006;11;8;20;16;  ;  
Fazenda Nova;2007;11;26;4;10;  ;  
Fazenda Nova;2008;11;31;5;9;  ;1
Fazenda Nova;2009;12;49;4;8;  ;1
Fazenda Nova;2010;15;49;3;11;  ;1
Fazenda Nova;2011;15;47;6;11;;1
Fazenda Nova;2012;15;36;5;11;1;
Fazenda Nova;2013;14;40;8;11;;1
Fazenda Nova;2014;14;40;5;11;;2
Fazenda Nova;2015;7;40;4;12;1;2
Fazenda Nova;2016;8;51;4;12;4;2
Fazenda Nova;2017;7;43;8;13;4;2
Fazenda Nova;2018;17;87;7;40;35;14
Firminópolis;1999;14;8;9;34;13;20
Firminópolis;2000;13;13;7;41;15;14
Firminópolis;2001;9;19;5;46;16;15
Firminópolis;2002;13;12;11;55;14;11
Firminópolis;2003;12;10;8;36;18;11
Firminópolis;2004;7;11;7;42;13;7
Firminópolis;2005;8;13;4;48;3;2
Firminópolis;2006;9;11;7;28;27;1
Firminópolis;2007;9;18;8;37;27;  
Firminópolis;2008;9;18;7;28;26;6
Firminópolis;2009;10;18;10;27;7;7
Firminópolis;2010;13;19;12;31;32;5
Firminópolis;2011;13;18;5;24;39;7
Firminópolis;2012;17;53;7;25;110;6
Firminópolis;2013;19;63;8;30;27;6
Firminópolis;2014;18;81;12;40;32;9
Firminópolis;2015;17;90;13;48;34;9
Firminópolis;2016;19;107;6;42;35;10
Firminópolis;2017;17;111;6;40;33;15
Firminópolis;2018;  ;3;3;24;  ;  
Flores de Goiás;1999;  ;  ;1;  ;  ;  
Flores de Goiás;2000;  ;  ;1;2;  ;  
Flores de Goiás;2001;  ;1;1;3;  ;  
Flores de Goiás;2002;;;3;9;;
Flores de Goiás;2003;;;3;18;1;
Flores de Goiás;2004;  ;  ;4;17;  ;  
Flores de Goiás;2005;  ;  ;4;10;  ;  
Flores de Goiás;2006;1;  ;3;18;  ;  
Flores de Goiás;2007;1;  ;5;23;  ;  
Flores de Goiás;2008;1;  ;4;23;  ;  
Flores de Goiás;2009;1;5;3;44;  ;  
Flores de Goiás;2010;  ;3;3;25;  ;  
Flores de Goiás;2011;;;4;30;;
Flores de Goiás;2012;;;3;30;;
Flores de Goiás;2013;;;4;31;;
Flores de Goiás;2014;2;1;4;25;;
Flores de Goiás;2015;;2;4;45;;
Flores de Goiás;2016;;1;3;28;;1
Flores de Goiás;2017;;7;3;27;;1
Flores de Goiás;2018;146;1360;790;1325;566;847
Formosa;1999;101;123;222;271;118;344
Formosa;2000;124;113;257;323;130;254
Formosa;2001;99;149;285;413;156;305
Formosa;2002;96;156;271;448;230;324
Formosa;2003;90;140;337;553;221;382
Formosa;2004;98;160;344;594;239;449
Formosa;2005;98;195;298;569;117;557
Formosa;2006;101;166;349;636;248;527
Formosa;2007;108;165;394;672;258;528
Formosa;2008;111;189;341;716;245;598
Formosa;2009;116;418;412;753;251;653
Formosa;2010;133;254;429;874;284;695
Formosa;2011;144;323;443;903;297;714
Formosa;2012;147;563;499;1020;350;774
Formosa;2013;161;694;525;1187;351;900
Formosa;2014;164;746;528;1432;360;771
Formosa;2015;170;843;526;1419;409;802
Formosa;2016;148;1219;566;1397;409;792
Formosa;2017;140;1617;578;1404;401;791
Formosa;2018;3;9;4;4;3;  
Formoso;1999;9;1;1;15;  ;  
Formoso;2000;8;3;1;5;  ;  
Formoso;2001;7;9;1;3;  ;  
Formoso;2002;8;2;2;3;;
Formoso;2003;7;;2;2;;
Formoso;2004;2;1;3;3;  ;  
Formoso;2005;2;1;2;7;  ;  
Formoso;2006;3;2;2;4;  ;  
