Localidade;Ano;PopulacaoContagemTotal;PopulacaoContagemMasculina;PopulacaoContagemFeminina;PopulacaoContagemUrbana;PopulacaoContagemRural;PopulacaoContagem0-4;PopulacaoContagem5-9;PopulacaoContagem10-14;PopulacaoContagem15-19;PopulacaoContagem20-29;PopulacaoContagem30-39;PopulacaoContagem40-49;PopulacaoContagem50-59;PopulacaoContagem60-69;PopulacaoContagem70-79;PopulacaoContagem80;PopulacaoContagemIdadeIgnorada
Moiporá;1996;2070;1099;971;1255;815;195;172;196;201;369;339;221;193;113;42;24;5
Moiporá;2007;1848;955;893;1241;607;127;137;145;138;259;265;278;222;155;75;34;
Moiporá;2011;;;;;;;;;;;;;;;;;
Moiporá;2012;;;;;;;;;;;;;;;;;
Moiporá;2013;;;;;;;;;;;;;;;;;
Moiporá;2014;;;;;;;;;;;;;;;;;
Moiporá;2015;;;;;;;;;;;;;;;;;
Moiporá;2016;;;;;;;;;;;;;;;;;
Moiporá;2017;;;;;;;;;;;;;;;;;
Moiporá;2018;;;;;;;;;;;;;;;;;
Moiporá;2019;;;;;;;;;;;;;;;;;
Moiporá;2020;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;1996;6888;3630;3258;2582;4306;739;930;1027;751;1018;833;557;471;322;144;73;23
Monte Alegre de Goiás;2007;7155;3758;3397;3121;4034;657;601;592;606;1104;703;650;464;306;208;87;
Monte Alegre de Goiás;2011;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;2012;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;2013;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;2014;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;2015;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;2016;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;2017;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;2018;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;2019;;;;;;;;;;;;;;;;;
Monte Alegre de Goiás;2020;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;1996;8196;4337;3859;4875;3321;819;791;819;834;1581;1257;883;598;385;154;71;4
Montes Claros de Goiás;2007;7844;4080;3739;4856;2988;550;550;664;660;1268;1210;1046;726;526;297;103;
Montes Claros de Goiás;2011;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;2012;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;2013;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;2014;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;2015;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;2016;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;2017;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;2018;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;2019;;;;;;;;;;;;;;;;;
Montes Claros de Goiás;2020;;;;;;;;;;;;;;;;;
Montividiu;1996;6300;3323;2977;4317;1983;729;712;703;610;1206;1093;621;324;177;83;27;15
Montividiu;2007;9255;4744;4436;7342;1913;874;807;943;1026;1825;1577;1233;706;324;179;61;
Montividiu;2011;;;;;;;;;;;;;;;;;
Montividiu;2012;;;;;;;;;;;;;;;;;
Montividiu;2013;;;;;;;;;;;;;;;;;
Montividiu;2014;;;;;;;;;;;;;;;;;
Montividiu;2015;;;;;;;;;;;;;;;;;
Montividiu;2016;;;;;;;;;;;;;;;;;
Montividiu;2017;;;;;;;;;;;;;;;;;
Montividiu;2018;;;;;;;;;;;;;;;;;
Montividiu;2019;;;;;;;;;;;;;;;;;
Montividiu;2020;;;;;;;;;;;;;;;;;
Montividiu do Norte;1996;2610;1369;1241;1150;1460;248;289;334;305;450;370;262;175;99;62;15;1
Montividiu do Norte;2007;4395;2366;2027;1282;3113;487;482;465;451;838;706;647;444;249;97;50;
Montividiu do Norte;2011;;;;;;;;;;;;;;;;;
Montividiu do Norte;2012;;;;;;;;;;;;;;;;;
Montividiu do Norte;2013;;;;;;;;;;;;;;;;;
Montividiu do Norte;2014;;;;;;;;;;;;;;;;;
Montividiu do Norte;2015;;;;;;;;;;;;;;;;;
Montividiu do Norte;2016;;;;;;;;;;;;;;;;;
Montividiu do Norte;2017;;;;;;;;;;;;;;;;;
Montividiu do Norte;2018;;;;;;;;;;;;;;;;;
Montividiu do Norte;2019;;;;;;;;;;;;;;;;;
Montividiu do Norte;2020;;;;;;;;;;;;;;;;;
Morrinhos;1996;33547;16896;16651;27629;5918;3042;3157;3280;3265;5922;5011;3886;2750;1862;922;356;94
Morrinhos;2007;38997;19433;19313;33251;5746;3025;3099;3382;3495;6797;6340;5548;4103;2679;1594;670;
Morrinhos;2011;;;;;;;;;;;;;;;;;
Morrinhos;2012;;;;;;;;;;;;;;;;;
Morrinhos;2013;;;;;;;;;;;;;;;;;
Morrinhos;2014;;;;;;;;;;;;;;;;;
Morrinhos;2015;;;;;;;;;;;;;;;;;
Morrinhos;2016;;;;;;;;;;;;;;;;;
Morrinhos;2017;;;;;;;;;;;;;;;;;
Morrinhos;2018;;;;;;;;;;;;;;;;;
Morrinhos;2019;;;;;;;;;;;;;;;;;
Morrinhos;2020;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;1996;2361;1214;1147;1379;982;214;194;249;230;434;344;294;189;130;60;20;3
Morro Agudo de Goiás;2007;2339;1177;1127;1567;772;200;209;199;190;390;400;342;268;147;85;30;
Morro Agudo de Goiás;2011;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;2012;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;2013;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;2014;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;2015;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;2016;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;2017;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;2018;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;2019;;;;;;;;;;;;;;;;;
Morro Agudo de Goiás;2020;;;;;;;;;;;;;;;;;
Mossâmedes;1996;6449;3378;3071;3660;2789;611;644;731;632;1196;957;628;522;321;146;60;1
Mossâmedes;2007;4954;2521;2404;3472;1482;312;295;384;411;772;698;714;515;387;213;72;
Mossâmedes;2011;;;;;;;;;;;;;;;;;
Mossâmedes;2012;;;;;;;;;;;;;;;;;
Mossâmedes;2013;;;;;;;;;;;;;;;;;
Mossâmedes;2014;;;;;;;;;;;;;;;;;
Mossâmedes;2015;;;;;;;;;;;;;;;;;
Mossâmedes;2016;;;;;;;;;;;;;;;;;
Mossâmedes;2017;;;;;;;;;;;;;;;;;
Mossâmedes;2018;;;;;;;;;;;;;;;;;
Mossâmedes;2019;;;;;;;;;;;;;;;;;
Mossâmedes;2020;;;;;;;;;;;;;;;;;
Mozarlândia;1996;10182;5222;4960;8278;1904;961;1101;1209;1173;1926;1517;982;699;384;162;63;5
Mozarlândia;2007;13123;6588;6270;10832;2291;1028;1017;1062;1126;2310;1955;1477;947;679;373;154;
Mozarlândia;2011;;;;;;;;;;;;;;;;;
Mozarlândia;2012;;;;;;;;;;;;;;;;;
Mozarlândia;2013;;;;;;;;;;;;;;;;;
Mozarlândia;2014;;;;;;;;;;;;;;;;;
Mozarlândia;2015;;;;;;;;;;;;;;;;;
Mozarlândia;2016;;;;;;;;;;;;;;;;;
Mozarlândia;2017;;;;;;;;;;;;;;;;;
Mozarlândia;2018;;;;;;;;;;;;;;;;;
Mozarlândia;2019;;;;;;;;;;;;;;;;;
Mozarlândia;2020;;;;;;;;;;;;;;;;;
Mundo Novo;1996;5534;2884;2650;4489;1045;595;582;704;660;1025;685;569;333;223;104;36;18
Mundo Novo;2007;6877;3605;3195;3974;2903;894;871;918;935;2021;1595;1291;947;532;254;94;
Mundo Novo;2011;;;;;;;;;;;;;;;;;
Mundo Novo;2012;;;;;;;;;;;;;;;;;
Mundo Novo;2013;;;;;;;;;;;;;;;;;
Mundo Novo;2014;;;;;;;;;;;;;;;;;
Mundo Novo;2015;;;;;;;;;;;;;;;;;
Mundo Novo;2016;;;;;;;;;;;;;;;;;
Mundo Novo;2017;;;;;;;;;;;;;;;;;
Mundo Novo;2018;;;;;;;;;;;;;;;;;
Mundo Novo;2019;;;;;;;;;;;;;;;;;
Mundo Novo;2020;;;;;;;;;;;;;;;;;
Mutunópolis;1996;4345;2261;2084;2877;1468;454;458;494;505;804;617;397;273;213;89;40;1
Mutunópolis;2007;3954;2022;1825;2682;1272;314;314;336;343;690;575;506;332;244;150;63;
Mutunópolis;2011;;;;;;;;;;;;;;;;;
Mutunópolis;2012;;;;;;;;;;;;;;;;;
Mutunópolis;2013;;;;;;;;;;;;;;;;;
Mutunópolis;2014;;;;;;;;;;;;;;;;;
Mutunópolis;2015;;;;;;;;;;;;;;;;;
Mutunópolis;2016;;;;;;;;;;;;;;;;;
Mutunópolis;2017;;;;;;;;;;;;;;;;;
Mutunópolis;2018;;;;;;;;;;;;;;;;;
Mutunópolis;2019;;;;;;;;;;;;;;;;;
Mutunópolis;2020;;;;;;;;;;;;;;;;;
Nazário;1996;6758;3447;3311;4968;1790;601;639;762;720;1183;1047;728;487;356;168;64;3
Nazário;2007;7223;3657;3555;6702;521;528;542;585;631;1200;1063;987;670;414;255;87;
Nazário;2011;;;;;;;;;;;;;;;;;
Nazário;2012;;;;;;;;;;;;;;;;;
Nazário;2013;;;;;;;;;;;;;;;;;
Nazário;2014;;;;;;;;;;;;;;;;;
Nazário;2015;;;;;;;;;;;;;;;;;
Nazário;2016;;;;;;;;;;;;;;;;;
Nazário;2017;;;;;;;;;;;;;;;;;
Nazário;2018;;;;;;;;;;;;;;;;;
Nazário;2019;;;;;;;;;;;;;;;;;
Nazário;2020;;;;;;;;;;;;;;;;;
Nerópolis;1996;15241;7603;7638;13811;1430;1429;1661;1652;1678;2873;2315;1493;1025;684;286;115;30
Nerópolis;2007;19392;9467;9713;18220;1172;2043;2014;2119;2221;4526;3820;2967;1773;1037;598;218;
Nerópolis;2011;;;;;;;;;;;;;;;;;
Nerópolis;2012;;;;;;;;;;;;;;;;;
Nerópolis;2013;;;;;;;;;;;;;;;;;
Nerópolis;2014;;;;;;;;;;;;;;;;;
Nerópolis;2015;;;;;;;;;;;;;;;;;
Nerópolis;2016;;;;;;;;;;;;;;;;;
Nerópolis;2017;;;;;;;;;;;;;;;;;
Nerópolis;2018;;;;;;;;;;;;;;;;;
Nerópolis;2019;;;;;;;;;;;;;;;;;
Nerópolis;2020;;;;;;;;;;;;;;;;;
Niquelândia;1996;36069;18564;17505;25133;10936;3741;4313;4560;4197;6163;5169;3433;2211;1420;644;180;38
Niquelândia;2007;38517;19872;18551;29342;9175;3368;3253;3156;3407;6978;5328;4711;3080;1962;1060;416;
Niquelândia;2011;;;;;;;;;;;;;;;;;
Niquelândia;2012;;;;;;;;;;;;;;;;;
Niquelândia;2013;;;;;;;;;;;;;;;;;
Niquelândia;2014;;;;;;;;;;;;;;;;;
Niquelândia;2015;;;;;;;;;;;;;;;;;
Niquelândia;2016;;;;;;;;;;;;;;;;;
Niquelândia;2017;;;;;;;;;;;;;;;;;
Niquelândia;2018;;;;;;;;;;;;;;;;;
Niquelândia;2019;;;;;;;;;;;;;;;;;
Niquelândia;2020;;;;;;;;;;;;;;;;;
Nova América;1996;2183;1127;1056;1342;841;188;225;237;223;375;344;215;165;134;59;17;1
Nova América;2007;2200;1129;1071;1532;668;173;197;179;193;359;343;301;224;187;122;49;
Nova América;2011;;;;;;;;;;;;;;;;;
Nova América;2012;;;;;;;;;;;;;;;;;
Nova América;2013;;;;;;;;;;;;;;;;;
Nova América;2014;;;;;;;;;;;;;;;;;
Nova América;2015;;;;;;;;;;;;;;;;;
Nova América;2016;;;;;;;;;;;;;;;;;
Nova América;2017;;;;;;;;;;;;;;;;;
Nova América;2018;;;;;;;;;;;;;;;;;
Nova América;2019;;;;;;;;;;;;;;;;;
Nova América;2020;;;;;;;;;;;;;;;;;
Nova Aurora;1996;1898;999;899;1638;260;131;143;170;197;349;300;245;165;126;53;17;2
Nova Aurora;2007;2094;1055;960;1754;340;122;131;117;125;344;319;316;235;149;99;32;
Nova Aurora;2011;;;;;;;;;;;;;;;;;
Nova Aurora;2012;;;;;;;;;;;;;;;;;
Nova Aurora;2013;;;;;;;;;;;;;;;;;
Nova Aurora;2014;;;;;;;;;;;;;;;;;
Nova Aurora;2015;;;;;;;;;;;;;;;;;
Nova Aurora;2016;;;;;;;;;;;;;;;;;
Nova Aurora;2017;;;;;;;;;;;;;;;;;
Nova Aurora;2018;;;;;;;;;;;;;;;;;
Nova Aurora;2019;;;;;;;;;;;;;;;;;
Nova Aurora;2020;;;;;;;;;;;;;;;;;
Nova Crixás;1996;10323;5462;4861;6797;3526;1134;1214;1297;1211;1849;1480;969;625;359;155;25;5
Nova Crixás;2007;12603;6625;5856;8039;4564;999;973;960;1011;2115;1707;1428;929;563;250;83;
Nova Crixás;2011;;;;;;;;;;;;;;;;;
Nova Crixás;2012;;;;;;;;;;;;;;;;;
Nova Crixás;2013;;;;;;;;;;;;;;;;;
Nova Crixás;2014;;;;;;;;;;;;;;;;;
Nova Crixás;2015;;;;;;;;;;;;;;;;;
Nova Crixás;2016;;;;;;;;;;;;;;;;;
Nova Crixás;2017;;;;;;;;;;;;;;;;;
Nova Crixás;2018;;;;;;;;;;;;;;;;;
Nova Crixás;2019;;;;;;;;;;;;;;;;;
Nova Crixás;2020;;;;;;;;;;;;;;;;;
Nova Glória;1996;9111;4647;4464;5484;3627;808;858;923;909;1560;1313;939;770;568;331;113;19
Nova Glória;2007;8470;4183;4180;5482;2988;692;729;750;751;1453;1346;1284;894;716;460;246;
Nova Glória;2011;;;;;;;;;;;;;;;;;
Nova Glória;2012;;;;;;;;;;;;;;;;;
Nova Glória;2013;;;;;;;;;;;;;;;;;
Nova Glória;2014;;;;;;;;;;;;;;;;;
Nova Glória;2015;;;;;;;;;;;;;;;;;
Nova Glória;2016;;;;;;;;;;;;;;;;;
Nova Glória;2017;;;;;;;;;;;;;;;;;
Nova Glória;2018;;;;;;;;;;;;;;;;;
Nova Glória;2019;;;;;;;;;;;;;;;;;
Nova Glória;2020;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;1996;2835;1466;1369;1529;1306;219;282;356;356;518;389;313;208;113;56;25;
Nova Iguaçu de Goiás;2007;2622;1350;1272;1763;859;184;192;187;188;384;317;271;233;157;86;39;
Nova Iguaçu de Goiás;2011;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;2012;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;2013;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;2014;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;2015;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;2016;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;2017;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;2018;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;2019;;;;;;;;;;;;;;;;;
Nova Iguaçu de Goiás;2020;;;;;;;;;;;;;;;;;
Nova Roma;1996;3995;2140;1855;1424;2571;431;525;556;450;538;512;374;291;183;95;39;1
Nova Roma;2007;3555;1866;1646;1484;2071;246;230;249;283;512;333;368;282;197;116;47;
Nova Roma;2011;;;;;;;;;;;;;;;;;
Nova Roma;2012;;;;;;;;;;;;;;;;;
Nova Roma;2013;;;;;;;;;;;;;;;;;
Nova Roma;2014;;;;;;;;;;;;;;;;;
Nova Roma;2015;;;;;;;;;;;;;;;;;
Nova Roma;2016;;;;;;;;;;;;;;;;;
Nova Roma;2017;;;;;;;;;;;;;;;;;
Nova Roma;2018;;;;;;;;;;;;;;;;;
Nova Roma;2019;;;;;;;;;;;;;;;;;
Nova Roma;2020;;;;;;;;;;;;;;;;;
Nova Veneza;1996;5809;2964;2845;4532;1277;518;565;620;571;1082;846;609;446;325;157;50;20
Nova Veneza;2007;6884;3411;3335;5875;1009;604;643;620;669;1404;1203;984;674;445;258;109;
Nova Veneza;2011;;;;;;;;;;;;;;;;;
Nova Veneza;2012;;;;;;;;;;;;;;;;;
Nova Veneza;2013;;;;;;;;;;;;;;;;;
Nova Veneza;2014;;;;;;;;;;;;;;;;;
Nova Veneza;2015;;;;;;;;;;;;;;;;;
Nova Veneza;2016;;;;;;;;;;;;;;;;;
Nova Veneza;2017;;;;;;;;;;;;;;;;;
Nova Veneza;2018;;;;;;;;;;;;;;;;;
Nova Veneza;2019;;;;;;;;;;;;;;;;;
Nova Veneza;2020;;;;;;;;;;;;;;;;;
Novo Brasil;1996;4561;2350;2211;2814;1747;415;462;470;437;752;684;554;407;230;94;54;2
Novo Brasil;2007;3451;1742;1682;2208;1243;252;245;260;305;596;532;546;408;297;151;69;
Novo Brasil;2011;;;;;;;;;;;;;;;;;
Novo Brasil;2012;;;;;;;;;;;;;;;;;
Novo Brasil;2013;;;;;;;;;;;;;;;;;
Novo Brasil;2014;;;;;;;;;;;;;;;;;
Novo Brasil;2015;;;;;;;;;;;;;;;;;
Novo Brasil;2016;;;;;;;;;;;;;;;;;
Novo Brasil;2017;;;;;;;;;;;;;;;;;
Novo Brasil;2018;;;;;;;;;;;;;;;;;
Novo Brasil;2019;;;;;;;;;;;;;;;;;
Novo Brasil;2020;;;;;;;;;;;;;;;;;
Novo Gama;1996;;;;;;;;;;;;;;;;;
Novo Gama;2007;83599;40009;41367;81668;1931;12205;11300;10541;9694;20187;16971;9595;5221;2610;1064;389;
Novo Gama;2011;;;;;;;;;;;;;;;;;
Novo Gama;2012;;;;;;;;;;;;;;;;;
Novo Gama;2013;;;;;;;;;;;;;;;;;
Novo Gama;2014;;;;;;;;;;;;;;;;;
Novo Gama;2015;;;;;;;;;;;;;;;;;
Novo Gama;2016;;;;;;;;;;;;;;;;;
Novo Gama;2017;;;;;;;;;;;;;;;;;
Novo Gama;2018;;;;;;;;;;;;;;;;;
Novo Gama;2019;;;;;;;;;;;;;;;;;
Novo Gama;2020;;;;;;;;;;;;;;;;;
Novo Planalto;1996;3739;1943;1796;3168;571;356;434;488;428;692;527;332;230;145;82;25;
Novo Planalto;2007;3986;2097;1886;2520;1466;230;236;222;247;487;412;310;204;148;83;37;
Novo Planalto;2011;;;;;;;;;;;;;;;;;
Novo Planalto;2012;;;;;;;;;;;;;;;;;
Novo Planalto;2013;;;;;;;;;;;;;;;;;
Novo Planalto;2014;;;;;;;;;;;;;;;;;
Novo Planalto;2015;;;;;;;;;;;;;;;;;
Novo Planalto;2016;;;;;;;;;;;;;;;;;
Novo Planalto;2017;;;;;;;;;;;;;;;;;
Novo Planalto;2018;;;;;;;;;;;;;;;;;
Novo Planalto;2019;;;;;;;;;;;;;;;;;
Novo Planalto;2020;;;;;;;;;;;;;;;;;
Orizona;1996;13068;6795;6273;6106;6962;1222;1297;1289;1282;2406;1906;1371;1039;728;353;140;35
Orizona;2007;14374;7483;6861;7667;6707;1043;1044;1113;1122;2180;2194;1875;1354;918;514;215;
Orizona;2011;;;;;;;;;;;;;;;;;
Orizona;2012;;;;;;;;;;;;;;;;;
Orizona;2013;;;;;;;;;;;;;;;;;
Orizona;2014;;;;;;;;;;;;;;;;;
Orizona;2015;;;;;;;;;;;;;;;;;
Orizona;2016;;;;;;;;;;;;;;;;;
Orizona;2017;;;;;;;;;;;;;;;;;
Orizona;2018;;;;;;;;;;;;;;;;;
Orizona;2019;;;;;;;;;;;;;;;;;
Orizona;2020;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;1996;4513;2347;2166;2523;1990;451;452;437;464;824;685;504;330;220;88;42;16
Ouro Verde de Goiás;2007;4430;2119;2044;2838;1592;373;386;381;387;721;683;589;439;283;144;59;
Ouro Verde de Goiás;2011;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;2012;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;2013;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;2014;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;2015;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;2016;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;2017;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;2018;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;2019;;;;;;;;;;;;;;;;;
Ouro Verde de Goiás;2020;;;;;;;;;;;;;;;;;
Ouvidor;1996;4013;2096;1917;3056;957;328;348;411;426;694;605;470;333;255;105;35;3
Ouvidor;2007;4736;2459;2272;4111;625;298;315;369;374;801;757;685;483;362;224;87;
Ouvidor;2011;;;;;;;;;;;;;;;;;
Ouvidor;2012;;;;;;;;;;;;;;;;;
Ouvidor;2013;;;;;;;;;;;;;;;;;
Ouvidor;2014;;;;;;;;;;;;;;;;;
Ouvidor;2015;;;;;;;;;;;;;;;;;
Ouvidor;2016;;;;;;;;;;;;;;;;;
Ouvidor;2017;;;;;;;;;;;;;;;;;
Ouvidor;2018;;;;;;;;;;;;;;;;;
Ouvidor;2019;;;;;;;;;;;;;;;;;
Ouvidor;2020;;;;;;;;;;;;;;;;;
Padre Bernardo;1996;16879;8670;8209;10938;5941;1702;2013;2284;2071;2997;2116;1484;1092;685;241;123;71
Padre Bernardo;2007;25969;13129;12511;15029;10940;2982;2838;2576;2420;4757;3541;2826;1850;1150;623;220;
Padre Bernardo;2011;;;;;;;;;;;;;;;;;
Padre Bernardo;2012;;;;;;;;;;;;;;;;;
Padre Bernardo;2013;;;;;;;;;;;;;;;;;
Padre Bernardo;2014;;;;;;;;;;;;;;;;;
Padre Bernardo;2015;;;;;;;;;;;;;;;;;
Padre Bernardo;2016;;;;;;;;;;;;;;;;;
Padre Bernardo;2017;;;;;;;;;;;;;;;;;
Padre Bernardo;2018;;;;;;;;;;;;;;;;;
Padre Bernardo;2019;;;;;;;;;;;;;;;;;
Padre Bernardo;2020;;;;;;;;;;;;;;;;;
Palestina de Goiás;1996;3358;1711;1647;1983;1375;335;358;331;344;636;517;347;271;131;59;27;2
Palestina de Goiás;2007;3229;1698;1531;2039;1190;253;241;287;302;572;528;473;338;250;125;49;
Palestina de Goiás;2011;;;;;;;;;;;;;;;;;
Palestina de Goiás;2012;;;;;;;;;;;;;;;;;
Palestina de Goiás;2013;;;;;;;;;;;;;;;;;
Palestina de Goiás;2014;;;;;;;;;;;;;;;;;
Palestina de Goiás;2015;;;;;;;;;;;;;;;;;
Palestina de Goiás;2016;;;;;;;;;;;;;;;;;
Palestina de Goiás;2017;;;;;;;;;;;;;;;;;
Palestina de Goiás;2018;;;;;;;;;;;;;;;;;
Palestina de Goiás;2019;;;;;;;;;;;;;;;;;
Palestina de Goiás;2020;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;1996;17669;9064;8605;13107;4562;1607;1602;1893;1839;3197;2839;1923;1411;832;399;124;3
Palmeiras de Goiás;2007;21199;10692;10292;16763;4436;1382;1447;1500;1580;3203;2933;2754;1868;1231;687;249;
Palmeiras de Goiás;2011;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;2012;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;2013;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;2014;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;2015;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;2016;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;2017;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;2018;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;2019;;;;;;;;;;;;;;;;;
Palmeiras de Goiás;2020;;;;;;;;;;;;;;;;;
Palmelo;1996;2177;1094;1083;2077;100;182;190;214;201;334;347;233;175;150;97;50;4
Palmelo;2007;2260;1109;1144;2088;172;174;180;176;183;376;355;350;264;185;140;83;
Palmelo;2011;;;;;;;;;;;;;;;;;
Palmelo;2012;;;;;;;;;;;;;;;;;
Palmelo;2013;;;;;;;;;;;;;;;;;
Palmelo;2014;;;;;;;;;;;;;;;;;
Palmelo;2015;;;;;;;;;;;;;;;;;
Palmelo;2016;;;;;;;;;;;;;;;;;
Palmelo;2017;;;;;;;;;;;;;;;;;
Palmelo;2018;;;;;;;;;;;;;;;;;
Palmelo;2019;;;;;;;;;;;;;;;;;
Palmelo;2020;;;;;;;;;;;;;;;;;
Palminópolis;1996;3514;1817;1697;2067;1447;375;326;311;330;693;528;361;287;185;82;30;6
Palminópolis;2007;3622;1831;1791;2421;1201;228;213;298;303;543;594;523;325;264;148;63;
Palminópolis;2011;;;;;;;;;;;;;;;;;
Palminópolis;2012;;;;;;;;;;;;;;;;;
Palminópolis;2013;;;;;;;;;;;;;;;;;
Palminópolis;2014;;;;;;;;;;;;;;;;;
Palminópolis;2015;;;;;;;;;;;;;;;;;
Palminópolis;2016;;;;;;;;;;;;;;;;;
Palminópolis;2017;;;;;;;;;;;;;;;;;
Palminópolis;2018;;;;;;;;;;;;;;;;;
Palminópolis;2019;;;;;;;;;;;;;;;;;
Palminópolis;2020;;;;;;;;;;;;;;;;;
Panamá;1996;2607;1380;1227;1804;803;240;213;245;263;459;366;291;257;169;76;27;1
Panamá;2007;2618;1349;1265;1995;623;215;212;243;248;439;496;409;313;239;132;55;
Panamá;2011;;;;;;;;;;;;;;;;;
Panamá;2012;;;;;;;;;;;;;;;;;
Panamá;2013;;;;;;;;;;;;;;;;;
Panamá;2014;;;;;;;;;;;;;;;;;
Panamá;2015;;;;;;;;;;;;;;;;;
Panamá;2016;;;;;;;;;;;;;;;;;
Panamá;2017;;;;;;;;;;;;;;;;;
Panamá;2018;;;;;;;;;;;;;;;;;
Panamá;2019;;;;;;;;;;;;;;;;;
Panamá;2020;;;;;;;;;;;;;;;;;
Paranaiguara;1996;8317;4192;4125;7421;896;736;887;809;833;1430;1204;902;658;514;244;98;2
Paranaiguara;2007;7724;3760;3813;6991;733;594;586;698;784;1425;1341;1190;920;662;405;192;
Paranaiguara;2011;;;;;;;;;;;;;;;;;
Paranaiguara;2012;;;;;;;;;;;;;;;;;
Paranaiguara;2013;;;;;;;;;;;;;;;;;
Paranaiguara;2014;;;;;;;;;;;;;;;;;
Paranaiguara;2015;;;;;;;;;;;;;;;;;
Paranaiguara;2016;;;;;;;;;;;;;;;;;
Paranaiguara;2017;;;;;;;;;;;;;;;;;
Paranaiguara;2018;;;;;;;;;;;;;;;;;
Paranaiguara;2019;;;;;;;;;;;;;;;;;
Paranaiguara;2020;;;;;;;;;;;;;;;;;
Paraúna;1996;11191;5855;5336;7951;3240;1072;1103;1105;1212;2190;1649;1210;757;479;200;84;130
Paraúna;2007;10926;5561;5305;7649;3277;950;938;993;1015;2106;1890;1494;1100;710;356;134;
Paraúna;2011;;;;;;;;;;;;;;;;;
Paraúna;2012;;;;;;;;;;;;;;;;;
Paraúna;2013;;;;;;;;;;;;;;;;;
Paraúna;2014;;;;;;;;;;;;;;;;;
Paraúna;2015;;;;;;;;;;;;;;;;;
Paraúna;2016;;;;;;;;;;;;;;;;;
Paraúna;2017;;;;;;;;;;;;;;;;;
Paraúna;2018;;;;;;;;;;;;;;;;;
Paraúna;2019;;;;;;;;;;;;;;;;;
Paraúna;2020;;;;;;;;;;;;;;;;;
Perolândia;1996;1808;935;873;1265;543;233;175;210;187;306;270;194;106;80;32;9;6
Perolândia;2007;2748;1446;1301;1778;970;395;366;388;386;760;593;481;341;149;53;32;
Perolândia;2011;;;;;;;;;;;;;;;;;
Perolândia;2012;;;;;;;;;;;;;;;;;
Perolândia;2013;;;;;;;;;;;;;;;;;
Perolândia;2014;;;;;;;;;;;;;;;;;
Perolândia;2015;;;;;;;;;;;;;;;;;
Perolândia;2016;;;;;;;;;;;;;;;;;
Perolândia;2017;;;;;;;;;;;;;;;;;
