Localidade	Ano	Existentes/Federal	Existentes/Estadual	Existentes/Municipal	Existentes/Particular	Utilizadas/Federal	Utilizadas/Estadual	Utilizadas/Municipal	Utilizadas/Particular
Guarani de Goiás	2003		19	24					
Guarani de Goiás	2004		16	22					
Guarani de Goiás	2005		16	22					
Guarani de Goiás	2006		16	25					
Guarani de Goiás	2007		17	27					
Guarani de Goiás	2008		32	26			18	25	
Guarani de Goiás	2009		34	23			19	25	
Guarani de Goiás	2010		19	22			24	23	
Guarani de Goiás	2011		40	18			15	18	
Guarani de Goiás	2012		22	16			14	14	
Guarani de Goiás	2013		15	16			15	14	
Guarani de Goiás	2014		15	14			14	16	
Guarani de Goiás	2015		15	13			14	15	
Guarani de Goiás	2016		15	16			14	17	
Guarani de Goiás	2017		15	16			13	18	
Guarinos	2002		10	7					
Guarinos	2003		10	7					
Guarinos	2004		9	7					
Guarinos	2005		9	3					
Guarinos	2006		9	4					
Guarinos	2007		9	3					
Guarinos	2008		10	3			10	3	
Guarinos	2009		10	3			9	3	
Guarinos	2010		10	4			9	5	
Guarinos	2011		10	4			9	4	
Guarinos	2012		9	4			8	8	
Guarinos	2013		9	4			9	8	
Guarinos	2014		9	4			8	8	
Guarinos	2015		9	5			8	7	
Guarinos	2016		9	7			8	7	
Guarinos	2017		11	7			11	7	
Heitoraí	2002		17	12					
Heitoraí	2003		18	16					
Heitoraí	2004		19	11					
Heitoraí	2005		19	9					
Heitoraí	2006		19	11					
Heitoraí	2007		19	9					
Heitoraí	2008		29	9			17	10	
Heitoraí	2009		29	9			17	9	
Heitoraí	2010		29	9			19	9	
Heitoraí	2011		29	10			17	10	
Heitoraí	2012		26	10			16	10	
Heitoraí	2013		19	11			18	14	
Heitoraí	2014		19	11			16	14	
Heitoraí	2015		26	17			17	17	
Heitoraí	2016		27	17			20	17	
Heitoraí	2017		27	17			19	17	
Hidrolândia	2002		26	62	13				
Hidrolândia	2003		26	69	14				
Hidrolândia	2004		27	69	8				
Hidrolândia	2005		31	69	7				
Hidrolândia	2006		28	73	7				
Hidrolândia	2007		38	70					
Hidrolândia	2008		38	74	7		33	69	7
Hidrolândia	2009		44	71	7		37	69	7
Hidrolândia	2010		44	71	9		36	64	8
Hidrolândia	2011		44	82	9		35	82	9
Hidrolândia	2012		41	82	9		35	68	9
Hidrolândia	2013		39	86	9		35	89	9
Hidrolândia	2014		39	82	9		35	84	9
Hidrolina	2002		21	15					
Hidrolina	2003		21	15					
Hidrolina	2004		21	14					
Hidrolina	2005		25	14					
Hidrolina	2006		17	17					
Hidrolina	2007		17	16					
Hidrolina	2008		12	20			10	19	
Hidrolina	2009		12	8			10	8	
Hidrolina	2010		12	9			9	9	
Hidrolina	2011		12	9			10	9	
Hidrolina	2012		12	9			10	9	
Hidrolina	2013		12	9			12	9	
Hidrolina	2014		12	8			10	8	
Hidrolina	2015		12	9			11	11	
Hidrolina	2016		12	11			10	11	
Hidrolina	2017		12	11			9	11	
Iaciara	2002		32	33	6				
Iaciara	2003		29	33	7				
Iaciara	2004		46	37	7				
Iaciara	2005		29	48	10				
Iaciara	2006		31	41	12				
Iaciara	2007		29	41	12				
Iaciara	2008		35	43	12		32	44	11
Iaciara	2009		35	41	7		29	44	6
Iaciara	2010		38	38	7		32	41	6
Iaciara	2011		34	44	7		28	44	6
Iaciara	2012		32	44	7		25	47	5
Iaciara	2013		26	43	7		24	42	6
Iaciara	2014		25	44	7		23	42	6
Iaciara	2015		25	54	6		24	54	6
Iaciara	2016		25	54	6		25	52	6
Iaciara	2017		26	48	6		25	46	6
Inaciolândia	2002		10	30	5				
Inaciolândia	2003		10	30	5				
Inaciolândia	2004		10	30	5				
Inaciolândia	2005		10	29	6				
Inaciolândia	2006		10	26	6				
Inaciolândia	2007		11	27	6				
Inaciolândia	2008		13	27	6		13	27	6
Inaciolândia	2009		13	27	13		13	27	13
Inaciolândia	2010		14	27	6		10	27	6
Inaciolândia	2011		14	27	6		10	27	4
Inaciolândia	2012		11	29	6		10	29	4
Inaciolândia	2013		11	30	6		10	33	4
Inaciolândia	2014		11	30	6		10	30	4
Inaciolândia	2015		11	34	6		9	29	4
Inaciolândia	2016		11	33	6		9	30	4
Inaciolândia	2017		11	33	6		9	31	4
Indiara	2002		23	30	17				
Indiara	2003		21	32	18				
Indiara	2004		19	31	19				
Indiara	2005		20	31	19				
Indiara	2006		25	34	16				
Indiara	2007		20	33	13				
Indiara	2008		24	35	13		20	35	13
Indiara	2009		26	45	8		20	45	8
Indiara	2010		26	44	19		21	44	19
Indiara	2011		18	51	9		18	51	9
Indiara	2012		17	58	19		17	51	19
Indiara	2013		17	42	17		17	48	16
Indiara	2014		17	41	16		17	51	17
Indiara	2015		18	52	17		18	54	17
Indiara	2016		17	64	17		16	43	17
Indiara	2017		17	58	9		15	43	9
Inhumas	2002		114	109	114				
Inhumas	2003		107	115	120				
Inhumas	2004		105	116	91				
Inhumas	2005		104	116	95				
Inhumas	2006		105	123	85				
Ipameri	2002		107	77	52				
Ipameri	2003		99	59	59				
Ipameri	2004		76	79	66				
Ipameri	2005		74	84	63				
Ipameri	2006		69	80	66				
Ipameri	2007		69	98	54				
Ipameri	2008		77	103	37		63	99	36
Ipameri	2009		77	101	41		61	101	40
Ipameri	2010		77	120	42		62	109	44
Ipameri	2011		69	120	42		57	120	43
Ipameri	2012		70	122	42		59	118	43
Ipameri	2013		58	123	37		55	114	37
Ipameri	2014		57	124	32		57	117	38
Ipiranga de Goiás	2002		17	15					
Ipiranga de Goiás	2003		7	21					
Ipiranga de Goiás	2004		6	21					
Ipiranga de Goiás	2005		6	19					
Ipiranga de Goiás	2006		5	19					
Ipiranga de Goiás	2007		5	19					
Ipiranga de Goiás	2008		6	18			6	17	
Ipiranga de Goiás	2009		6	18			5	17	
Ipiranga de Goiás	2010		6	18			6	16	
Ipiranga de Goiás	2011		6	18			6	18	
Ipiranga de Goiás	2012		6	18			5	16	
Ipiranga de Goiás	2013		5	18			5	18	
Ipiranga de Goiás	2014		5	18			5	18	
Ipiranga de Goiás	2015		6	18			6	19	
Ipiranga de Goiás	2016		6	21			6	20	
Ipiranga de Goiás	2017		6	21			5	20	
Iporá	2002		131	62	37				
Iporá	2003		124	75	52				
Iporá	2004		111	80	68				
Iporá	2005		121	69	41				
Iporá	2006		123	72	40				
Iporá	2007		125	48	35				
Iporá	2008		129	51	34		114	67	32
Iporá	2009		125	51	49		109	67	47
Iporá	2010		133	47	51		119	67	50
Israelândia	2002		17	16					
Israelândia	2003		14	5					
Israelândia	2004		14	6					
Israelândia	2005		14	6					
Israelândia	2006		15	6					
Israelândia	2007		10	12					
Israelândia	2008		11	10			10	10	
Israelândia	2009		11	10			8	10	
Israelândia	2010		11	6			7	10	
Israelândia	2011		11	5			7	5	
Israelândia	2012		11	5			7	8	
Israelândia	2013		7	5			7	6	
Israelândia	2014		7	5			7	6	
Israelândia	2015		7	6			7	9	
Israelândia	2016		7	9			7	9	
Israelândia	2017		7	9			7	9	
Itaberaí	2002		86	53	35				
Itaberaí	2003		69	54	32				
Itaberaí	2004		51	54	32				
Itaberaí	2005		49	73	51				
Itaberaí	2006		50	73	32				
Itaberaí	2007		52	75	42				
Itaberaí	2008		59	74	40		55	74	40
Itaberaí	2009		60	74	40		52	74	40
Itaberaí	2010		60	80	40		52	79	37
Itaberaí	2011		56	96	40		57	96	37
Itaberaí	2012		55	100	40		55	96	38
Itaberaí	2013		56	93	40		53	92	40
Itaberaí	2014		54	98	40		49	97	40
Itaberaí	2015		57	152	40		48	116	40
Itaberaí	2016		55	122	41		47	109	41
Itaberaí	2017		61	134	44		53	125	42
Itaguari	2002		16	13	4				
Itaguari	2003		17	11	6				
Itaguari	2004		17	13	6				
Itaguari	2005		15	13					
Itaguari	2006		17	13					
Itaguari	2007		21	16					
Itaguari	2008		20	16			12	16	
Itaguari	2009		20	18			12	18	
Itaguari	2010		20	18			12	18	
Itaguari	2011		20	18			13	18	
Itaguari	2012		20	20			15	20	
Itaguari	2013		19	20			16	20	
Itaguari	2014		19	20			15	20	
Itaguari	2015		19	22			15	20	
Itaguari	2016		19	22			16	20	
Itaguari	2017		19	22			15	20	
Itaguaru	2002		19	14	6				
Itaguaru	2003		19	13	5				
Itaguaru	2004		18	14	5				
Itaguaru	2005		17	12					
Itaguaru	2006		17	12	5				
Itaguaru	2007		16	14					
Itaguaru	2008		21	14	9		14	13	6
Itaguaru	2009		21	14	9		14	13	6
Itaguaru	2010		21	14	9		14	13	6
Itaguaru	2011		21	14	6		15	14	6
Itaguaru	2012		20	14	6		14	13	6
Itaguaru	2013		15	14	6		14	13	6
Itaguaru	2014		14	14	8		13	13	8
Itaguaru	2015		14	14	10		14	12	10
Itaguaru	2016		14	14	10		14	12	10
Itaguaru	2017		15	22	10		15	13	10
Itajá	2002		9	27					
Itajá	2003		9	28					
Itajá	2004		9	33					
Itajá	2005		9	31					
Itajá	2006		8	36					
Itajá	2007		8	35					
Itajá	2008		22	30			8	31	
Itajá	2009		22	29			9	29	
Itajá	2010		22	28			8	28	
Itajá	2011		23	32			10	32	
Itajá	2012		8	33			8	39	
Itajá	2013		8	34			8	40	
Itajá	2014		8	34			11	40	
Itajá	2015		8	34			8	34	
Itajá	2016		8	34			7	33	
Itajá	2017		8	34			7	33	
Itapaci	2002		83	32					
Itapaci	2003		83	36					
Itapaci	2004		41	32	48				
Itapaci	2005		41	34	48				
Itapaci	2006		44	43	48				
Itapaci	2007		44	34	48				
Itapaci	2008		45	37	48		36	54	48
Itapaci	2009		45	38	50		38	52	50
Itapaci	2010		45	27	50		39	38	50
Itapaci	2011		45	27	54		38	27	33
Itapaci	2012		44	27	48		39	40	42
Itapaci	2013		42	46	56		38	53	56
Itapaci	2014		42	25	56		39	42	40
Itapaci	2015		42	29	56		38	29	40
Itapaci	2016		43	33	58		38	37	32
Itapaci	2017		43	33	58		42	70	41
Itapirapuã	2002		47	27	4				
Itapirapuã	2003		40	28	15				
Itapirapuã	2004		35	28	19				
Itapirapuã	2005		35	25	20				
Itapirapuã	2006		30	26	11				
Itapirapuã	2007		29	23	15				
Itapirapuã	2008		48	23	16		26	23	16
Itapirapuã	2009		48	15	16		28	22	16
Itapirapuã	2010		48	14	16		26	21	16
Itapirapuã	2011		49	13	19		27	13	18
Itapirapuã	2012		40	13	19		25	19	18
Itapirapuã	2013		27	12	19		26	19	18
Itapirapuã	2014		28	10	19		26	17	18
Itapirapuã	2015		28	10	20		23	17	19
Itapirapuã	2016		28	16	20		23	16	19
Itapirapuã	2017		27	21	20		23	18	19
Itapuranga	2002		87	60	55				
Itapuranga	2003		87	73	54				
Itapuranga	2004		84	46	55				
Itapuranga	2005		95	69	55				
Itapuranga	2006		88	64	40				
Itapuranga	2007		88	20	39				
Itapuranga	2008		117	23	39		77	59	35
Itapuranga	2009		117	26	32		76	57	31
Itapuranga	2010		117	24	30		77	76	28
Itapuranga	2011		117	29	30		75	29	28
Itapuranga	2012		110	29	31		72	66	31
Itapuranga	2013		80	29	37		78	66	37
Itapuranga	2014		72	35	29		66	89	29
Itapuranga	2015		74	37	29		70	94	29
Itapuranga	2016		76	36	32		67	91	31
Itapuranga	2017		77	103	40		67	101	39
Itarumã	2002		12	20					
Itarumã	2003		14	21					
Itarumã	2004		14	24					
Itarumã	2005		14	24					
Itarumã	2006		14	26					
Itarumã	2007		14	28					
Itarumã	2008		15	28			11	31	
Itarumã	2009		15	31			15	31	
Itarumã	2010		15	32			12	31	
Itarumã	2011		15	28			15	28	
Itarumã	2012		11	29			9	37	
Itarumã	2013		11	31			11	32	
Itarumã	2014		11	30			11	33	
Itarumã	2015		11	32			10	33	
Itarumã	2016		11	32			10	32	
Itarumã	2017		11	33			11	28	
Itauçu	2002		37	28	17				
Itauçu	2003		37	35	15				
Itauçu	2004		28	26	11				
Itauçu	2005		28	26	11				
Itauçu	2006		28	27	11				
Itauçu	2007		29	20	11				
Itauçu	2008		28	20	11		25	20	11
Itauçu	2009		28	20	11		26	19	11
Itauçu	2010		28	20			25	18	
Itauçu	2011		28	19	11		24	19	10
Itauçu	2012		29	20	11		23	20	10
Itauçu	2013		25	20	11		22	19	10
Itauçu	2014		25	20	11		24	19	10
Itauçu	2015		25	20	11		24	19	11
Itauçu	2016		20	20	11		19	19	11
Itauçu	2017		20	25	11		20	23	11
Itumbiara	2002		200	160	204				
Itumbiara	2003		146	171	290				
Itumbiara	2004		159	178	300				
Itumbiara	2005		152	173	316				
Itumbiara	2006		155	185	280				
Itumbiara	2007		160	190	274				
Itumbiara	2008		165	185	289		159	188	214
Ivolândia	2002		12	6					
Ivolândia	2003		10	6					
Ivolândia	2004		11	5					
Ivolândia	2005		11	8					
Ivolândia	2006		11	7					
Ivolândia	2007		10	8					
Ivolândia	2008		11	7			10	6	
Ivolândia	2009		11	7			11	7	
Ivolândia	2010		11	7			10	7	
Ivolândia	2011		11	7			10	7	
Ivolândia	2012		11	7			9	6	
Ivolândia	2013		10	5			10	6	
Ivolândia	2014		10	6			10	6	
Ivolândia	2015		10	6			10	6	
Ivolândia	2016		10	6			10	6	
Ivolândia	2017		10	6			9	6	
Jandaia	2002		21	16	6				
Jandaia	2003		18	16	8				
Jandaia	2004		18	15	8				
Jandaia	2005		20	16	8				
Jandaia	2006		19	17	7				
Jandaia	2007		17	18	5				
Jandaia	2008		18	21	7		13	14	7
Jandaia	2009		12	21	7		10	14	7
Jandaia	2010		13	21	7		12	14	5
Jandaia	2011		13	21	7		11	21	5
Jandaia	2012		13	21	7		10	20	5
Jandaia	2013		13	20	7		11	20	5
Jandaia	2014		13	20	7		9	20	5
Jandaia	2015		8	20	7		8	20	5
Jandaia	2016		8	21	7		5	20	6
Jandaia	2017		8	25	7		5	24	7
Jaraguá	2002		93	87	24				
Jaraguá	2003		89	87	29				
Jaraguá	2004		80	84	48				
Jaraguá	2005		71	97	51				
Jaraguá	2006		74	109	51				
Jaraguá	2007		74	98	45				
Jaraguá	2008		72	103	44		70	111	39
Jaraguá	2009		64	122	62		69	132	51
Jaraguá	2010		64	126	65		68	148	56
Jaraguá	2011		65	135	50		70	135	42
Jaraguá	2012		69	135	54		70	124	46
Jaraguá	2013		71	148	45		70	127	41
Jaraguá	2014		71	148	45		71	128	41
Jaraguá	2015		71	134	55		70	121	51
Jaraguá	2016		73	134	55		70	119	51
Jaraguá	2017		74	137	36		71	134	36
Jaupaci	2002		11	8					
Jaupaci	2003		11	8					
Jaupaci	2004		10	7					
Jaupaci	2005		10	11					
Jaupaci	2006		21	10					
Jaupaci	2007		17	11					
Jaupaci	2008		34	14			17	14	
Jaupaci	2009		7	12			7	12	
Jaupaci	2010		7	12			7	12	
Jaupaci	2011		7	15			7	15	
Jaupaci	2012		7	15			7	15	
Jaupaci	2013		7	15			7	15	
Jaupaci	2014		7	18			7	15	
Jaupaci	2015		7	18			7	15	
Jaupaci	2016		7	21			7	15	
Jaupaci	2017		7	21			7	15	
Jesúpolis	2002		9						
Jesúpolis	2003		9						
Jesúpolis	2004		9						
Jesúpolis	2005		9	5					
Jesúpolis	2006		9	6					
Jesúpolis	2007		9	6					
Jesúpolis	2008		8	6			8	6	
Jesúpolis	2009		9	6			7	6	
Jesúpolis	2010		9	9			7	9	
Jesúpolis	2011		9	8			8	8	
Jesúpolis	2012		9	11			7	11	
Jesúpolis	2013		8	11			7	11	
Jesúpolis	2014		9	7			9	7	
Jesúpolis	2015		9	7			8	7	
Jesúpolis	2016		8	8			7	8	
Jesúpolis	2017		7	12			7	9	
Joviânia	2002		19	27	12				
Joviânia	2003		20	26	13				
Joviânia	2004		21	26	13				
Joviânia	2005		20	31	9				
Joviânia	2006		19	30	6				
Joviânia	2007		19	33	5				
Joviânia	2008		17	33			10	32	
Joviânia	2009		17	34			10	31	
Joviânia	2010		17	36			11	32	
Joviânia	2011		17	35			11	35	
Joviânia	2012		17	30			11	29	
Joviânia	2013		17	33			13	32	
Joviânia	2014		17	33			13	31	
Joviânia	2015		17	32			12	29	
Joviânia	2016		17	35			11	31	
Joviânia	2017		15	38			12	37	
Jussara	2002		56	59	40				
Jussara	2003		50	66	44				
Jussara	2004		47	61	51				
Jussara	2005		45	66	47				
Jussara	2006		48	66	49				
Jussara	2007		46	66	49				
Jussara	2008		49	66	42		45	55	41
Jussara	2009		51	72	29		46	63	27
Jussara	2010		51	85	25		44	60	23
Jussara	2011		52	85	25		41	85	25
Jussara	2012		45	90	25		40	62	25
Jussara	2013		42	87	25		42	60	25
Jussara	2014		60	86	25		46	60	25
Jussara	2015		49	88	24		48	59	24
Jussara	2016		49	90	24		48	57	24
Jussara	2017		55	89	24		45	58	24
Lagoa Santa	2002		8	9					
Lagoa Santa	2003		8	7					
Lagoa Santa	2004		9	12					
Lagoa Santa	2005		11	17					
Lagoa Santa	2006		8	15					
Lagoa Santa	2007		8	8					
Lagoa Santa	2008		8	10			8	10	
Lagoa Santa	2009		8	10			8	10	
Lagoa Santa	2010		8	10			7	10	
Lagoa Santa	2011		8	10			7	10	
Lagoa Santa	2012		8	10			7	10	
Lagoa Santa	2013		8	10			7	10	
Lagoa Santa	2014		8	10			7	10	
Lagoa Santa	2015		8	10			7	10	
Lagoa Santa	2016		8	11			7	12	
Lagoa Santa	2017		8	11			7	12	
Leopoldo de Bulhões	2002		20	32	6				
Leopoldo de Bulhões	2003		19	30	3				
Leopoldo de Bulhões	2004		17	33	4				
Leopoldo de Bulhões	2005		17	36	10				
Leopoldo de Bulhões	2006		13	36	5				
Leopoldo de Bulhões	2007		13	36	12				
Leopoldo de Bulhões	2008		13	36	12		12	35	12
Leopoldo de Bulhões	2009		13	35	18		11	34	15
Leopoldo de Bulhões	2010		12	41	18		11	39	15
Leopoldo de Bulhões	2011		14	41	17		11	41	16
Leopoldo de Bulhões	2012		12	41	17		11	29	10
Leopoldo de Bulhões	2013		11	38	14		10	36	11
Leopoldo de Bulhões	2014		12	40	11		11	37	11
Leopoldo de Bulhões	2015		12	40	11		10	38	10
Leopoldo de Bulhões	2016		12	40	11		11	36	10
Leopoldo de Bulhões	2017		12	39	12		12	38	11
Luziânia	2002		268	340	176				
Luziânia	2003		291	354	232				
Luziânia	2004		307	358	229				
Luziânia	2005		286	372	244				
Luziânia	2006		300	403	274				
Luziânia	2007		311	462	194				
Luziânia	2008		441	497	218		394	455	174
Luziânia	2009		434	505	188		382	493	161
Luziânia	2010		464	543	244		395	532	212
Mairipotaba	2002		9	7					
Mairipotaba	2003		8	7					
Mairipotaba	2004		8	9					
Mairipotaba	2005		8	7					
Mairipotaba	2006		7	9					
Mairipotaba	2007		8	9					
Mairipotaba	2008		10	9			7	10	
Mairipotaba	2009		9	10			6	10	
Mairipotaba	2010		9	10			6	10	
Mairipotaba	2011		9	13			6	13	
Mairipotaba	2012		8	13			6	7	
Mairipotaba	2013		8	13			6	7	
Mairipotaba	2014		8	13			8	7	
Mairipotaba	2015		6	12			6	8	
Mairipotaba	2016		6	12			6	8	
Mairipotaba	2017		6	12			6	8	
Mambaí	2002		13	13	4				
Mambaí	2003		13	19					
Mambaí	2004		13	19					
Mambaí	2005		12	23					
Mambaí	2006		15	27					
Mambaí	2007		14	24					
Mambaí	2008		13	19			13	25	
Mambaí	2009		13	19			13	25	
Mambaí	2010		13	20	5		13	27	5
Mambaí	2011		13	18	5		13	18	5
Mambaí	2012		14	18	5		13	23	5
Mambaí	2013		13	19	6		13	24	6
Mambaí	2014		13	19	6		13	26	5
Mambaí	2015		13	19	15		13	28	10
Mambaí	2016		13	19	14		13	27	10
Mambaí	2017		13	28	13		13	28	13
Mara Rosa	2002		50	33					
Mara Rosa	2003		51	30					
Mara Rosa	2004		51	29					
Mara Rosa	2005		37	37					
Mara Rosa	2006		38	37					
Mara Rosa	2007		38	33					
Mara Rosa	2008		46	34			43	32	
Mara Rosa	2009		46	35			41	33	
Mara Rosa	2010		46	34			42	35	
Mara Rosa	2011		46	34			41	34	
Mara Rosa	2012		46	34			42	31	
Mara Rosa	2013		38	34			35	31	
Mara Rosa	2014		37	31			35	31	
Mara Rosa	2015		37	31			34	31	
Mara Rosa	2016		43	31			32	30	
Mara Rosa	2017		47	32			34	30	
Marzagão	2002		12	7					
Marzagão	2003		11	8					
Marzagão	2004		13	13					
Marzagão	2005		13	7					
Marzagão	2006		14	4					
Marzagão	2007		12	4					
Marzagão	2008		13	5			11	5	
Marzagão	2009		14	5			11	5	
Marzagão	2010		14	5			10	5	
Marzagão	2011		14	5			9	5	
Marzagão	2012		10	5			9	5	
Marzagão	2013		9	5			9	5	
Marzagão	2014		9	5			9	5	
Marzagão	2015		9	5			9	5	
Marzagão	2016		9	5			9	5	
Marzagão	2017		9	5			9	5	
Matrinchã	2002		20	26					
Matrinchã	2003		15	19					
Matrinchã	2004		15	20					
Matrinchã	2005		15	18					
Matrinchã	2006		14	18					
Matrinchã	2007		14	16					
Matrinchã	2008		15	16			15	17	
Matrinchã	2009		17	16			17	21	
Matrinchã	2010		17	16			14	21	
Matrinchã	2011		17	16			16	16	
Matrinchã	2012		15	16			12	21	
Matrinchã	2013		14	16			17	20	
Matrinchã	2014		14	15			15	16	
Matrinchã	2015		14	18			14	18	
Matrinchã	2016		14	18			13	15	
Matrinchã	2017		14	27			12	15	
Maurilândia	2002		20	20	5				
Maurilândia	2003		19	22	6				
Maurilândia	2004		20	22	13				
Maurilândia	2005		20	23	13				
Maurilândia	2006		34	21	13				
Maurilândia	2007		20	22	13				
Maurilândia	2008		30	24	13		18	24	13
Maurilândia	2009		29	29	13		20	28	13
Maurilândia	2010		17	30	13		17	29	13
Maurilândia	2011		29	30	13		17	30	13
Maurilândia	2012		30	31	19		17	28	18
Maurilândia	2013		19	36	19		17	38	18
Maurilândia	2014		19	36	13		18	38	13
Maurilândia	2015		19	36	13		18	38	13
Maurilândia	2016		21	36	13		18	38	13
Maurilândia	2017		19	31	13		19	38	13
Mimoso de Goiás	2002		7	20					
Mimoso de Goiás	2003		9	20					
Mimoso de Goiás	2004		9	35					
Mimoso de Goiás	2005		9	19					
Mimoso de Goiás	2006		9	21					
Mimoso de Goiás	2007		11	29					
Mimoso de Goiás	2008		13	30			11	26	
Mimoso de Goiás	2009		13	30			9	25	
Mimoso de Goiás	2010		13	29			8	25	
Mimoso de Goiás	2011		13	30			9	30	
Mimoso de Goiás	2012		13	29			10	23	
Mimoso de Goiás	2013		9	29			9	21	
Mimoso de Goiás	2014		9	28			9	19	
Mimoso de Goiás	2015		9	28			9	19	
Mimoso de Goiás	2016		9	27			9	18	
Mimoso de Goiás	2017		10	30			10	19	
Minaçu	2002		61	122	54				
Minaçu	2003		61	130	52				
Minaçu	2004		43	144	73				
Minaçu	2005		60	154	52				
Minaçu	2006		47	153	55				
Minaçu	2007		57	129	55				
Minaçu	2008		74	126	56		56	123	56
Minaçu	2009		77	130	53		59	125	56
Minaçu	2010		78	128	58		58	122	60
Minaçu	2011		78	126	51		55	126	51
Minaçu	2012		66	124	53		54	121	51
Minaçu	2013		55	127	53		55	118	52
Minaçu	2014		56	126	53		53	122	52
Minaçu	2015		60	131	58		54	120	67
Minaçu	2016		61	133	58		54	107	61
Minaçu	2017		65	144	61		50	118	49
Mineiros	2002		95	103	57				
Mineiros	2003		90	106	74				
Mineiros	2004		89	95	93				
Mineiros	2005		84	107	88				
Mineiros	2006		83	108	94				
Mineiros	2007		84	101	86				
Mineiros	2008		90	109	86		84	120	86
Mineiros	2009		91	143	89		83	137	91
Mineiros	2010		96	135	81		80	137	77
Mineiros	2011		96	146	64		85	146	64
Mineiros	2012		89	149	84		82	142	84
Mineiros	2013		95	166	87		95	158	87
Mineiros	2014		96	175	87		92	182	90
Mineiros	2015		96	202	131		86	200	100
Mineiros	2016		98	228	138		88	212	101
Mineiros	2017		99	227	129		87	212	93
Moiporá	2002		11	7					
Moiporá	2003		11	6					
Moiporá	2004		11	8					
Moiporá	2005		11	9					
Moiporá	2006		11	9					
Moiporá	2007		11	9					
Moiporá	2008		9	12			8	12	
Moiporá	2009		9	12			8	9	
Moiporá	2010		9	7			9	9	
Moiporá	2011		9	7			8	7	
Moiporá	2012		9	10			7	10	
Moiporá	2013		9	7			7	10	
Moiporá	2014		10	7			9	9	
Moiporá	2015		10	7			8	9	
Moiporá	2016		10	7			8	9	
Moiporá	2017		10	11			9	11	
Monte Alegre de Goiás	2002		31	47					
Monte Alegre de Goiás	2003		32	52					
Monte Alegre de Goiás	2004		28	46					
Monte Alegre de Goiás	2005		31	51					
Monte Alegre de Goiás	2006		32	49					
Monte Alegre de Goiás	2007		32	44					
Monte Alegre de Goiás	2008		33	38			29	38	
Monte Alegre de Goiás	2009		40	34			36	34	
Monte Alegre de Goiás	2010		42	32			31	32	
Monte Alegre de Goiás	2011		40	33			33	33	
Monte Alegre de Goiás	2012		30	35			27	38	
Monte Alegre de Goiás	2013		27	35			25	38	
Monte Alegre de Goiás	2014		28	35			36	38	
Monte Alegre de Goiás	2015		28	35			46	35	
Monte Alegre de Goiás	2016		28	35			32	34	
Monte Alegre de Goiás	2017		37	36			37	36	
Montes Claros de Goiás	2002		15	40	11				
Montes Claros de Goiás	2003		15	41	11				
Montes Claros de Goiás	2004		15	41	11				
Montes Claros de Goiás	2005		17	48	9				
Montes Claros de Goiás	2006		18	52	8				
Montes Claros de Goiás	2007		18	51	6				
Montes Claros de Goiás	2008		18	52	9		13	52	9
Montes Claros de Goiás	2009		18	53	9		12	53	9
Montes Claros de Goiás	2010		18	53	8		15	53	7
Montes Claros de Goiás	2011		18	54	6		13	54	6
Montes Claros de Goiás	2012		15	48	6		14	48	6
Montes Claros de Goiás	2013		22	51	6		25	51	6
Montes Claros de Goiás	2014		20	50	6		18	47	6
Montes Claros de Goiás	2015		15	48	6		15	45	6
Montes Claros de Goiás	2016		21	48	6		15	47	6
Montes Claros de Goiás	2017		26	44	6		14	39	6
Montividiu	2002		5	39	26				
Montividiu	2003		5	50	33				
Montividiu	2004		5	53	40				
Montividiu	2005		5	50	43				
Montividiu	2006		10	61	23				
Montividiu	2007		5	63	26				
Montividiu	2008		5	65	28		11	62	24
Montividiu	2009		5	63	24		12	68	21
Montividiu	2010		9	63	36		13	58	33
Montividiu	2011		10	58	39		17	58	31
Montividiu	2012		6	56	40		3	55	32
Montividiu	2013		6	57	28		9	58	21
Montividiu	2014		7	59	29		10	70	23
Montividiu	2015		6	75	29		9	65	21
Montividiu	2016		6	79	29		6	54	21
Montividiu	2017		6	79	29		6	67	21
Montividiu do Norte	2002		14	32					
Montividiu do Norte	2003		15	28					
Montividiu do Norte	2004		16	28					
Montividiu do Norte	2005		17	28					
Montividiu do Norte	2006		16	28					
Montividiu do Norte	2007		13	28					
Montividiu do Norte	2008		13	26			14	26	
Montividiu do Norte	2009		14	26			15	27	
Montividiu do Norte	2010		14	29			13	30	
Montividiu do Norte	2011		14	29			13	29	
Montividiu do Norte	2012		12	27			13	28	
Montividiu do Norte	2013		10	25			13	27	
Montividiu do Norte	2014		10	23			13	25	
Montividiu do Norte	2015		10	21			13	25	
Montividiu do Norte	2016		13	24			9	22	
Montividiu do Norte	2017		13	25			10	23	
Morro Agudo de Goiás	2002		11	9					
Morro Agudo de Goiás	2003		11	7					
Morro Agudo de Goiás	2004		10	8					
Morro Agudo de Goiás	2005		10	8					
Morro Agudo de Goiás	2006		10	8					
Morro Agudo de Goiás	2007		10	4					
Morro Agudo de Goiás	2008		16	6			10	5	
Morro Agudo de Goiás	2009		16	5			10	5	
Morro Agudo de Goiás	2010		16	7			11	6	
Morro Agudo de Goiás	2011		16	7			11	7	
Morro Agudo de Goiás	2012		13	7			11	5	
Morro Agudo de Goiás	2013		7	13			6	15	
Morro Agudo de Goiás	2014		7	13			5	19	
Morro Agudo de Goiás	2015		7	22			6	21	
Morro Agudo de Goiás	2016		7	23			6	23	
