Localidade;Ano;Varejo;Atacado
Rianápolis;2006;71;
Rianápolis;2007;72;
Rianápolis;2008;93;
Rianápolis;2009;85;
Rianápolis;2010;92;73
Rianápolis;2011;97;
Rianápolis;2012;98;
Rianápolis;2013;98;
Rianápolis;2014;97;
Rianápolis;2015;111;
Rianápolis;2016;119;
Rianápolis;2017;110;
Rianápolis;2018;118;2
Rio Quente;1999;20;  
Rio Quente;2000;16;  
Rio Quente;2001;42;4
Rio Quente;2002;25;
Rio Quente;2003;11;
Rio Quente;2004;22;
Rio Quente;2005;33;
Rio Quente;2006;24;
Rio Quente;2007;48;
Rio Quente;2008;85;
Rio Quente;2009;97;
Rio Quente;2010;99;2070
Rio Quente;2011;112;
Rio Quente;2012;111;
Rio Quente;2013;137;
Rio Quente;2014;207;
Rio Quente;2015;188;
Rio Quente;2016;181;2
Rio Quente;2017;196;1
Rio Quente;2018;179;  
Rio Verde;1999;3225;586
Rio Verde;2000;3892;590
Rio Verde;2001;4498;800
Rio Verde;2002;5053;919
Rio Verde;2003;5757;1135
Rio Verde;2004;6777;
Rio Verde;2005;6865;
Rio Verde;2006;6764;
Rio Verde;2007;7571;
Rio Verde;2008;7873;
Rio Verde;2009;8201;
Rio Verde;2010;9519;9582
Rio Verde;2011;9668;1473
Rio Verde;2012;10165;1379
Rio Verde;2013;10636;1516
Rio Verde;2014;11049;1596
Rio Verde;2015;10639;1521
Rio Verde;2016;10334;1535
Rio Verde;2017;10310;1622
Rio Verde;2018;10870;1632
Rubiataba;1999;76;14
Rubiataba;2000;103;18
Rubiataba;2001;122;4
Rubiataba;2002;138;5
Rubiataba;2003;177;10
Rubiataba;2004;239;
Rubiataba;2005;284;
Rubiataba;2006;276;
Rubiataba;2007;340;
Rubiataba;2008;358;
Rubiataba;2009;385;
Rubiataba;2010;416;413
Rubiataba;2011;512;10
Rubiataba;2012;490;18
Rubiataba;2013;460;3
Rubiataba;2014;482;10
Rubiataba;2015;442;12
Rubiataba;2016;478;7
Rubiataba;2017;477;10
Rubiataba;2018;460;1
Sanclerlândia;1999;32;  
Sanclerlândia;2000;52;2
Sanclerlândia;2001;64;4
Sanclerlândia;2002;56;4
Sanclerlândia;2003;59;
Sanclerlândia;2004;63;
Sanclerlândia;2005;76;
Sanclerlândia;2006;115;
Sanclerlândia;2007;144;
Sanclerlândia;2008;170;
Sanclerlândia;2009;182;
Sanclerlândia;2010;175;149
Sanclerlândia;2011;177;1
Sanclerlândia;2012;200;
Sanclerlândia;2013;199;2
Sanclerlândia;2014;222;2
Sanclerlândia;2015;249;2
Sanclerlândia;2016;190;
Sanclerlândia;2017;183;1
Sanclerlândia;2018;198;  
Santa Bárbara de Goiás;1999;22;  
Santa Bárbara de Goiás;2000;25;  
Santa Bárbara de Goiás;2001;27;4
Santa Bárbara de Goiás;2002;42;2
Santa Bárbara de Goiás;2003;43;1
Santa Bárbara de Goiás;2004;43;
Santa Bárbara de Goiás;2005;58;
Santa Bárbara de Goiás;2006;64;
Santa Bárbara de Goiás;2007;74;
Santa Bárbara de Goiás;2008;84;
Santa Bárbara de Goiás;2009;108;
Santa Bárbara de Goiás;2010;107;99
Santa Bárbara de Goiás;2011;109;2
Santa Bárbara de Goiás;2012;100;7
Santa Bárbara de Goiás;2013;82;5
Santa Bárbara de Goiás;2014;99;8
Santa Bárbara de Goiás;2015;85;8
Santa Bárbara de Goiás;2016;55;9
Santa Bárbara de Goiás;2017;39;5
Santa Bárbara de Goiás;2018;211;5
Santa Cruz de Goiás;1999;3;6
Santa Cruz de Goiás;2000;4;3
Santa Cruz de Goiás;2001;6;2
Santa Cruz de Goiás;2002;7;5
Santa Cruz de Goiás;2003;6;3
Santa Cruz de Goiás;2004;8;
Santa Cruz de Goiás;2005;6;
Santa Cruz de Goiás;2006;10;
Santa Cruz de Goiás;2007;12;
Santa Cruz de Goiás;2008;24;
Santa Cruz de Goiás;2009;13;
Santa Cruz de Goiás;2010;19;7
Santa Cruz de Goiás;2011;14;
Santa Cruz de Goiás;2012;14;
Santa Cruz de Goiás;2013;13;
Santa Cruz de Goiás;2014;20;5
Santa Cruz de Goiás;2015;17;
Santa Cruz de Goiás;2016;12;
Santa Cruz de Goiás;2017;21;1
Santa Cruz de Goiás;2018;17;  
Santa Fé de Goiás;1999;11;  
Santa Fé de Goiás;2000;16;  
Santa Fé de Goiás;2001;14;  
Santa Fé de Goiás;2002;18;
Santa Fé de Goiás;2003;17;
Santa Fé de Goiás;2004;18;
Santa Fé de Goiás;2005;25;
Santa Fé de Goiás;2006;25;
Santa Fé de Goiás;2007;21;
Santa Fé de Goiás;2008;29;
Santa Fé de Goiás;2009;40;
Santa Fé de Goiás;2010;46;30
Santa Fé de Goiás;2011;39;
Santa Fé de Goiás;2012;53;2
Santa Fé de Goiás;2013;50;7
Santa Fé de Goiás;2014;63;4
Santa Fé de Goiás;2015;59;10
Santa Fé de Goiás;2016;55;10
Santa Fé de Goiás;2017;59;2
Santa Fé de Goiás;2018;55;2
Santa Helena de Goiás;1999;515;12
Santa Helena de Goiás;2000;585;46
Santa Helena de Goiás;2001;584;64
Santa Helena de Goiás;2002;699;71
Santa Helena de Goiás;2003;805;81
Santa Helena de Goiás;2004;776;
Santa Helena de Goiás;2005;795;
Santa Helena de Goiás;2006;866;
Santa Helena de Goiás;2007;889;
Santa Helena de Goiás;2008;952;
Santa Helena de Goiás;2009;1042;
Santa Helena de Goiás;2010;1048;1173
Santa Helena de Goiás;2011;1143;92
Santa Helena de Goiás;2012;1198;93
Santa Helena de Goiás;2013;1327;98
Santa Helena de Goiás;2014;1380;79
Santa Helena de Goiás;2015;1313;77
Santa Helena de Goiás;2016;1253;83
Santa Helena de Goiás;2017;1335;86
Santa Helena de Goiás;2018;1401;99
Santa Isabel;1999;  ;  
Santa Isabel;2000;  ;  
Santa Isabel;2001;  ;  
Santa Isabel;2002;2;
Santa Isabel;2003;3;
Santa Isabel;2004;5;
Santa Isabel;2005;5;
Santa Isabel;2006;5;
Santa Isabel;2007;3;
Santa Isabel;2008;4;
Santa Isabel;2009;2;
Santa Isabel;2010;11;7
Santa Isabel;2011;12;2
Santa Isabel;2012;12;2
Santa Isabel;2013;15;2
Santa Isabel;2014;13;1
Santa Isabel;2015;12;1
Santa Isabel;2016;18;
Santa Isabel;2017;14;
Santa Isabel;2018;10;1
Santa Rita do Araguaia;1999;52;2
Santa Rita do Araguaia;2000;46;  
Santa Rita do Araguaia;2001;59;  
Santa Rita do Araguaia;2002;76;
Santa Rita do Araguaia;2003;100;
Santa Rita do Araguaia;2004;95;
Santa Rita do Araguaia;2005;109;
Santa Rita do Araguaia;2006;114;
Santa Rita do Araguaia;2007;134;
Santa Rita do Araguaia;2008;146;
Santa Rita do Araguaia;2009;161;
Santa Rita do Araguaia;2010;177;103
Santa Rita do Araguaia;2011;189;50
Santa Rita do Araguaia;2012;236;31
Santa Rita do Araguaia;2013;256;21
Santa Rita do Araguaia;2014;235;25
Santa Rita do Araguaia;2015;264;19
Santa Rita do Araguaia;2016;224;7
Santa Rita do Araguaia;2017;213;7
Santa Rita do Araguaia;2018;199;6
Santa Rita do Novo Destino;1999;1;  
Santa Rita do Novo Destino;2000;  ;  
Santa Rita do Novo Destino;2001;2;  
Santa Rita do Novo Destino;2002;2;
Santa Rita do Novo Destino;2003;3;
Santa Rita do Novo Destino;2004;1;
Santa Rita do Novo Destino;2005;2;
Santa Rita do Novo Destino;2006;1;
Santa Rita do Novo Destino;2007;3;
Santa Rita do Novo Destino;2008;7;
Santa Rita do Novo Destino;2009;3;
Santa Rita do Novo Destino;2010;5;17
Santa Rita do Novo Destino;2011;4;
Santa Rita do Novo Destino;2012;9;
Santa Rita do Novo Destino;2013;10;
Santa Rita do Novo Destino;2014;1;
Santa Rita do Novo Destino;2015;6;
Santa Rita do Novo Destino;2016;7;
Santa Rita do Novo Destino;2017;6;
Santa Rita do Novo Destino;2018;6;  
Santa Rosa de Goiás;1999;3;  
Santa Rosa de Goiás;2000;24;  
Santa Rosa de Goiás;2001;6;  
Santa Rosa de Goiás;2002;9;
Santa Rosa de Goiás;2003;9;
Santa Rosa de Goiás;2004;6;
Santa Rosa de Goiás;2005;10;
Santa Rosa de Goiás;2006;5;
Santa Rosa de Goiás;2007;8;
Santa Rosa de Goiás;2008;8;
Santa Rosa de Goiás;2009;10;
Santa Rosa de Goiás;2010;17;6
Santa Rosa de Goiás;2011;21;2
Santa Rosa de Goiás;2012;25;2
Santa Rosa de Goiás;2013;22;1
Santa Rosa de Goiás;2014;35;1
Santa Rosa de Goiás;2015;39;
Santa Rosa de Goiás;2016;43;
Santa Rosa de Goiás;2017;32;
Santa Rosa de Goiás;2018;41;  
Santa Tereza de Goiás;1999;9;  
Santa Tereza de Goiás;2000;10;  
Santa Tereza de Goiás;2001;14;  
Santa Tereza de Goiás;2002;16;
Santa Tereza de Goiás;2003;21;
Santa Tereza de Goiás;2004;22;
Santa Tereza de Goiás;2005;18;
Santa Tereza de Goiás;2006;41;
Santa Tereza de Goiás;2007;22;
Santa Tereza de Goiás;2008;23;
Santa Tereza de Goiás;2009;23;
Santa Tereza de Goiás;2010;28;26
Santa Tereza de Goiás;2011;29;
Santa Tereza de Goiás;2012;29;
Santa Tereza de Goiás;2013;31;2
Santa Tereza de Goiás;2014;29;
Santa Tereza de Goiás;2015;31;
Santa Tereza de Goiás;2016;32;
Santa Tereza de Goiás;2017;34;
Santa Tereza de Goiás;2018;33;  
Santa Terezinha de Goiás;1999;28;  
Santa Terezinha de Goiás;2000;33;7
Santa Terezinha de Goiás;2001;42;13
Santa Terezinha de Goiás;2002;54;12
Santa Terezinha de Goiás;2003;76;
Santa Terezinha de Goiás;2004;77;
Santa Terezinha de Goiás;2005;91;
Santa Terezinha de Goiás;2006;119;
Santa Terezinha de Goiás;2007;140;
Santa Terezinha de Goiás;2008;150;
Santa Terezinha de Goiás;2009;133;
Santa Terezinha de Goiás;2010;180;81
Santa Terezinha de Goiás;2011;175;10
Santa Terezinha de Goiás;2012;180;8
Santa Terezinha de Goiás;2013;196;9
Santa Terezinha de Goiás;2014;217;7
Santa Terezinha de Goiás;2015;214;6
Santa Terezinha de Goiás;2016;202;10
Santa Terezinha de Goiás;2017;174;9
Santa Terezinha de Goiás;2018;230;8
Santo Antônio da Barra;1999;1;  
Santo Antônio da Barra;2000;1;  
Santo Antônio da Barra;2001;3;  
Santo Antônio da Barra;2002;3;
Santo Antônio da Barra;2003;3;
Santo Antônio da Barra;2004;8;
Santo Antônio da Barra;2005;8;
Santo Antônio da Barra;2006;11;
Santo Antônio da Barra;2007;16;
Santo Antônio da Barra;2008;13;
Santo Antônio da Barra;2009;26;
Santo Antônio da Barra;2010;42;11
Santo Antônio da Barra;2011;28;8
Santo Antônio da Barra;2012;26;12
Santo Antônio da Barra;2013;33;17
Santo Antônio da Barra;2014;43;13
Santo Antônio da Barra;2015;38;19
Santo Antônio da Barra;2016;38;3
Santo Antônio da Barra;2017;31;6
Santo Antônio da Barra;2018;37;2
Santo Antônio de Goiás;1999;6;1
Santo Antônio de Goiás;2000;14;4
Santo Antônio de Goiás;2001;20;5
Santo Antônio de Goiás;2002;33;3
Santo Antônio de Goiás;2003;18;5
Santo Antônio de Goiás;2004;29;
Santo Antônio de Goiás;2005;50;
Santo Antônio de Goiás;2006;70;
Santo Antônio de Goiás;2007;40;
Santo Antônio de Goiás;2008;60;
Santo Antônio de Goiás;2009;31;
Santo Antônio de Goiás;2010;41;694
Santo Antônio de Goiás;2011;62;16
Santo Antônio de Goiás;2012;73;11
Santo Antônio de Goiás;2013;69;14
Santo Antônio de Goiás;2014;66;28
Santo Antônio de Goiás;2015;111;29
Santo Antônio de Goiás;2016;83;47
Santo Antônio de Goiás;2017;84;31
Santo Antônio de Goiás;2018;109;148
Santo Antônio do Descoberto;1999;175;86
Santo Antônio do Descoberto;2000;231;76
Santo Antônio do Descoberto;2001;227;10
Santo Antônio do Descoberto;2002;315;5
Santo Antônio do Descoberto;2003;299;6
Santo Antônio do Descoberto;2004;368;
Santo Antônio do Descoberto;2005;417;
Santo Antônio do Descoberto;2006;391;
Santo Antônio do Descoberto;2007;473;
Santo Antônio do Descoberto;2008;566;
Santo Antônio do Descoberto;2009;662;
Santo Antônio do Descoberto;2010;780;984
Santo Antônio do Descoberto;2011;890;11
Santo Antônio do Descoberto;2012;885;12
Santo Antônio do Descoberto;2013;1031;5
Santo Antônio do Descoberto;2014;1035;4
Santo Antônio do Descoberto;2015;1025;10
Santo Antônio do Descoberto;2016;955;2
Santo Antônio do Descoberto;2017;875;74
Santo Antônio do Descoberto;2018;859;28
São Domingos;1999;12;  
São Domingos;2000;15;  
São Domingos;2001;27;  
São Domingos;2002;26;
São Domingos;2003;28;
São Domingos;2004;37;
São Domingos;2005;37;
São Domingos;2006;33;
São Domingos;2007;40;
São Domingos;2008;55;
São Domingos;2009;69;
São Domingos;2010;82;102
São Domingos;2011;99;
São Domingos;2012;73;
São Domingos;2013;84;
São Domingos;2014;86;
São Domingos;2015;90;1
São Domingos;2016;88;5
São Domingos;2017;94;5
São Domingos;2018;99;  
São Francisco de Goiás;1999;40;  
São Francisco de Goiás;2000;44;16
São Francisco de Goiás;2001;47;13
São Francisco de Goiás;2002;49;16
São Francisco de Goiás;2003;60;1
São Francisco de Goiás;2004;64;
São Francisco de Goiás;2005;56;
São Francisco de Goiás;2006;36;
São Francisco de Goiás;2007;54;
São Francisco de Goiás;2008;55;
São Francisco de Goiás;2009;85;
São Francisco de Goiás;2010;91;69
São Francisco de Goiás;2011;108;33
São Francisco de Goiás;2012;93;32
São Francisco de Goiás;2013;112;7
São Francisco de Goiás;2014;123;36
São Francisco de Goiás;2015;136;25
São Francisco de Goiás;2016;97;21
São Francisco de Goiás;2017;99;5
São Francisco de Goiás;2018;98;1
São João d'Aliança;1999;66;  
São João d'Aliança;2000;61;  
São João d'Aliança;2001;59;  
São João d'Aliança;2002;77;
São João d'Aliança;2003;72;21
São João d'Aliança;2004;115;
São João d'Aliança;2005;115;
São João d'Aliança;2006;96;
São João d'Aliança;2007;109;
São João d'Aliança;2008;121;
São João d'Aliança;2009;112;
São João d'Aliança;2010;148;96
São João d'Aliança;2011;178;7
São João d'Aliança;2012;194;15
São João d'Aliança;2013;191;29
São João d'Aliança;2014;202;25
São João d'Aliança;2015;216;57
São João d'Aliança;2016;195;71
São João d'Aliança;2017;203;57
São João d'Aliança;2018;242;58
São João da Paraúna;1999;2;  
São João da Paraúna;2000;2;  
São João da Paraúna;2001;3;  
São João da Paraúna;2002;2;
São João da Paraúna;2003;6;
São João da Paraúna;2004;7;
São João da Paraúna;2005;5;
São João da Paraúna;2006;10;
São João da Paraúna;2007;8;
São João da Paraúna;2008;8;
São João da Paraúna;2009;8;
São João da Paraúna;2010;11;24
São João da Paraúna;2011;13;
São João da Paraúna;2012;11;
São João da Paraúna;2013;11;
São João da Paraúna;2014;16;
São João da Paraúna;2015;10;19
São João da Paraúna;2016;11;20
São João da Paraúna;2017;11;
São João da Paraúna;2018;14;  
São Luis de Montes Belos;1999;433;93
São Luis de Montes Belos;2000;573;83
São Luis de Montes Belos;2001;584;61
São Luis de Montes Belos;2002;593;83
São Luis de Montes Belos;2003;591;84
São Luis de Montes Belos;2004;621;
São Luis de Montes Belos;2005;620;
São Luis de Montes Belos;2006;706;
São Luis de Montes Belos;2007;785;
São Luis de Montes Belos;2008;808;
São Luis de Montes Belos;2009;956;
São Luis de Montes Belos;2010;985;923
São Luis de Montes Belos;2011;1048;156
São Luis de Montes Belos;2012;1120;171
São Luis de Montes Belos;2013;1235;184
São Luis de Montes Belos;2014;1322;210
São Luis de Montes Belos;2015;1340;175
São Luis de Montes Belos;2016;1330;194
São Luis de Montes Belos;2017;1391;174
São Luis de Montes Belos;2018;1400;130
São Luiz do Norte;1999;4;  
São Luiz do Norte;2000;17;  
São Luiz do Norte;2001;17;  
São Luiz do Norte;2002;16;
São Luiz do Norte;2003;21;
São Luiz do Norte;2004;23;
São Luiz do Norte;2005;19;
São Luiz do Norte;2006;15;
São Luiz do Norte;2007;13;
São Luiz do Norte;2008;30;
São Luiz do Norte;2009;29;
São Luiz do Norte;2010;44;24
São Luiz do Norte;2011;49;1
São Luiz do Norte;2012;54;
São Luiz do Norte;2013;46;
São Luiz do Norte;2014;67;2
São Luiz do Norte;2015;61;1
São Luiz do Norte;2016;64;
São Luiz do Norte;2017;68;
São Luiz do Norte;2018;63;  
São Miguel do Araguaia;1999;241;4
São Miguel do Araguaia;2000;245;3
São Miguel do Araguaia;2001;289;7
São Miguel do Araguaia;2002;333;6
São Miguel do Araguaia;2003;372;8
São Miguel do Araguaia;2004;414;
São Miguel do Araguaia;2005;450;
São Miguel do Araguaia;2006;426;
São Miguel do Araguaia;2007;472;
São Miguel do Araguaia;2008;496;
São Miguel do Araguaia;2009;504;
São Miguel do Araguaia;2010;529;271
São Miguel do Araguaia;2011;545;18
São Miguel do Araguaia;2012;587;30
São Miguel do Araguaia;2013;607;36
São Miguel do Araguaia;2014;728;33
São Miguel do Araguaia;2015;792;21
São Miguel do Araguaia;2016;740;23
São Miguel do Araguaia;2017;719;22
São Miguel do Araguaia;2018;738;14
São Miguel do Passa Quatro;1999;6;13
São Miguel do Passa Quatro;2000;17;15
São Miguel do Passa Quatro;2001;23;  
São Miguel do Passa Quatro;2002;17;2
São Miguel do Passa Quatro;2003;20;4
São Miguel do Passa Quatro;2004;28;
São Miguel do Passa Quatro;2005;41;
São Miguel do Passa Quatro;2006;34;
São Miguel do Passa Quatro;2007;33;
São Miguel do Passa Quatro;2008;51;
São Miguel do Passa Quatro;2009;60;
São Miguel do Passa Quatro;2010;64;32
São Miguel do Passa Quatro;2011;76;10
São Miguel do Passa Quatro;2012;68;8
São Miguel do Passa Quatro;2013;77;19
São Miguel do Passa Quatro;2014;74;14
São Miguel do Passa Quatro;2015;64;9
São Miguel do Passa Quatro;2016;57;3
São Miguel do Passa Quatro;2017;49;3
São Miguel do Passa Quatro;2018;49;3
São Patrício;1999;1;  
São Patrício;2000;2;  
São Patrício;2001;1;  
São Patrício;2002;1;
São Patrício;2003;6;
São Patrício;2004;6;
São Patrício;2005;7;
São Patrício;2006;12;
São Patrício;2007;10;
São Patrício;2008;11;
São Patrício;2009;14;
São Patrício;2010;15;1
São Patrício;2011;13;
São Patrício;2012;8;
São Patrício;2013;106;
São Patrício;2014;12;
São Patrício;2015;13;
São Patrício;2016;16;
São Patrício;2017;18;1
São Patrício;2018;20;  
São Simão;1999;122;28
São Simão;2000;152;29
São Simão;2001;177;38
São Simão;2002;214;33
São Simão;2003;248;36
São Simão;2004;264;
São Simão;2005;276;
São Simão;2006;282;
São Simão;2007;304;
São Simão;2008;344;
São Simão;2009;429;
São Simão;2010;477;447
São Simão;2011;547;22
São Simão;2012;559;27
São Simão;2013;633;21
São Simão;2014;636;12
São Simão;2015;593;16
São Simão;2016;555;15
São Simão;2017;573;9
São Simão;2018;530;3
Senador Canedo;1999;174;59
Senador Canedo;2000;288;93
Senador Canedo;2001;336;128
Senador Canedo;2002;569;157
Senador Canedo;2003;727;177
Senador Canedo;2004;732;
Senador Canedo;2005;829;
Senador Canedo;2006;884;
Senador Canedo;2007;774;
Senador Canedo;2008;946;
Senador Canedo;2009;1072;
Senador Canedo;2010;1290;1580
Senador Canedo;2011;1357;300
Senador Canedo;2012;1535;302
Senador Canedo;2013;1937;324
Senador Canedo;2014;1966;345
Senador Canedo;2015;2071;319
Senador Canedo;2016;2008;289
Senador Canedo;2017;2024;367
Senador Canedo;2018;2293;389
Serranópolis;1999;39;3
Serranópolis;2000;58;  
Serranópolis;2001;80;  
Serranópolis;2002;103;14
Serranópolis;2003;114;17
Serranópolis;2004;130;
Serranópolis;2005;128;
Serranópolis;2006;114;
Serranópolis;2007;119;
Serranópolis;2008;134;
Serranópolis;2009;131;
Serranópolis;2010;97;111
Serranópolis;2011;121;16
Serranópolis;2012;149;16
Serranópolis;2013;125;18
Serranópolis;2014;129;18
Serranópolis;2015;161;19
Serranópolis;2016;153;20
Serranópolis;2017;152;28
Serranópolis;2018;152;29
Silvânia;1999;163;11
Silvânia;2000;192;9
Silvânia;2001;193;10
Silvânia;2002;243;17
Silvânia;2003;294;14
Silvânia;2004;313;
Silvânia;2005;334;
Silvânia;2006;316;
Silvânia;2007;332;
Silvânia;2008;360;
Silvânia;2009;440;
Silvânia;2010;492;393
Silvânia;2011;484;88
Silvânia;2012;532;177
Silvânia;2013;555;208
Silvânia;2014;590;240
Silvânia;2015;590;136
Silvânia;2016;549;133
Silvânia;2017;580;136
Silvânia;2018;606;120
Simolândia;1999;18;20
Simolândia;2000;33;21
Simolândia;2001;31;  
Simolândia;2002;39;
Simolândia;2003;49;
Simolândia;2004;57;
Simolândia;2005;54;
Simolândia;2006;103;
Simolândia;2007;99;
Simolândia;2008;99;
Simolândia;2009;112;
Simolândia;2010;120;66
Simolândia;2011;112;41
Simolândia;2012;118;88
Simolândia;2013;127;95
Simolândia;2014;124;78
Simolândia;2015;180;38
Simolândia;2016;158;41
Simolândia;2017;127;34
Simolândia;2018;114;36
Sítio d'Abadia;1999;  ;  
Sítio d'Abadia;2000;  ;  
Sítio d'Abadia;2001;  ;  
Sítio d'Abadia;2002;;
Sítio d'Abadia;2003;;
Sítio d'Abadia;2004;  ;
Sítio d'Abadia;2005;1;
Sítio d'Abadia;2006;1;
Sítio d'Abadia;2007;2;
Sítio d'Abadia;2008;2;
Sítio d'Abadia;2009;3;
Sítio d'Abadia;2010;1;2
Sítio d'Abadia;2011;2;
Sítio d'Abadia;2012;2;
Sítio d'Abadia;2013;1;
Sítio d'Abadia;2014;1;
Sítio d'Abadia;2015;3;
Sítio d'Abadia;2016;3;
Sítio d'Abadia;2017;5;
Sítio d'Abadia;2018;6;  
Taquaral de Goiás;1999;2;  
Taquaral de Goiás;2000;1;  
Taquaral de Goiás;2001;2;  
Taquaral de Goiás;2002;2;
Taquaral de Goiás;2003;4;
Taquaral de Goiás;2004;4;
Taquaral de Goiás;2005;6;
Taquaral de Goiás;2006;8;
Taquaral de Goiás;2007;21;
Taquaral de Goiás;2008;20;
Taquaral de Goiás;2009;18;
Taquaral de Goiás;2010;33;12
Taquaral de Goiás;2011;31;
Taquaral de Goiás;2012;41;1
Taquaral de Goiás;2013;47;5
Taquaral de Goiás;2014;57;18
Taquaral de Goiás;2015;77;16
Taquaral de Goiás;2016;76;7
Taquaral de Goiás;2017;52;19
Taquaral de Goiás;2018;68;19
Teresina de Goiás;1999;5;  
Teresina de Goiás;2000;5;  
Teresina de Goiás;2001;6;  
Teresina de Goiás;2002;5;
Teresina de Goiás;2003;7;
Teresina de Goiás;2004;5;
Teresina de Goiás;2005;2;
Teresina de Goiás;2006;6;
Teresina de Goiás;2007;10;
Teresina de Goiás;2008;16;
Teresina de Goiás;2009;17;
Teresina de Goiás;2010;13;14
Teresina de Goiás;2011;5;
Teresina de Goiás;2012;6;
Teresina de Goiás;2013;9;
Teresina de Goiás;2014;11;
Teresina de Goiás;2015;9;
Teresina de Goiás;2016;13;
Teresina de Goiás;2017;19;
Teresina de Goiás;2018;16;  
Terezópolis de Goiás;1999;14;5
Terezópolis de Goiás;2000;12;6
Terezópolis de Goiás;2001;16;8
Terezópolis de Goiás;2002;19;6
Terezópolis de Goiás;2003;23;10
Terezópolis de Goiás;2004;77;
Terezópolis de Goiás;2005;86;
Terezópolis de Goiás;2006;107;
Terezópolis de Goiás;2007;103;
Terezópolis de Goiás;2008;131;
Terezópolis de Goiás;2009;131;
Terezópolis de Goiás;2010;138;70
Terezópolis de Goiás;2011;178;2
Terezópolis de Goiás;2012;194;28
Terezópolis de Goiás;2013;158;25
Terezópolis de Goiás;2014;121;23
Terezópolis de Goiás;2015;141;44
Terezópolis de Goiás;2016;139;19
Terezópolis de Goiás;2017;130;21
Terezópolis de Goiás;2018;143;19
Três Ranchos;1999;17;  
Três Ranchos;2000;17;  
Três Ranchos;2001;16;  
Três Ranchos;2002;19;
Três Ranchos;2003;15;
Três Ranchos;2004;22;
Três Ranchos;2005;19;
Três Ranchos;2006;27;
Três Ranchos;2007;29;
Três Ranchos;2008;26;
Três Ranchos;2009;36;
Três Ranchos;2010;42;69
Três Ranchos;2011;39;
Três Ranchos;2012;137;
Três Ranchos;2013;59;
Três Ranchos;2014;71;
Três Ranchos;2015;51;
Três Ranchos;2016;48;
Três Ranchos;2017;45;
Três Ranchos;2018;37;  
Trindade;1999;429;134
Trindade;2000;502;136
Trindade;2001;594;136
Trindade;2002;760;150
Trindade;2003;740;136
Trindade;2004;876;
Trindade;2005;977;
Trindade;2006;1121;
Trindade;2007;1250;
Trindade;2008;1339;
Trindade;2009;1488;
Trindade;2010;1711;3062
Trindade;2011;1858;216
Trindade;2012;2024;270
Trindade;2013;2103;401
Trindade;2014;2175;439
Trindade;2015;2136;416
Trindade;2016;2108;390
Trindade;2017;2066;442
Trindade;2018;2168;265
Trombas;1999;2;  
Trombas;2000;2;  
Trombas;2001;1;  
Trombas;2002;2;
Trombas;2003;2;
Trombas;2004;9;
Trombas;2005;6;
Trombas;2006;14;
Trombas;2007;8;
Trombas;2008;14;
Trombas;2009;18;
Trombas;2010;10;13
Trombas;2011;8;
Trombas;2012;13;
Trombas;2013;7;
Trombas;2014;17;
Trombas;2015;25;
Trombas;2016;25;
Trombas;2017;26;
Trombas;2018;35;  
Turvânia;1999;26;  
Turvânia;2000;33;  
Turvânia;2001;45;  
Turvânia;2002;40;
Turvânia;2003;45;
Turvânia;2004;39;
Turvânia;2005;59;
Turvânia;2006;52;
Turvânia;2007;53;
Turvânia;2008;58;
Turvânia;2009;39;
Turvânia;2010;58;33
Turvânia;2011;57;3
Turvânia;2012;77;3
Turvânia;2013;67;3
Turvânia;2014;69;
Turvânia;2015;74;
Turvânia;2016;74;
Turvânia;2017;59;1
Turvânia;2018;56;4
Turvelândia;1999;2;  
Turvelândia;2000;1;  
Turvelândia;2001;4;  
Turvelândia;2002;21;
Turvelândia;2003;13;
Turvelândia;2004;15;
Turvelândia;2005;14;
Turvelândia;2006;16;
Turvelândia;2007;16;
Turvelândia;2008;25;
Turvelândia;2009;24;
Turvelândia;2010;15;29
Turvelândia;2011;19;
Turvelândia;2012;22;
Turvelândia;2013;24;
Turvelândia;2014;29;
Turvelândia;2015;33;
Turvelândia;2016;42;
Turvelândia;2017;71;
Turvelândia;2018;83;  
Uirapuru;1999;  ;  
Uirapuru;2000;  ;  
Uirapuru;2001;  ;  
Uirapuru;2002;;
Uirapuru;2003;;
Uirapuru;2004;2;
Uirapuru;2005;3;
Uirapuru;2006;4;
Uirapuru;2007;  ;
Uirapuru;2008;5;
Uirapuru;2009;5;
Uirapuru;2010;12;1
Uirapuru;2011;15;
Uirapuru;2012;20;
Uirapuru;2013;15;
Uirapuru;2014;12;
Uirapuru;2015;9;
Uirapuru;2016;7;
Uirapuru;2017;17;
Uirapuru;2018;15;  
Uruaçu;1999;492;55
Uruaçu;2000;595;73
Uruaçu;2001;584;65
Uruaçu;2002;640;59
Uruaçu;2003;715;68
Uruaçu;2004;788;
Uruaçu;2005;855;
Uruaçu;2006;1067;
Uruaçu;2007;1271;
Uruaçu;2008;1039;
Uruaçu;2009;1204;
Uruaçu;2010;1494;1357
Uruaçu;2011;1596;370
Uruaçu;2012;1671;363
Uruaçu;2013;1712;358
Uruaçu;2014;1830;434
Uruaçu;2015;1768;395
Uruaçu;2016;1627;384
Uruaçu;2017;1552;360
Uruaçu;2018;1560;340
Uruana;1999;55;  
Uruana;2000;61;  
Uruana;2001;89;  
Uruana;2002;109;3
Uruana;2003;113;4
Uruana;2004;132;
Uruana;2005;138;
Uruana;2006;170;
Uruana;2007;175;
Uruana;2008;126;
