Localidade;Ano;IDM Economia;EquilibrioOrcamentarioMunicipio;EvolucaoPIB;RecursosProprios;PIBperCapita;SetorAgropecuario;SetorIndustrial;SetorServicos
Nova Glória;2016;1,28714285714286;4,26;3,74;0,36;0,39;0,23;0,01;0,02
Nova Glória;2018;1,08571428571429;4,26;2,14;0,39;0,47;0,32;0,01;0,01
Nova Glória;2018;1,08571428571429;4,26;2,14;0,47;0,39;0,32;0,01;0,01
Nova Iguaçu de Goiás;2012;0,947142857142857;4,14;1,82;0,36;0,2;0,11;0;0
Nova Iguaçu de Goiás;2012;0,947142857142857;4,14;1,82;0,2;0,36;0,11;0;0
Nova Iguaçu de Goiás;2014;1,52857142857143;7,4;2,47;0,49;0,25;0,09;0;0
Nova Iguaçu de Goiás;2014;1,52857142857143;7,4;2,47;0,25;0,49;0,09;0;0
Nova Iguaçu de Goiás;2016;1,20428571428571;4,03;3,86;0,14;0,3;0,1;0;0
Nova Iguaçu de Goiás;2016;1,20428571428571;4,03;3,86;0,3;0,14;0,1;0;0
Nova Iguaçu de Goiás;2018;0,864285714285714;4,03;1,47;0,14;0,32;0,09;0;0
Nova Iguaçu de Goiás;2018;0,864285714285714;4,03;1,47;0,32;0,14;0,09;0;0
Nova Roma;2012;0,887142857142857;4,39;1,11;0,18;0,39;0,14;0;0
Nova Roma;2012;0,887142857142857;4,39;1,11;0,39;0,18;0,14;0;0
Nova Roma;2014;1,52142857142857;7,49;2,33;0,5;0,21;0,12;0;0
Nova Roma;2014;1,52142857142857;7,49;2,33;0,21;0,5;0,12;0;0
Nova Roma;2016;1,30428571428571;4,11;3,34;1,29;0,27;0,12;0;0
Nova Roma;2016;1,30428571428571;4,11;3,34;0,27;1,29;0,12;0;0
Nova Roma;2018;1,23;4,11;2,67;1,29;0,41;0,13;0;0
Nova Roma;2018;1,23;4,11;2,67;0,41;1,29;0,13;0;0
Nova Veneza;2012;1,41285714285714;3,27;2,34;3,68;0,42;0,11;0,06;0,01
Nova Veneza;2012;1,41285714285714;3,27;2,34;0,42;3,68;0,11;0,06;0,01
Nova Veneza;2014;1,87857142857143;6,04;3,68;2,73;0,53;0,1;0,05;0,02
Nova Veneza;2014;1,87857142857143;6,04;3,68;0,53;2,73;0,1;0,05;0,02
Nova Veneza;2016;1,76571428571429;2,92;4,88;3,43;0,91;0,12;0,08;0,02
Nova Veneza;2016;1,76571428571429;2,92;4,88;0,91;3,43;0,12;0,08;0,02
Nova Veneza;2018;1,37428571428571;2,92;2,36;3,43;0,71;0,1;0,08;0,02
Nova Veneza;2018;1,37428571428571;2,92;2,36;0,71;3,43;0,1;0,08;0,02
Novo Brasil;2012;1,37571428571429;5,59;1,98;1,42;0,4;0,24;0;0
Novo Brasil;2012;1,37571428571429;5,59;1,98;0,4;1,42;0,24;0;0
Novo Brasil;2014;1,61714285714286;6,75;2,16;1,76;0,46;0,19;0;0
Novo Brasil;2014;1,61714285714286;6,75;2,16;0,46;1,76;0,19;0;0
Novo Brasil;2016;1,48857142857143;3,79;3,89;1,8;0,74;0,2;0;0
Novo Brasil;2016;1,48857142857143;3,79;3,89;0,74;1,8;0,2;0;0
Novo Brasil;2018;1,13571428571429;3,79;1,42;1,8;0,74;0,2;0;0
Novo Brasil;2018;1,13571428571429;3,79;1,42;0,74;1,8;0,2;0;0
Novo Gama;2012;1,06571428571429;3,57;1,68;1,97;0,01;0,03;0,07;0,13
Novo Gama;2012;1,06571428571429;3,57;1,68;0,01;1,97;0,03;0,07;0,13
Novo Gama;2014;1,53714285714286;5,96;2,52;2,05;0;0,03;0,08;0,12
Novo Gama;2014;1,53714285714286;5,96;2,52;0;2,05;0,03;0,08;0,12
Novo Gama;2016;1,24571428571429;0,97;4,06;3,35;0,02;0,02;0,09;0,21
Novo Gama;2016;1,24571428571429;0,97;4,06;0,02;3,35;0,02;0,09;0,21
Novo Gama;2018;0,891428571428571;0,97;1,69;3,35;0;0,01;0,09;0,13
Novo Gama;2018;0,891428571428571;0,97;1,69;0;3,35;0,01;0,09;0,13
Novo Planalto;2012;1,16142857142857;4,65;1,7;1,32;0,25;0,21;0;0
Novo Planalto;2012;1,16142857142857;4,65;1,7;0,25;1,32;0,21;0;0
Novo Planalto;2014;1,74285714285714;6,91;3,59;0,97;0,47;0,26;0;0
Novo Planalto;2014;1,74285714285714;6,91;3,59;0,47;0,97;0,26;0;0
Novo Planalto;2016;1,69857142857143;3,83;5,45;1,68;0,68;0,24;0;0,01
Novo Planalto;2016;1,69857142857143;3,83;5,45;0,68;1,68;0,24;0;0,01
Novo Planalto;2018;1,19285714285714;3,83;1,93;1,68;0,67;0,24;0;0
Novo Planalto;2018;1,19285714285714;3,83;1,93;0,67;1,68;0,24;0;0
Orizona;2012;0,947142857142857;2,53;1,23;0,74;0,72;1,33;0,04;0,04
Orizona;2012;0,947142857142857;2,53;1,23;0,72;0,74;1,33;0,04;0,04
Orizona;2014;1,94571428571429;6,98;2,99;1,34;0,97;1,24;0,06;0,04
Orizona;2014;1,94571428571429;6,98;2,99;0,97;1,34;1,24;0,06;0,04
Orizona;2016;1,85;3,97;4,61;1,49;1,49;1,27;0,07;0,05
Orizona;2016;1,85;3,97;4,61;1,49;1,49;1,27;0,07;0,05
Orizona;2018;1,59285714285714;3,97;2,46;1,49;1,6;1,52;0,06;0,05
Orizona;2018;1,59285714285714;3,97;2,46;1,6;1,49;1,52;0,06;0,05
Ouro Verde de Goiás;2012;1,27714285714286;5,63;1,45;0,93;0,54;0,38;0,01;0
Ouro Verde de Goiás;2012;1,27714285714286;5,63;1,45;0,54;0,93;0,38;0,01;0
Ouro Verde de Goiás;2014;1,83714285714286;7,89;1,79;1,92;0,83;0,42;0,01;0
Ouro Verde de Goiás;2014;1,83714285714286;7,89;1,79;0,83;1,92;0,42;0,01;0
Ouro Verde de Goiás;2016;2,82;3,96;10;2,08;2,76;0,92;0,01;0,01
Ouro Verde de Goiás;2016;2,82;3,96;10;2,76;2,08;0,92;0,01;0,01
Ouro Verde de Goiás;2018;1,25;3,96;1,32;2,08;1,03;0,35;0,01;0
Ouro Verde de Goiás;2018;1,25;3,96;1,32;1,03;2,08;0,35;0,01;0
Ouvidor;2012;1,95714285714286;5,43;0,32;5,18;2,34;0,18;0,23;0,02
Ouvidor;2012;1,95714285714286;5,43;0,32;2,34;5,18;0,18;0,23;0,02
Ouvidor;2014;2,79714285714286;6,7;3,19;5,94;3,26;0,16;0,31;0,02
Ouvidor;2014;2,79714285714286;6,7;3,19;3,26;5,94;0,16;0,31;0,02
Ouvidor;2016;2,35428571428571;3,5;1,99;5,79;4,73;0,17;0,27;0,03
Ouvidor;2016;2,35428571428571;3,5;1,99;4,73;5,79;0,17;0,27;0,03
Ouvidor;2018;3,07;3,5;5,24;5,79;6,27;0,11;0,54;0,04
Ouvidor;2018;3,07;3,5;5,24;6,27;5,79;0,11;0,54;0,04
Padre Bernardo;2012;1,2;2;2,43;2,57;0,25;1,07;0,04;0,04
Padre Bernardo;2012;1,2;2;2,43;0,25;2,57;1,07;0,04;0,04
Padre Bernardo;2014;1,93285714285714;6,28;3,37;2,45;0,34;1;0,04;0,05
Padre Bernardo;2014;1,93285714285714;6,28;3,37;0,34;2,45;1;0,04;0,05
Padre Bernardo;2016;2,06142857142857;4,07;5,51;2,59;0,69;1,45;0,05;0,07
Padre Bernardo;2016;2,06142857142857;4,07;5,51;0,69;2,59;1,45;0,05;0,07
Padre Bernardo;2018;1,61;4,07;2,7;2,59;0,58;1,22;0,05;0,06
Padre Bernardo;2018;1,61;4,07;2,7;0,58;2,59;1,22;0,05;0,06
Palestina de Goiás;2012;2,06857142857143;10;1,22;2,37;0,57;0,32;0;0
Palestina de Goiás;2012;2,06857142857143;10;1,22;0,57;2,37;0,32;0;0
Palestina de Goiás;2014;2,21571428571429;10;2,57;1,95;0,7;0,29;0;0
Palestina de Goiás;2014;2,21571428571429;10;2,57;0,7;1,95;0,29;0;0
Palestina de Goiás;2016;1,37714285714286;2,98;4,3;0,85;1,19;0,31;0;0,01
Palestina de Goiás;2016;1,37714285714286;2,98;4,3;1,19;0,85;0,31;0;0,01
Palestina de Goiás;2018;1,14571428571429;2,98;2,26;0,85;1,49;0,43;0,01;0
Palestina de Goiás;2018;1,14571428571429;2,98;2,26;1,49;0,85;0,43;0,01;0
Palmeiras de Goiás;2012;1,94;3,89;1,99;5,18;1,01;1,16;0,26;0,09
Palmeiras de Goiás;2012;1,94;3,89;1,99;1,01;5,18;1,16;0,26;0,09
Palmeiras de Goiás;2014;2,52285714285714;6,58;2,91;5,41;1,37;0,93;0,36;0,1
Palmeiras de Goiás;2014;2,52285714285714;6,58;2,91;1,37;5,41;0,93;0,36;0,1
Palmeiras de Goiás;2016;2,31;3,27;5,25;3,92;2,17;1,06;0,4;0,1
Palmeiras de Goiás;2016;2,31;3,27;5,25;2,17;3,92;1,06;0,4;0,1
Palmeiras de Goiás;2018;1,67857142857143;3,27;1,61;3,92;1,65;0,81;0,4;0,09
Palmeiras de Goiás;2018;1,67857142857143;3,27;1,61;1,65;3,92;0,81;0,4;0,09
Palmelo;2012;1,29571428571429;6,54;1,74;0,53;0,23;0,03;0;0
Palmelo;2012;1,29571428571429;6,54;1,74;0,23;0,53;0,03;0;0
Palmelo;2014;1,37714285714286;6,78;2,16;0,44;0,23;0,03;0;0
Palmelo;2014;1,37714285714286;6,78;2,16;0,23;0,44;0,03;0;0
Palmelo;2016;1,18857142857143;4,02;3,85;0,03;0,38;0,04;0;0
Palmelo;2016;1,18857142857143;4,02;3,85;0,38;0,03;0,04;0;0
Palmelo;2018;0,857142857142857;4,02;1,57;0,03;0,34;0,04;0;0
Palmelo;2018;0,857142857142857;4,02;1,57;0,34;0,03;0,04;0;0
Palminópolis;2012;1,10285714285714;3,44;2,42;1,07;0,57;0,21;0;0,01
Palminópolis;2012;1,10285714285714;3,44;2,42;0,57;1,07;0,21;0;0,01
Palminópolis;2014;1,99714285714286;6,93;5,38;0,52;0,94;0,19;0,01;0,01
Palminópolis;2014;1,99714285714286;6,93;5,38;0,94;0,52;0,19;0,01;0,01
Palminópolis;2016;1,34428571428571;3,95;1,98;2,57;0,71;0,19;0;0,01
Palminópolis;2016;1,34428571428571;3,95;1,98;0,71;2,57;0,19;0;0,01
Palminópolis;2018;2,08571428571429;3,95;6,11;1,7;2,57;0,25;0,01;0,01
Palminópolis;2018;2,08571428571429;3,95;6,11;2,57;1,7;0,25;0,01;0,01
Panamá;2012;1,48142857142857;6,77;1,1;1,36;0,82;0,31;0,01;0
Panamá;2012;1,48142857142857;6,77;1,1;0,82;1,36;0,31;0,01;0
Panamá;2014;1,71285714285714;6,95;2,49;1,28;1,01;0,25;0,01;0
Panamá;2014;1,71285714285714;6,95;2,49;1,01;1,28;0,25;0,01;0
Panamá;2016;1,70714285714286;4,14;5,03;0,56;1,93;0,27;0,01;0,01
Panamá;2016;1,70714285714286;4,14;5,03;1,93;0,56;0,27;0,01;0,01
Panamá;2018;1,36428571428571;4,14;2,9;0,56;1,61;0,33;0,01;0
Panamá;2018;1,36428571428571;4,14;2,9;1,61;0,56;0,33;0,01;0
Paranaiguara;2012;1,27428571428571;2,9;1,85;3,12;0,45;0,57;0,01;0,02
Paranaiguara;2012;1,27428571428571;2,9;1,85;0,45;3,12;0,57;0,01;0,02
Paranaiguara;2014;1,89571428571429;5,89;2,71;3,71;0,49;0,44;0,01;0,02
Paranaiguara;2014;1,89571428571429;5,89;2,71;0,49;3,71;0,44;0,01;0,02
Paranaiguara;2016;1,59;2,88;3,76;3,22;0,76;0,48;0,01;0,02
Paranaiguara;2016;1,59;2,88;3,76;0,76;3,22;0,48;0,01;0,02
Paranaiguara;2018;1,43428571428571;2,88;2,59;3,22;0,77;0,55;0,01;0,02
Paranaiguara;2018;1,43428571428571;2,88;2,59;0,77;3,22;0,55;0,01;0,02
Paraúna;2012;1,77571428571429;3,33;1,43;3,47;1,62;2,47;0,06;0,05
Paraúna;2012;1,77571428571429;3,33;1,43;1,62;3,47;2,47;0,06;0,05
Paraúna;2014;2,36;5,98;3,26;2;2,42;2,73;0,08;0,05
Paraúna;2014;2,36;5,98;3,26;2,42;2;2,73;0,08;0,05
Paraúna;2016;2,98285714285714;4,16;5,88;3,43;4,24;3,02;0,09;0,06
Paraúna;2016;2,98285714285714;4,16;5,88;4,24;3,43;3,02;0,09;0,06
Paraúna;2018;2,62571428571429;4,16;2,82;3,43;4,62;3,06;0,23;0,06
Paraúna;2018;2,62571428571429;4,16;2,82;4,62;3,43;3,06;0,23;0,06
Perolândia;2012;2,11714285714286;4,45;1,75;2,47;4,06;2,05;0,02;0,02
Perolândia;2012;2,11714285714286;4,45;1,75;4,06;2,47;2,05;0,02;0,02
Perolândia;2014;2,21142857142857;7,26;0,27;2,31;4,17;1,43;0,03;0,01
Perolândia;2014;2,21142857142857;7,26;0,27;4,17;2,31;1,43;0,03;0,01
Perolândia;2016;2,78;3,87;4,42;1,1;8,39;1,59;0,07;0,02
Perolândia;2016;2,78;3,87;4,42;8,39;1,1;1,59;0,07;0,02
Perolândia;2018;2,67142857142857;3,87;3,05;1,1;9,05;1,39;0,22;0,02
Perolândia;2018;2,67142857142857;3,87;3,05;9,05;1,1;1,39;0,22;0,02
Petrolina de Goiás;2012;1,34571428571429;4,44;2,04;2,41;0,24;0,26;0,02;0,01
Petrolina de Goiás;2012;1,34571428571429;4,44;2,04;0,24;2,41;0,26;0,02;0,01
Petrolina de Goiás;2014;1,88;7,23;1,29;4,21;0,21;0,2;0,01;0,01
Petrolina de Goiás;2014;1,88;7,23;1,29;0,21;4,21;0,2;0,01;0,01
Petrolina de Goiás;2016;1,74857142857143;4,06;3,59;4,02;0,31;0,23;0,01;0,02
Petrolina de Goiás;2016;1,74857142857143;4,06;3,59;0,31;4,02;0,23;0,01;0,02
Petrolina de Goiás;2018;1,49285714285714;4,06;1,74;4,02;0,37;0,23;0,01;0,02
Petrolina de Goiás;2018;1,49285714285714;4,06;1,74;0,37;4,02;0,23;0,01;0,02
Pilar de Goiás;2012;2,11;3,24;2,2;8,78;0,36;0,19;0;0
Pilar de Goiás;2012;2,11;3,24;2,2;0,36;8,78;0,19;0;0
Pilar de Goiás;2014;2,68;6,53;3,75;7,74;0,58;0,16;0;0
Pilar de Goiás;2014;2,68;6,53;3,75;0,58;7,74;0,16;0;0
Pilar de Goiás;2016;2,50714285714286;4,12;6,98;4,64;1,62;0,17;0,02;0
Pilar de Goiás;2016;2,50714285714286;4,12;6,98;1,62;4,64;0,17;0,02;0
Pilar de Goiás;2018;2,28571428571429;4,12;3,16;4,64;3,76;0,2;0,11;0,01
Pilar de Goiás;2018;2,28571428571429;4,12;3,16;3,76;4,64;0,2;0,11;0,01
Piracanjuba;2012;1,38857142857143;2,59;1,26;3,14;0,71;1,87;0,08;0,07
Piracanjuba;2012;1,38857142857143;2,59;1,26;0,71;3,14;1,87;0,08;0,07
Piracanjuba;2014;1,97857142857143;5,79;2,6;0,93;2,58;1,78;0,09;0,08
Piracanjuba;2014;1,97857142857143;5,79;2,6;2,58;0,93;1,78;0,09;0,08
Piracanjuba;2016;2,39857142857143;2,95;4,88;4,98;1,65;2,14;0,1;0,09
Piracanjuba;2016;2,39857142857143;2,95;4,88;1,65;4,98;2,14;0,1;0,09
Piracanjuba;2018;1,98428571428571;2,95;1,95;4,98;1,59;2,24;0,1;0,08
Piracanjuba;2018;1,98428571428571;2,95;1,95;1,59;4,98;2,24;0,1;0,08
Piranhas;2012;1,35428571428571;4,87;1,95;1,53;0,56;0,51;0,02;0,04
Piranhas;2012;1,35428571428571;4,87;1,95;0,56;1,53;0,51;0,02;0,04
Piranhas;2014;1,73571428571429;5,67;3,02;2,17;0,75;0,47;0,03;0,04
Piranhas;2014;1,73571428571429;5,67;3,02;0,75;2,17;0,47;0,03;0,04
Piranhas;2016;2,18428571428571;3,46;5,61;3,99;1,56;0,58;0,04;0,05
Piranhas;2016;2,18428571428571;3,46;5,61;1,56;3,99;0,58;0,04;0,05
Piranhas;2018;1,73;3,46;2,19;3,99;1,73;0,6;0,09;0,05
Piranhas;2018;1,73;3,46;2,19;1,73;3,99;0,6;0,09;0,05
Pirenópolis;2012;1,55571428571429;5,15;2;2,68;0,36;0,57;0,08;0,05
Pirenópolis;2012;1,55571428571429;5,15;2;0,36;2,68;0,57;0,08;0,05
Pirenópolis;2014;1,78428571428571;6,48;2,02;2,95;0,37;0,57;0,05;0,05
Pirenópolis;2014;1,78428571428571;6,48;2,02;0,37;2,95;0,57;0,05;0,05
Pirenópolis;2016;1,14714285714286;0;4,59;1,96;0,72;0,6;0,09;0,07
Pirenópolis;2016;1,14714285714286;0;4,59;0,72;1,96;0,6;0,09;0,07
Pirenópolis;2018;0,505714285714286;0;0,52;1,96;0,47;0,51;0,03;0,05
Pirenópolis;2018;0,505714285714286;0;0,52;0,47;1,96;0,51;0,03;0,05
Pires do Rio;2012;1,09142857142857;2,26;1,61;2,37;0,61;0,53;0,15;0,11
Pires do Rio;2012;1,09142857142857;2,26;1,61;0,61;2,37;0,53;0,15;0,11
Pires do Rio;2014;1,93857142857143;7,14;2,86;1,99;0,81;0,48;0,18;0,11
Pires do Rio;2014;1,93857142857143;7,14;2,86;0,81;1,99;0,48;0,18;0,11
Pires do Rio;2016;2,03142857142857;4,68;4,45;3,02;1,23;0,53;0,19;0,12
Pires do Rio;2016;2,03142857142857;4,68;4,45;1,23;3,02;0,53;0,19;0,12
Pires do Rio;2018;1,73142857142857;4,68;2,21;3,02;1,28;0,56;0,24;0,13
Pires do Rio;2018;1,73142857142857;4,68;2,21;1,28;3,02;0,56;0,24;0,13
Planaltina;2012;1,02714285714286;1,84;1,91;2,55;0,1;0,55;0,12;0,12
Planaltina;2012;1,02714285714286;1,84;1,91;0,1;2,55;0,55;0,12;0,12
Planaltina;2014;1,74571428571429;6,23;2,98;2,14;0,14;0,49;0,11;0,13
Planaltina;2014;1,74571428571429;6,23;2,98;0,14;2,14;0,49;0,11;0,13
Planaltina;2016;1,54714285714286;2,65;4,58;2,52;0,24;0,52;0,11;0,21
Planaltina;2016;1,54714285714286;2,65;4,58;0,24;2,52;0,52;0,11;0,21
Planaltina;2018;1,13428571428571;2,65;1,7;2,52;0,24;0,56;0,13;0,14
Planaltina;2018;1,13428571428571;2,65;1,7;0,24;2,52;0,56;0,13;0,14
Pontalina;2012;1,44142857142857;4,56;1,86;2,16;0,5;0,92;0,04;0,05
Pontalina;2012;1,44142857142857;4,56;1,86;0,5;2,16;0,92;0,04;0,05
Pontalina;2014;1,91285714285714;6,37;2,92;2,48;0,65;0,88;0,04;0,05
Pontalina;2014;1,91285714285714;6,37;2,92;0,65;2,48;0,88;0,04;0,05
Pontalina;2016;1,82857142857143;4,52;4,83;1,21;1,1;1,03;0,05;0,06
Pontalina;2016;1,82857142857143;4,52;4,83;1,1;1,21;1,03;0,05;0,06
Pontalina;2018;1,44;4,52;1,78;1,21;1,24;1,21;0,07;0,05
Pontalina;2018;1,44;4,52;1,78;1,24;1,21;1,21;0,07;0,05
Porangatu;2012;1,23;1,74;1,75;3,63;0,39;0,85;0,12;0,13
Porangatu;2012;1,23;1,74;1,75;0,39;3,63;0,85;0,12;0,13
Porangatu;2014;2,20142857142857;7,25;2,71;3,95;0,52;0,72;0,13;0,13
Porangatu;2014;2,20142857142857;7,25;2,71;0,52;3,95;0,72;0,13;0,13
Porangatu;2016;2,01285714285714;3,5;4,57;4,03;0,87;0,8;0,16;0,16
Porangatu;2016;2,01285714285714;3,5;4,57;0,87;4,03;0,8;0,16;0,16
Porangatu;2018;1,55571428571429;3,5;1,47;4,03;0,8;0,79;0,16;0,14
Porangatu;2018;1,55571428571429;3,5;1,47;0,8;4,03;0,79;0,16;0,14
Porteirão;2012;1,82714285714286;4,67;0,99;3,74;2,29;1,05;0,04;0,01
Porteirão;2012;1,82714285714286;4,67;0,99;2,29;3,74;1,05;0,04;0,01
Porteirão;2014;2,18428571428571;6,18;2,57;2,62;2,82;1,06;0,03;0,01
Porteirão;2014;2,18428571428571;6,18;2,57;2,82;2,62;1,06;0,03;0,01
Porteirão;2016;2,93428571428571;6,2;5,57;1,89;5,48;1,34;0,04;0,02
Porteirão;2016;2,93428571428571;6,2;5,57;5,48;1,89;1,34;0,04;0,02
Porteirão;2018;2,32285714285714;6,2;3,11;1,89;3,86;1,17;0,02;0,01
Porteirão;2018;2,32285714285714;6,2;3,11;3,86;1,89;1,17;0,02;0,01
Portelândia;2012;1,43571428571429;3,69;1,33;2,13;1,89;0,97;0,02;0,02
Portelândia;2012;1,43571428571429;3,69;1,33;1,89;2,13;0,97;0,02;0,02
Portelândia;2014;2,09285714285714;7,11;2;2,47;2,21;0,82;0,02;0,02
Portelândia;2014;2,09285714285714;7,11;2;2,21;2,47;0,82;0,02;0,02
Portelândia;2016;2,00571428571429;4,11;4,17;0,95;3,9;0,87;0,02;0,02
Portelândia;2016;2,00571428571429;4,11;4,17;3,9;0,95;0,87;0,02;0,02
Portelândia;2018;1,66142857142857;4,11;2,83;0,95;3,1;0,59;0,02;0,03
Portelândia;2018;1,66142857142857;4,11;2,83;3,1;0,95;0,59;0,02;0,03
Posse;2012;1,37285714285714;4,15;1,76;3,17;0,18;0,25;0,03;0,07
Posse;2012;1,37285714285714;4,15;1,76;0,18;3,17;0,25;0,03;0,07
Posse;2014;1,64142857142857;5,74;2,58;2,62;0,22;0,22;0,04;0,07
Posse;2014;1,64142857142857;5,74;2,58;0,22;2,62;0,22;0,04;0,07
Posse;2016;1,98428571428571;5,27;4,49;3,38;0,36;0,25;0,05;0,09
Posse;2016;1,98428571428571;5,27;4,49;0,36;3,38;0,25;0,05;0,09
Posse;2018;1,59428571428571;5,27;1,74;3,38;0,4;0,23;0,06;0,08
Posse;2018;1,59428571428571;5,27;1,74;0,4;3,38;0,23;0,06;0,08
Professor Jamil;2012;1,09142857142857;4,58;1,83;0,82;0,28;0,13;0;0
Professor Jamil;2012;1,09142857142857;4,58;1,83;0,28;0,82;0,13;0;0
Professor Jamil;2014;1,61714285714286;7,46;2,46;0,95;0,35;0,1;0;0
Professor Jamil;2014;1,61714285714286;7,46;2,46;0,35;0,95;0,1;0;0
Professor Jamil;2016;1,38142857142857;3,76;4,5;0,61;0,68;0,11;0;0,01
Professor Jamil;2016;1,38142857142857;3,76;4,5;0,68;0,61;0,11;0;0,01
Professor Jamil;2018;0,76;3,76;0,32;0,61;0,53;0,1;0;0
Professor Jamil;2018;0,76;3,76;0,32;0,53;0,61;0,1;0;0
Quirinópolis;2012;2,01142857142857;3,39;1,75;4,97;0,89;2,61;0,29;0,18
Quirinópolis;2012;2,01142857142857;3,39;1,75;0,89;4,97;2,61;0,29;0,18
Quirinópolis;2014;2,54285714285714;5,39;2,93;5,74;1,1;2,14;0,31;0,19
Quirinópolis;2014;2,54285714285714;5,39;2,93;1,1;5,74;2,14;0,31;0,19
Quirinópolis;2016;2,67714285714286;3,16;4,82;5,79;1,9;2,46;0,4;0,21
Quirinópolis;2016;2,67714285714286;3,16;4,82;1,9;5,79;2,46;0,4;0,21
Quirinópolis;2018;2,30857142857143;3,16;2,26;5,79;1,82;2,24;0,7;0,19
Quirinópolis;2018;2,30857142857143;3,16;2,26;1,82;5,79;2,24;0,7;0,19
Rialma;2012;1,45;6,5;1,6;1,35;0,48;0,13;0,06;0,03
Rialma;2012;1,45;6,5;1,6;0,48;1,35;0,13;0,06;0,03
Rialma;2014;1,38571428571429;7,09;0,66;1,38;0,44;0,07;0,03;0,03
Rialma;2014;1,38571428571429;7,09;0,66;0,44;1,38;0,07;0,03;0,03
Rialma;2016;1,34;4,58;3,12;0,83;0,65;0,15;0,02;0,03
Rialma;2016;1,34;4,58;3,12;0,65;0,83;0,15;0,02;0,03
Rialma;2018;1,20571428571429;4,58;2,16;0,83;0,7;0,11;0,03;0,03
Rialma;2018;1,20571428571429;4,58;2,16;0,7;0,83;0,11;0,03;0,03
Rianápolis;2012;0,752857142857143;3,36;0;1,19;0,6;0,08;0,03;0,01
Rianápolis;2012;0,752857142857143;3,36;0;0,6;1,19;0,08;0,03;0,01
Rianápolis;2014;1,19428571428571;5,91;0,37;1,36;0,64;0,04;0,03;0,01
Rianápolis;2014;1,19428571428571;5,91;0,37;0,64;1,36;0,04;0,03;0,01
Rianápolis;2016;1,91285714285714;4,94;5,88;0,82;1,62;0,06;0,05;0,02
Rianápolis;2016;1,91285714285714;4,94;5,88;1,62;0,82;0,06;0,05;0,02
Rianápolis;2018;1,01714285714286;4,94;0,47;0,82;0,8;0,06;0,02;0,01
Rianápolis;2018;1,01714285714286;4,94;0,47;0,8;0,82;0,06;0,02;0,01
Rio Quente;2012;2,47428571428571;3,06;2,1;9,26;2,75;0,07;0,02;0,06
Rio Quente;2012;2,47428571428571;3,06;2,1;2,75;9,26;0,07;0,02;0,06
Rio Quente;2014;2,93285714285714;6,34;2,41;8,65;2,99;0,06;0,02;0,06
Rio Quente;2014;2,93285714285714;6,34;2,41;2,99;8,65;0,06;0,02;0,06
Rio Quente;2016;2,50571428571429;3,47;3,88;6,64;3,43;0,06;0,02;0,04
Rio Quente;2016;2,50571428571429;3,47;3,88;3,43;6,64;0,06;0,02;0,04
Rio Quente;2018;2,31;3,47;1,59;6,64;4,31;0,07;0,03;0,06
Rio Quente;2018;2,31;3,47;1,59;4,31;6,64;0,07;0,03;0,06
Rio Verde;2012;3,95571428571429;5,32;1,64;5,88;1,43;10;2,24;1,18
Rio Verde;2012;3,95571428571429;5,32;1,64;1,43;5,88;10;2,24;1,18
Rio Verde;2014;4,34714285714286;6,43;3,29;5,05;1,79;10;2,69;1,18
Rio Verde;2014;4,34714285714286;6,43;3,29;1,79;5,05;10;2,69;1,18
Rio Verde;2016;4,21571428571429;3,7;4,48;4,58;2,78;10;2,74;1,23
Rio Verde;2016;4,21571428571429;3,7;4,48;2,78;4,58;10;2,74;1,23
Rio Verde;2018;3,76714285714286;3,7;1,94;4,58;2,26;10;2,65;1,24
Rio Verde;2018;3,76714285714286;3,7;1,94;2,26;4,58;10;2,65;1,24
Rubiataba;2012;1,15571428571429;3,69;1,39;2,21;0,36;0,33;0,07;0,04
Rubiataba;2012;1,15571428571429;3,69;1,39;0,36;2,21;0,33;0,07;0,04
Rubiataba;2014;1,62142857142857;6,51;1,58;2,52;0,41;0,22;0,07;0,04
Rubiataba;2014;1,62142857142857;6,51;1,58;0,41;2,52;0,22;0,07;0,04
Rubiataba;2016;1,60714285714286;3,71;3,57;2,95;0,6;0,31;0,06;0,05
Rubiataba;2016;1,60714285714286;3,71;3,57;0,6;2,95;0,31;0,06;0,05
Rubiataba;2018;1,50857142857143;3,71;2,37;2,95;0,94;0,38;0,16;0,05
Rubiataba;2018;1,50857142857143;3,71;2,37;0,94;2,95;0,38;0,16;0,05
Sanclerlândia;2012;1,71428571428571;8,63;1,14;1,53;0,45;0,21;0,02;0,02
Sanclerlândia;2012;1,71428571428571;8,63;1,14;0,45;1,53;0,21;0,02;0,02
Sanclerlândia;2014;1,54571428571429;6,43;1,59;2,1;0,49;0,17;0,02;0,02
Sanclerlândia;2014;1,54571428571429;6,43;1,59;0,49;2,1;0,17;0,02;0,02
Sanclerlândia;2016;1,24857142857143;1,8;3,12;2,95;0,66;0,17;0,02;0,02
Sanclerlândia;2016;1,24857142857143;1,8;3,12;0,66;2,95;0,17;0,02;0,02
Sanclerlândia;2018;0,982857142857143;1,8;1,3;0,64;2,95;0,16;0,01;0,02
Sanclerlândia;2018;0,982857142857143;1,8;1,3;2,95;0,64;0,16;0,01;0,02
Santa Bárbara de Goiás;2012;1,45714285714286;4,47;2,24;2,71;0,61;0,1;0,05;0,02
